%,CANDIDATE,CONSTITUENCY,NUMBER OF SEATS,No.,PARTY,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
21.32,PRABHAT CHANDRA BOSE NA,MANBHUM NORTH,2,2,INC,Bihar,92752,435123,435123,688360,31.61
19.12,GUPTA BIBHUTI BHUSHAN DAS NA,MANBHUM NORTH,2,3,LSS,Bihar,83209,435123,435123,688360,31.61
13.89,NAKUL SAHIS NA,MANBHUM NORTH,2,4,LSS,Bihar,60425,435123,435123,688360,31.61
11.02,GOSWAMI JAGANNATH ACHARI NA,MANBHUM NORTH,2,5,IND,Bihar,47933,435123,435123,688360,31.61
7.00,SASTHU MANDAL NA,MANBHUM NORTH,2,6,KMPP,Bihar,30466,435123,435123,688360,31.61
5.30,SATYA BIMAL SEN NA,MANBHUM NORTH,2,7,FBL(MG),Bihar,23059,435123,435123,688360,31.61
17.85,BHAJAHARI MAHATON NA,MANBHUM SOUTH CUM,2,1,LSS,Bihar,85957,481518,481518,730957,32.94
16.69,CHAITAN MANJHI NA,MANBHUM SOUTH CUM,2,2,LSS,Bihar,80349,481518,481518,730957,32.94
12.82,DASARATH MURMU NA,MANBHUM SOUTH CUM,2,3,JHP,Bihar,61713,481518,481518,730957,32.94
12.22,M. JOHN NA,MANBHUM SOUTH CUM,2,4,INC,Bihar,58838,481518,481518,730957,32.94
11.55,BIBHUTI BHUSHAN MURA NA,MANBHUM SOUTH CUM,2,5,INC,Bihar,55638,481518,481518,730957,32.94
9.77,KHUDI RAM MAHATO (BAIKUNTH) NA,MANBHUM SOUTH CUM,2,6,IND,Bihar,47028,481518,481518,730957,32.94
7.55,UMAPADA TRIPATHI NA,MANBHUM SOUTH CUM,2,7,FBL(MG),Bihar,36359,481518,481518,730957,32.94
5.98,MUNSHI AHAMDIN NA,MANBHUM SOUTH CUM,2,8,SP,Bihar,28776,481518,481518,730957,32.94
5.58,THAKUR DAS MANJHI NA,MANBHUM SOUTH CUM,2,9,CNSPJP,Bihar,26860,481518,481518,730957,32.94
76.66,KANU RAM DEOGAM NA,CHAILBASSA (ST),1,1,JHP,Bihar,136609,178206,178206,376306,47.36
13.93,PURNO CHANDRA BIRUA NA,CHAILBASSA (ST),1,2,IND,Bihar,24818,178206,178206,376306,47.36
9.42,LACHMAN MANJHI NA,CHAILBASSA (ST),1,3,IND,Bihar,16779,178206,178206,376306,47.36
65.24,CHAVDA AKBAR DALUMIYAN NA,BANASKANTHA,1,1,INC,Bombay,91753,140636,140636,372878,37.72
25.63,MEHTA GORDHANDAS GIRDHARLAL NA,BANASKANTHA,1,2,SP,Bombay,36042,140636,140636,372878,37.72
9.13,MODI MAYACHAND KHEMCHAND NA,BANASKANTHA,1,3,IND,Bombay,12841,140636,140636,372878,37.72
52.64,NANDA GULZARILAL BULAQIRAM NA,SABARKANTHA,1,1,INC,Bombay,106048,201468,201468,372222,54.13
41.53,MAHARAJ HIMMATSINHJI DOWLATSINHJI NA,SABARKANTHA,1,2,IND,Bombay,83674,201468,201468,372222,54.13
5.83,DESAI SURESH JAMIATRAM NA,SABARKANTHA,1,3,SP,Bombay,11746,201468,201468,372222,54.13
63.47,GANDHI MANEKLAL MAGANLAL NA,PANCCHMAHALS CUM BARODA,2,1,INC,Bombay,201891,318085,318085,741930,42.87
36.53,KAVI KARANSING NARSING NA,PANCCHMAHALS CUM BARODA,2,2,SP,Bombay,116194,318085,318085,741930,42.87
UNCONTESTED,PARMAR RUPAJEE BHAVJI NA,PANCCHMAHALS CUM BARODA,2,3,INC,Bombay,RETURNED,318085,318085,741930,42.87
53.01,PAREKH SHANTILAL GIRDHARLAL NA,MEHSANA EAST,1,1,INC,Bombay,107525,202822,202822,366111,55.40
36.53,PATEL PURSHOTTAMDAS RANCHHODDAS NA,MEHSANA EAST,1,2,IND,Bombay,74084,202822,202822,366111,55.40
5.47,PATEL MANILAL DHULABHAI NA,MEHSANA EAST,1,3,IND,Bombay,11096,202822,202822,366111,55.40
4.99,PATEL NATHALA LAMBARAM NA,MEHSANA EAST,1,4,IND,Bombay,10117,202822,202822,366111,55.40
49.09,KILACHAND TULSHIDAS KILACHAND NA,MEHSANA WEST,1,1,IND,Bombay,110478,225034,225034,380505,59.14
47.29,DESAI KHANDUBHAI KASANJI NA,MEHSANA WEST,1,2,INC,Bombay,106414,225034,225034,380505,59.14
3.62,KHALASIA PATEL MAGANLAL NAROTTAMDAS NA,MEHSANA WEST,1,3,IND,Bombay,8142,225034,225034,380505,59.14
31.77,MAVLANKAR GANESH VASUDEO NA,AHMEDABAD,2,1,INC,Bombay,230778,726462,726462,727815,49.91
28.07,VAISHYA MULDAS BHUDARDAS NA,AHMEDABAD,2,2,INC,Bombay,203928,726462,726462,727815,49.91
15.45,GOSWAMI KRISHNAJIWANJI GOKULNATHJI NA,AHMEDABAD,2,3,RRP,Bombay,112239,726462,726462,727815,49.91
9.56,PARMAR BALWANTRAI GOVINDRAI NA,AHMEDABAD,2,4,SCF,Bombay,69443,726462,726462,727815,49.91
7.59,AMIN DADUBHAI MULJIBHAI NA,AHMEDABAD,2,5,KLP,Bombay,55113,726462,726462,727815,49.91
7.57,LAXMANBHAI VALJIBHAI NA,AHMEDABAD,2,6,KLP,Bombay,54961,726462,726462,727815,49.91
59.31,DABHI FULSINHJEE BHARATSINHJI NA,KAIRA NORTH,1,1,INC,Bombay,136810,230681,230681,391562,58.91
33.60,DESAI DINUBHAI GANPATIDAS NA,KAIRA NORTH,1,2,KMPP,Bombay,77514,230681,230681,391562,58.91
7.09,BAJORIA BADRIDAS GANGABISHAN NA,KAIRA NORTH,1,3,IND,Bombay,16357,230681,230681,391562,58.91
62.72,PATEL MANIBEN VALLABHBHAI NA,KAIRA SOUTH,1,1,INC,Bombay,146223,233148,233148,368127,63.33
37.28,PATEL LALLUBHAI DESAIBHAI NA,KAIRA SOUTH,1,2,IND,Bombay,86925,233148,233148,368127,63.33
45.37,AMIN INDHUBHAI BHAILALBHAI NA,BARODA WEST,1,1,IND,Bombay,91419,201509,201509,380593,52.95
27.59,"GOKHALE, HARI RAMCHANDRA NA",BARODA WEST,1,2,SP,Bombay,55595,201509,201509,380593,52.95
27.04,PATEL BHAILAL JESINGHBHAI NA,BARODA WEST,1,3,KLP,Bombay,54495,201509,201509,380593,52.95
47.32,BHATT CHANDRASHANKAR MANISHANKAR NA,BROACH,1,1,INC,Bombay,98835,208885,208885,380694,54.87
29.90,YAGNIK INDULAL KANAIYALAL NA,BROACH,1,2,IND,Bombay,62461,208885,208885,380694,54.87
14.05,THAKORE KRISHNALAL MOTILAL NA,BROACH,1,3,KMPP,Bombay,29358,208885,208885,380694,54.87
8.73,ANTOLALDAS JORABHAI NA,BROACH,1,4,RRP,Bombay,18231,208885,208885,380694,54.87
28.33,DESAI KANHAIYALAL NANABHAI NA,SURAT,2,1,INC,Bombay,244016,861336,861336,745093,57.80
26.62,PATEL BAHADURBHAI KUTHABHAI NA,SURAT,2,2,INC,Bombay,229295,861336,861336,745093,57.80
14.66,DESAI ISHWARLAL CHHOTUBHAI NA,SURAT,2,3,SP,Bombay,126233,861336,861336,745093,57.80
13.52,MALVI MALUBHAI RUDABHAI NA,SURAT,2,4,SP,Bombay,116466,861336,861336,745093,57.80
9.37,DESAI BAPUBHAI GHELABHAI NA,SURAT,2,5,KMPP,Bombay,80729,861336,861336,745093,57.80
7.50,TALAVIA BHULABHAI RAMBHAI NA,SURAT,2,6,KMPP,Bombay,64597,861336,861336,745093,57.80
21.16,NANDKAR ANANT SAVALARAM NA,THANA,2,1,INC,Bombay,151952,718242,718242,712902,50.37
19.58,VARTAK GOVIND DHARMAJI NA,THANA,2,2,INC,Bombay,140604,718242,718242,712902,50.37
19.57,GIDVANI CHOITRAM PARTABRAI NA,THANA,2,3,SP,Bombay,140595,718242,718242,712902,50.37
15.19,LAKHAN NAVSOO PADU NA,THANA,2,4,SP,Bombay,109085,718242,718242,712902,50.37
8.75,ZUN ZARRO DAULAT RAM NA,THANA,2,5,IND,Bombay,62864,718242,718242,712902,50.37
8.75,BOKAD BHOLANATH GANPAT NA,THANA,2,6,IND,Bombay,62828,718242,718242,712902,50.37
4.06,ROHERA KUNDANDAS TOTALDAS NA,THANA,2,7,IND,Bombay,29182,718242,718242,712902,50.37
2.94,AGNANI THAKURDAS CHUHARMAL NA,THANA,2,8,IND,Bombay,21132,718242,718242,712902,50.37
55.59,KANAVADE PANDHARINATH RAMCHANDRA NA,AHMEDNAGAR NORTH,1,1,INC,Bombay,102300,184024,184024,394577,46.64
23.33,KAKDE JAGANNATH KANOJI NA,AHMEDNAGAR NORTH,1,2,CPI,Bombay,42935,184024,184024,394577,46.64
21.08,OGALE GANGADHAR JANARDAN NA,AHMEDNAGAR NORTH,1,3,SP,Bombay,38789,184024,184024,394577,46.64
56.91,BOGAVAT UTTAMCHAND RAMCHAND NA,AHMEDNAGAR SOUTH,1,1,INC,Bombay,88815,156054,156054,386878,40.34
43.09,SATHA NAVSHERWANJI NAOROJAJI NA,AHMEDNAGAR SOUTH,1,2,KKP,Bombay,67239,156054,156054,386878,40.34
56.80,RANE SHIVRAM RANGO NA,BHUSAWAL,1,1,INC,Bombay,124798,219720,219720,381993,57.52
25.70,PATIL NATHOO NARAYAN NA,BHUSAWAL,1,2,SP,Bombay,56472,219720,219720,381993,57.52
17.50,CHAVAN GAMBHIRRAO AVACHITRAO NA,BHUSAWAL,1,3,KKP,Bombay,38450,219720,219720,381993,57.52
62.09,PATASKAR HARI VINAYAK NA,JALGAON,1,1,INC,Bombay,127361,205133,205133,356253,57.58
25.87,CHAVAN DEVRAM RAMJI NA,JALGAON,1,2,SP,Bombay,53065,205133,205133,356253,57.58
12.04,PATIL TRIMBAK DODHU NA,JALGAON,1,3,IND,Bombay,24707,205133,205133,356253,57.58
22.70,BHARATIYA SHALIGRAM RAMCHANDRA NA,WEST KHANDESH,2,1,INC,Bombay,171242,754356,754356,753372,50.07
21.37,NATWADKAR JAYANTRAO GANPAT NA,WEST KHANDESH,2,2,INC,Bombay,161179,754356,754356,753372,50.07
14.01,GAIKWAD DHARMA VITHOBA NA,WEST KHANDESH,2,3,PWP,Bombay,105649,754356,754356,753372,50.07
11.08,CHAUDHARI ABRAHAMJI DONGARSINHA NA,WEST KHANDESH,2,4,SP,Bombay,83569,754356,754356,753372,50.07
11.00,PATIL ZULAL DHULAJIRAO NA,WEST KHANDESH,2,5,PWP,Bombay,83012,754356,754356,753372,50.07
7.96,PARANJPE SHANKAR SAVLARAM NA,WEST KHANDESH,2,6,SP,Bombay,60016,754356,754356,753372,50.07
7.38,BHANDARE ONKAR NARAYAN NA,WEST KHANDESH,2,7,IND,Bombay,55649,754356,754356,753372,50.07
4.51,VASAVA SATTARSING SONA NA,WEST KHANDESH,2,8,IND,Bombay,34040,754356,754356,753372,50.07
43.50,DESHPANDE GOVIND HARI NA,NASIK CENTRAL,1,1,INC,Bombay,89261,205175,205175,385868,53.17
22.22,ZODGE NARAYANRAO GANPATRAO NA,NASIK CENTRAL,1,2,SP,Bombay,45600,205175,205175,385868,53.17
13.10,SAUNDARKAR GOPAL GANESH NA,NASIK CENTRAL,1,3,KKP,Bombay,26885,205175,205175,385868,53.17
7.34,BODHALE SHANKAR RAMCHANDRA NA,NASIK CENTRAL,1,4,PWP,Bombay,15051,205175,205175,385868,53.17
7.01,WAGH KARBHARI RAMBHAJI NA,NASIK CENTRAL,1,5,CPI,Bombay,14383,205175,205175,385868,53.17
4.11,KELKAR VISHNU GANESH NA,NASIK CENTRAL,1,6,RRP,Bombay,8427,205175,205175,385868,53.17
2.71,WAGH GOPAL SAYAJI NA,NASIK CENTRAL,1,7,IND,Bombay,5568,205175,205175,385868,53.17
53.37,GADGIL NARHAR VISHNU NA,POONA CENTRAL,1,1,INC,Bombay,102692,192406,192406,388404,49.54
21.93,JEDHE KESHAVRAO MARUTRAO NA,POONA CENTRAL,1,2,PWP,Bombay,42200,192406,192406,388404,49.54
16.80,JOSHI SHRIDHAR MAHADEO NA,POONA CENTRAL,1,3,SP,Bombay,32333,192406,192406,388404,49.54
7.89,MAHAJAN KASHINATH MAHADEO NA,POONA CENTRAL,1,4,RRP,Bombay,15181,192406,192406,388404,49.54
63.99,MAYDEO INDIRA ANANT NA,POONA SOUTH,1,1,INC,Bombay,114720,179289,179289,378892,47.32
18.09,LIMAYE SHRIDHAR PURSHOTTAM NA,POONA SOUTH,1,2,SP,Bombay,32432,179289,179289,378892,47.32
17.92,MORE SHANTA SHANKAR NA,POONA SOUTH,1,3,PWP,Bombay,32137,179289,179289,378892,47.32
45.95,ALTEKAR GANESH SADASHIV NA,NORTH SATARA,1,1,INC,Bombay,91319,198739,198739,359731,55.25
27.22,NALAVADE RAMCHANDRA MANOHAR NA,NORTH SATARA,1,2,PWP,Bombay,54095,198739,198739,359731,55.25
20.71,DESHMUKH DINKAR DAGDOBA NA,NORTH SATARA,1,3,IND,Bombay,41159,198739,198739,359731,55.25
6.12,DIXIT RAMCHANDRA DATTATRAYA NA,NORTH SATARA,1,4,IND,Bombay,12166,198739,198739,359731,55.25
26.80,KHARDEKAR BALASAHEB HASANMANTRAO NA,KOLHAPUR CUM SATARA,2,1,IND,Bombay,223056,832165,832165,749539,55.51
19.65,KUMBHAR RATNAPPA BHARAMAPPA NA,KOLHAPUR CUM SATARA,2,2,INC,Bombay,163505,832165,832165,749539,55.51
17.51,MORE KRISHNAJI LAXMAN NA,KOLHAPUR CUM SATARA,2,3,INC,Bombay,145747,832165,832165,749539,55.51
15.01,BHOLE RAJARAM RAMJI NA,KOLHAPUR CUM SATARA,2,4,SCF,Bombay,124933,832165,832165,749539,55.51
13.67,MANE SHANTARAM NANASAHEB NA,KOLHAPUR CUM SATARA,2,5,PWP,Bombay,113767,832165,832165,749539,55.51
7.35,BAGAL VASANTRAO KHANDERAO NA,KOLHAPUR CUM SATARA,2,6,SP,Bombay,61157,832165,832165,749539,55.51
26.88,MORE SHANKAR SHANTARAM NA,SHOLAPUR,2,1,PWP,Bombay,209697,780170,780170,801712,48.66
24.75,RAJBHOJ PANDURANG NATHUJI NA,SHOLAPUR,2,2,SCF,Bombay,193076,780170,780170,801712,48.66
20.28,SONAVANE TAYAPPA HARI NA,SHOLAPUR,2,3,INC,Bombay,158189,780170,780170,801712,48.66
18.84,ANTROLIKAR KRISHNA BHIMRAO NA,SHOLAPUR,2,4,INC,Bombay,147011,780170,780170,801712,48.66
5.13,VAISHAMPAYAN VISHNU GANESH NA,SHOLAPUR,2,5,SP,Bombay,39984,780170,780170,801712,48.66
4.13,MORE BHAGVANT JAYARAM NA,SHOLAPUR,2,6,RRP,Bombay,32213,780170,780170,801712,48.66
61.46,DESHMUKH CHINTAMAN DWARKANATH NA,KOLABA,1,1,INC,Bombay,112873,183658,183658,352119,52.16
38.54,RAUT RAJARAM BALKRISHNA NA,KOLABA,1,2,PWP,Bombay,70785,183658,183658,352119,52.16
59.80,PAWAR VYANKATRAO PIRAJIRAO NA,SOUTH SATARA,1,1,INC,Bombay,133915,223955,223955,369033,60.69
26.66,PATIL DHONDAJI PANDURANG NA,SOUTH SATARA,1,2,PWP,Bombay,59705,223955,223955,369033,60.69
7.88,GODBOLE GANESH KONDO NA,SOUTH SATARA,1,3,IND,Bombay,17651,223955,223955,369033,60.69
5.66,KHAREDEKAR ABASAHEB HANUMANTRAO NA,SOUTH SATARA,1,4,IND,Bombay,12684,223955,223955,369033,60.69
61.20,DATAR BALWANT NAGESH NA,BELGAUM NORTH,1,1,INC,Bombay,133176,217619,217619,357228,60.92
14.46,CHIKODI PANDITAPPA RAYAPPA NA,BELGAUM NORTH,1,2,KMPP,Bombay,31462,217619,217619,357228,60.92
13.97,MALI SHANKAR NATHAJI NA,BELGAUM NORTH,1,3,SP,Bombay,30396,217619,217619,357228,60.92
10.38,ARLIKATTI GEORGE SIDAPPA NA,BELGAUM NORTH,1,4,FBL(MG),Bombay,22585,217619,217619,357228,60.92
50.38,PATIL SHANKARGOUDA VIRANGOUDA NA,BELGAUM SOUTH,1,1,INC,Bombay,119521,237245,237245,385241,61.58
29.52,JAKATI BASAVANNAPPA VEERBHADRAPPA NA,BELGAUM SOUTH,1,2,KMPP,Bombay,70043,237245,237245,385241,61.58
20.10,MANDGI ANANT ANNARAO NA,BELGAUM SOUTH,1,3,FBL(MG),Bombay,47681,237245,237245,385241,61.58
49.85,BHOSALE JAGANNATHRAO KRISHNARAO NA,RATNAGIRI NORTH,1,1,INC,Bombay,75366,151181,151181,374668,40.35
22.77,KARANDIKAR SHIVRAM LAXMAN NA,RATNAGIRI NORTH,1,2,IND,Bombay,34426,151181,151181,374668,40.35
20.41,TENDULKAR SAVLARAM NARAHAR NA,RATNAGIRI NORTH,1,3,SP,Bombay,30861,151181,151181,374668,40.35
6.96,CHIPLUNKAR RAMCHANDRA VINAYAK NA,RATNAGIRI NORTH,1,4,IND,Bombay,10528,151181,151181,374668,40.35
39.85,JOSHI MORESHWAR DINKAR NA,RATNAGIRI SOUTH,1,1,INC,Bombay,57481,144239,144239,372880,38.68
26.50,GORE NARAYAN GANESH NA,RATNAGIRI SOUTH,1,2,SP,Bombay,38224,144239,144239,372880,38.68
14.73,DESAI UMAKANT SHRIRANG NA,RATNAGIRI SOUTH,1,3,IND,Bombay,21242,144239,144239,372880,38.68
14.50,KHADILKAR RAGHUNATH KESHAV NA,RATNAGIRI SOUTH,1,4,PWP,Bombay,20921,144239,144239,372880,38.68
4.42,RANE BACHAJI RAMCHANDRA NA,RATNAGIRI SOUTH,1,5,IND,Bombay,6371,144239,144239,372880,38.68
66.90,DUBE RAJARAM GIRDHARLAL NA,BIJAPUR NORTH,1,1,INC,Bombay,119895,179215,179215,370216,48.41
24.60,SUGANDHI MURGEPPA SIDDAPPA NA,BIJAPUR NORTH,1,2,KMPP,Bombay,44095,179215,179215,370216,48.41
8.50,MUDNOLKAR VIRAKTAPPA VIRUPAXAPPA NA,BIJAPUR NORTH,1,3,IND,Bombay,15225,179215,179215,370216,48.41
72.81,BIDARI RAMAPPA BALAPPA NA,BIJAPUR SOUTH,1,1,INC,Bombay,159884,219578,219578,342857,64.04
27.19,MUNAVALLI BASAPPA NAGAPPA NA,BIJAPUR SOUTH,1,2,KMPP,Bombay,59694,219578,219578,342857,64.04
59.68,KARMAKA DATTATRAYA PARSURAMRAO NA,DHARWAR NORTH,1,1,INC,Bombay,129077,216283,216283,365182,59.23
40.32,KAMBLI SIDDAPPA TOTAPPA NA,DHARWAR NORTH,1,2,KMPP,Bombay,87206,216283,216283,365182,59.23
60.27,NESWI TIMMAPPA RUDRAPPA NA,DHARWAR SOUTH,1,1,INC,Bombay,144225,239315,239315,371753,64.37
39.73,HOSMANI SIDDAPPA KARIAPPA NA,DHARWAR SOUTH,1,2,KMPP,Bombay,95090,239315,239315,371753,64.37
60.54,ALVA JAOCHIM PIEDADE NA,KANARA,1,1,INC,Bombay,139557,230512,230512,370650,62.19
39.46,DESAI DINKAR DATTATRAYA NA,KANARA,1,2,SP,Bombay,90955,230512,230512,370650,62.19
49.61,PATIL SADASHIV KANOJI NA,BOMBAY CITY SOUTH,1,1,INC,Bombay,96302,194136,194136,370548,52.39
31.53,PURSHOTTAMDAS TRIKAMDAS NA,BOMBAY CITY SOUTH,1,2,SP,Bombay,61215,194136,194136,370548,52.39
17.20,MEHTA CHUNILAL BHAICHAND NA,BOMBAY CITY SOUTH,1,3,IND,Bombay,33387,194136,194136,370548,52.39
1.66,BENGARI KRISHNARAO RAGHUNATHRAO NA,BOMBAY CITY SOUTH,1,4,NAT,Bombay,3232,194136,194136,370548,52.39
20.83,GANDHI VITHAL BALKRISHNA NA,BOMBAY CITY NORTH,2,1,INC,Bombay,149138,715888,715888,730126,49.02
19.52,MEHTA ASHOK RANJITRAM NA,BOMBAY CITY NORTH,2,2,SP,Bombay,139741,715888,715888,730126,49.02
19.30,KAJROLKAR NARAYAN SADOBA NA,BOMBAY CITY NORTH,2,3,INC,Bombay,138137,715888,715888,730126,49.02
17.26,AMBEDKAR BHIMRAO RAMJI NA,BOMBAY CITY NORTH,2,4,SCF,Bombay,123576,715888,715888,730126,49.02
13.52,DANGE SHRIPAD AMRIT NA,BOMBAY CITY NORTH,2,5,CPI,Bombay,96755,715888,715888,730126,49.02
5.70,DESHMUKH GOPAL VINAYAK NA,BOMBAY CITY NORTH,2,6,IND,Bombay,40786,715888,715888,730126,49.02
2.12,JOSHI KESHAV BALKRISHNA NA,BOMBAY CITY NORTH,2,7,RRP,Bombay,15195,715888,715888,730126,49.02
1.75,PARULEKAR NILKANTH BABURAO NA,BOMBAY CITY NORTH,2,8,IND,Bombay,12560,715888,715888,730126,49.02
44.28,RAIJI JAYASHRI NAISHADH NA,BOMBAY SUBURBAN,1,1,INC,Bombay,88519,199927,199927,379457,52.69
37.88,CHATTOPADHYAYA KAMLADEVI NA,BOMBAY SUBURBAN,1,2,SP,Bombay,75729,199927,199927,379457,52.69
8.52,MEHTA JAMNADAS MADHAVJI NA,BOMBAY SUBURBAN,1,3,IND,Bombay,17035,199927,199927,379457,52.69
3.96,DESAI VIJAYA RAMDATTA NA,BOMBAY SUBURBAN,1,4,IND,Bombay,7908,199927,199927,379457,52.69
3.80,WALTON CONSTANTINE FRANCES NA,BOMBAY SUBURBAN,1,5,IND,Bombay,7593,199927,199927,379457,52.69
1.57,MODI GOKALDAS JADHAVJI NA,BOMBAY SUBURBAN,1,6,IND,Bombay,3143,199927,199927,379457,52.69
23.78,BABUNATH SINGH NA,SURGUJA RAIGARH,2,1,INC,Madhya Pradesh,148487,624338,624338,804512,38.80
16.21,MAHARAJKUMAR CHANDIKESHWAR SHARAN SINGH JU NA,SURGUJA RAIGARH,2,2,IND,Madhya Pradesh,101178,624338,624338,804512,38.80
14.54,KISHORI MOHAN TRIPATHI NA,SURGUJA RAIGARH,2,3,INC,Madhya Pradesh,90788,624338,624338,804512,38.80
14.14,RAMESHWAR BUDGI NA,SURGUJA RAIGARH,2,4,RRP,Madhya Pradesh,88282,624338,624338,804512,38.80
12.02,MARCUS KUJUR NA,SURGUJA RAIGARH,2,5,KMPP,Madhya Pradesh,75074,624338,624338,804512,38.80
10.31,RAMKUMAR NA,SURGUJA RAIGARH,2,6,KMPP,Madhya Pradesh,64341,624338,624338,804512,38.80
9.00,RAMNATH NA,SURGUJA RAIGARH,2,7,RRP,Madhya Pradesh,56188,624338,624338,804512,38.80
28.03,RESHAMLAL NA,BILASPUR,2,1,INC,Madhya Pradesh,129832,463236,463236,762814,30.36
21.42,SARDAR AMARSINGH SAIGAL NA,BILASPUR,2,2,INC,Madhya Pradesh,99214,463236,463236,762814,30.36
12.09,THAKUR BHUWAN BHASKAR SINGH NA,BILASPUR,2,3,IND,Madhya Pradesh,56015,463236,463236,762814,30.36
9.08,GOKULPRASAD NA,BILASPUR,2,4,BJS,Madhya Pradesh,42049,463236,463236,762814,30.36
8.16,BHUKLU NA,BILASPUR,2,5,IND,Madhya Pradesh,37803,463236,463236,762814,30.36
7.88,BHULAURAM NA,BILASPUR,2,6,IND,Madhya Pradesh,36511,463236,463236,762814,30.36
7.11,MANSAI NA,BILASPUR,2,7,SP,Madhya Pradesh,32947,463236,463236,762814,30.36
6.23,KRISHNA NAND NA,BILASPUR,2,8,SP,Madhya Pradesh,28865,463236,463236,762814,30.36
22.02,AGAMDAS NA,BILASPUR DURG RAIPUR,2,1,INC,Madhya Pradesh,116713,529972,529972,759650,34.88
18.87,BHUPENDRANATH MISHRA NA,BILASPUR DURG RAIPUR,2,2,INC,Madhya Pradesh,100011,529972,529972,759650,34.88
17.09,KESHAO PRASHAD NA,BILASPUR DURG RAIPUR,2,3,KMPP,Madhya Pradesh,90571,529972,529972,759650,34.88
12.91,THAKUR DHARAMRAJ SINGH NA,BILASPUR DURG RAIPUR,2,4,RRP,Madhya Pradesh,68442,529972,529972,759650,34.88
10.04,BISAHUDAS NA,BILASPUR DURG RAIPUR,2,5,RRP,Madhya Pradesh,53200,529972,529972,759650,34.88
6.68,NAKUL NA,BILASPUR DURG RAIPUR,2,6,SCF,Madhya Pradesh,35402,529972,529972,759650,34.88
5.94,MUKTAWANDAS NA,BILASPUR DURG RAIPUR,2,7,SP,Madhya Pradesh,31455,529972,529972,759650,34.88
3.29,MILAUDAS NA,BILASPUR DURG RAIPUR,2,8,IND,Madhya Pradesh,17411,529972,529972,759650,34.88
3.16,SHEOLAL MEHTA NA,BILASPUR DURG RAIPUR,2,9,SP,Madhya Pradesh,16767,529972,529972,759650,34.88
69.66,SHEODAS DAGA NA,MAHASAMUND,1,1,INC,Madhya Pradesh,110886,159178,159178,392827,40.52
30.34,ADWAITGIR NA,MAHASAMUND,1,2,KMPP,Madhya Pradesh,48292,159178,159178,392827,40.52
63.57,W. S. KIROLIKAR NA,DURG,1,1,INC,Madhya Pradesh,121648,191348,191348,398341,48.04
15.38,GANGAPRASAD NA,DURG,1,2,CPI,Madhya Pradesh,29422,191348,191348,398341,48.04
10.81,UDAIPRASAD NA,DURG,1,3,KMPP,Madhya Pradesh,20694,191348,191348,398341,48.04
10.23,SURAJANSINGH NA,DURG,1,4,SP,Madhya Pradesh,19584,191348,191348,398341,48.04
47.77,BHAGWATI CHARAN SHUKLA NA,DURG BASTAR,1,1,INC,Madhya Pradesh,102666,214924,214924,394803,54.44
22.34,HANUMANPRASAD BRAHMACHARI NA,DURG BASTAR,1,2,RRP,Madhya Pradesh,48017,214924,214924,394803,54.44
20.70,RADHE SHYAM NA,DURG BASTAR,1,3,KMPP,Madhya Pradesh,44498,214924,214924,394803,54.44
9.19,SARJU PRASAD NA,DURG BASTAR,1,4,SP,Madhya Pradesh,19743,214924,214924,394803,54.44
83.05,MUCHAKI KOSA NA,BASTAR (ST),1,1,IND,Madhya Pradesh,177588,213845,213845,384277,55.65
16.95,SURTI KISTAYA NA,BASTAR (ST),1,2,INC,Madhya Pradesh,36257,213845,213845,384277,55.65
65.56,C. D. GOUTAM NA,BALAGHAT,1,1,INC,Madhya Pradesh,117725,179578,179578,370922,48.41
25.13,SHEORAM BISEN NA,BALAGHAT,1,2,SP,Madhya Pradesh,45125,179578,179578,370922,48.41
9.32,RAMLAL BHAWANI NA,BALAGHAT,1,3,RRP,Madhya Pradesh,16728,179578,179578,370922,48.41
35.88,GOVIND DAS MAHESHWARI NA,MANDLA JABALPUR SOUTH,2,1,INC,Madhya Pradesh,212914,593342,593342,686330,43.23
30.53,MANGROO NA,MANDLA JABALPUR SOUTH,2,2,INC,Madhya Pradesh,181123,593342,593342,686330,43.23
13.19,KHUMAN SINGH NA,MANDLA JABALPUR SOUTH,2,3,SP,Madhya Pradesh,78248,593342,593342,686330,43.23
8.78,SAWAIMAL OSWAL NA,MANDLA JABALPUR SOUTH,2,4,SP,Madhya Pradesh,52073,593342,593342,686330,43.23
7.61,UMESH DUTT PATHAK NA,MANDLA JABALPUR SOUTH,2,5,IND,Madhya Pradesh,45155,593342,593342,686330,43.23
4.02,SHAMBHOO PRASAD NA,MANDLA JABALPUR SOUTH,2,6,RRP,Madhya Pradesh,23829,593342,593342,686330,43.23
44.61,SUSHIL KUMAR NA,JABALPUR NORTH,1,1,INC,Madhya Pradesh,78923,176914,176914,399430,44.29
26.94,RAMDASS NA,JABALPUR NORTH,1,2,IND,Madhya Pradesh,47661,176914,176914,399430,44.29
15.51,VIMAL CHAND BANERJEE NA,JABALPUR NORTH,1,3,BJS,Madhya Pradesh,27433,176914,176914,399430,44.29
12.94,GANESH PRASAD NA,JABALPUR NORTH,1,4,SP,Madhya Pradesh,22897,176914,176914,399430,44.29
