%,CANDIDATE,CONSTITUENCY,NUMBER OF SEATS,No.,PARTY,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
15.92,PASUPATHI NA,ERODE,2,3,SP,Madras,124622,782686,782686,743081,52.66
10.31,KESAVALU PILLAI NA,ERODE,2,7,SCF,Madras,80721,782686,782686,743081,52.66
8.67,RANGACHARI NA,ERODE,2,4,IND,Madras,67820,782686,782686,743081,52.66
6.05,SUNDARESAN NA,ERODE,2,6,IND,Madras,47333,782686,782686,743081,52.66
54.78,S. K. BABY ALIAS KANDASWAMI NA,TIRUCHENGODE,1,1,IND,Madras,95664,174637,174637,370121,47.18
45.22,DR. P. SUBBAROYAN NA,TIRUCHENGODE,1,2,INC,Madras,78973,174637,174637,370121,47.18
56.45,T. S. AVINASHILINGAM CHETTIAR NA,TIRUPPUR,1,1,INC,Madras,117630,208375,208375,367261,56.74
43.55,VENKATACHALAM NA,TIRUPPUR,1,2,IND,Madras,90745,208375,208375,367261,56.74
44.40,DAMODARAM NA,POLLACHI,1,1,INC,Madras,93405,210359,210359,368310,57.11
22.22,KRISNABAI NIMBKAR VASUDEV NA,POLLACHI,1,2,SP,Madras,46744,210359,210359,368310,57.11
21.10,RAMASWAMI NA,POLLACHI,1,3,CPI,Madras,44383,210359,210359,368310,57.11
9.84,PARANJOTHI GANPATHI SWAMI NA,POLLACHI,1,4,IND,Madras,20699,210359,210359,368310,57.11
2.44,RAMALINGA CHETTY NA,POLLACHI,1,5,IND,Madras,5128,210359,210359,368310,57.11
UNCONTESTED,T. A. RAMALINGA CHETTIAR NA,COIMBATORE,1,1,INC,Madras,RETURNED,0,0,346405,0.00
53.42,K. M. VALLATHARSU NA,PUDUKKOTTAI,1,1,KMPP,Madras,102404,191697,191697,374269,51.22
46.58,V. RAMAIAH SERVAI NA,PUDUKKOTTAI,1,2,INC,Madras,89293,191697,191697,374269,51.22
37.34,V. BOORARANGASWAMI PANDAYACHI NA,PERAMBALUR,1,1,TNT,Madras,84332,225858,225858,359221,62.87
28.98,R. KRISHNASWAMI REDDIAR NA,PERAMBALUR,1,2,INC,Madras,65443,225858,225858,359221,62.87
17.52,HAJEE ABDUL KADIR JAMALI NA,PERAMBALUR,1,3,IND,Madras,39565,225858,225858,359221,62.87
16.17,K. RAJACHIDAMBARA REDDIAR NA,PERAMBALUR,1,4,IND,Madras,36518,225858,225858,359221,62.87
43.82,E. MATHURAM NA,TIRUCHIRAPALLI,1,1,IND,Madras,94184,214952,214952,353822,60.75
35.83,N. HALASYAM NA,TIRUCHIRAPALLI,1,2,INC,Madras,77007,214952,214952,353822,60.75
10.22,T. S. KRISHNAMOORTHI NA,TIRUCHIRAPALLI,1,3,IND,Madras,21966,214952,214952,353822,60.75
6.88,M. NATARAJA NA,TIRUCHIRAPALLI,1,4,SP,Madras,14778,214952,214952,353822,60.75
3.26,A NAMMALWAR NA,TIRUCHIRAPALLI,1,5,IND,Madras,7017,214952,214952,353822,60.75
45.85,R. VENKATARAMAN NA,TANJORE,1,1,INC,Madras,92483,201724,201724,367963,54.82
43.36,R. SRINIVASA SARMA NA,TANJORE,1,2,IND,Madras,87476,201724,201724,367963,54.82
10.79,D. D. DASAN NA,TANJORE,1,3,IND,Madras,21765,201724,201724,367963,54.82
41.59,C. RAMASWAMY MUDALIAR NA,KUMBAKONAM,1,1,INC,Madras,95433,229457,229457,361514,63.47
27.07,RAMAIAH NA,KUMBAKONAM,1,2,IND,Madras,62124,229457,229457,361514,63.47
14.51,S. RM. RAMANATHAN CHETTIAR NA,KUMBAKONAM,1,3,IND,Madras,33286,229457,229457,361514,63.47
8.79,K. VISWANATHAN NA,KUMBAKONAM,1,4,IND,Madras,20166,229457,229457,361514,63.47
4.74,S. A. RAHIM NA,KUMBAKONAM,1,5,IND,Madras,10872,229457,229457,361514,63.47
3.30,N. R. NARAYANASWAMY NA,KUMBAKONAM,1,6,IND,Madras,7576,229457,229457,361514,63.47
22.49,K. ANANDA NAMBIAR NA,MAYURAM,2,1,CPI,Madras,198743,883765,883765,730234,60.51
21.40,K. SANTHANAM NA,MAYURAM,2,2,INC,Madras,189089,883765,883765,730234,60.51
19.99,V. VEERASWAMI NA,MAYURAM,2,4,IND,Madras,176639,883765,883765,730234,60.51
19.05,R. SUBRAMANYAM NA,MAYURAM,2,5,INC,Madras,168343,883765,883765,730234,60.51
9.44,VEERAPPAN VOIKARAN NA,MAYURAM,2,6,CPI,Madras,83440,883765,883765,730234,60.51
5.16,M. JAGADESAN NA,MAYURAM,2,3,IND,Madras,45561,883765,883765,730234,60.51
2.48,VEERAN ILAM SINGAM NA,MAYURAM,2,7,SCF,Madras,21950,883765,883765,730234,60.51
25.26,GOVINDASWAMY KACHIRAYAR NA,CUDDALORE,2,1,TNT,Madras,186894,739971,739971,745514,49.63
22.30,KANAKASABAI NA,CUDDALORE,2,2,INC,Madras,164985,739971,739971,745514,49.63
21.15,L. ELAYAPERUMAL NA,CUDDALORE,2,5,INC,Madras,156488,739971,739971,745514,49.63
19.54,N. RAJANGAN NA,CUDDALORE,2,6,TNT,Madras,144625,739971,739971,745514,49.63
6.27,D. NARAYANA AYYAR NA,CUDDALORE,2,3,IND,Madras,46384,739971,739971,745514,49.63
5.49,SMAPATH AYYANGAR NA,CUDDALORE,2,4,IND,Madras,40595,739971,739971,745514,49.63
27.95,A. JAYARAMAN NA,TINDIVANAM,2,7,TNT,Madras,220670,789592,789592,721419,54.72
27.20,V. MUNISWAMI NA,TINDIVANAM,2,1,TNT,Madras,214772,789592,789592,721419,54.72
19.29,V. I. MUNISWAMI PILLAI NA,TINDIVANAM,2,8,INC,Madras,152306,789592,789592,721419,54.72
15.52,RAMANATH GOENKA NA,TINDIVANAM,2,2,INC,Madras,122561,789592,789592,721419,54.72
4.45,C. DANDAPANI CHETTIAR NA,TINDIVANAM,2,3,IND,Madras,35100,789592,789592,721419,54.72
2.44,V. R. RADHAKRISHNAN NA,TINDIVANAM,2,4,SP,Madras,19256,789592,789592,721419,54.72
1.84,NATESA PADAYACHI NA,TINDIVANAM,2,5,IND,Madras,14517,789592,789592,721419,54.72
1.32,A. C. SAMPATH AYYANGAR NA,TINDIVANAM,2,6,IND,Madras,10410,789592,789592,721419,54.72
44.32,THANU PILLAI NA,TIRUNELVALI,1,1,INC,Madras,86077,194203,194203,352281,55.13
37.01,ATHIMOOLAM NA,TIRUNELVALI,1,2,IND,Madras,71871,194203,194203,352281,55.13
18.67,RAMASWAMI NA,TIRUNELVALI,1,3,SP,Madras,36255,194203,194203,352281,55.13
62.31,A. V. THOMAS NA,SRIVAIKUNTAM,1,1,INC,Madras,107338,172254,172254,353299,48.76
37.69,M. M. SUBRAMANIAN NA,SRIVAIKUNTAM,1,2,SP,Madras,64916,172254,172254,353299,48.76
39.11,M. SANKARAPANDIAN NA,SANKARANAINARKOIL,1,1,INC,Madras,96577,246936,246936,373989,66.03
37.44,AHMAD IBRAHIM NA,SANKARANAINARKOIL,1,2,IND,Madras,92459,246936,246936,373989,66.03
12.96,RAMASUBRAMANIAM NA,SANKARANAINARKOIL,1,3,IND,Madras,32011,246936,246936,373989,66.03
10.48,DURAIRAIAPANDIAN NA,SANKARANAINARKOIL,1,4,IND,Madras,25889,246936,246936,373989,66.03
45.09,U. MUTHURAMALINGA THEVAR NA,ARUPPUKOTTAI,1,1,FBL(MG),Madras,90512,200738,200738,372858,53.84
35.23,M. GULAM MOHIDEEN NA,ARUPPUKOTTAI,1,2,INC,Madras,70724,200738,200738,372858,53.84
9.75,R. RAMANATHAN CHETTIAR NA,ARUPPUKOTTAI,1,3,IND,Madras,19575,200738,200738,372858,53.84
7.82,A. NELLIPPA PILLAI NA,ARUPPUKOTTAI,1,4,IND,Madras,15703,200738,200738,372858,53.84
2.10,T. SASIVARNA THEVAR NA,ARUPPUKOTTAI,1,5,IND,Madras,4224,200738,200738,372858,53.84
56.36,V. VR. N. AR. NAGAPPA CHETTIAR NA,RAMANATHAPURAM,1,1,INC,Madras,109110,193589,193589,359891,53.79
22.79,T. SUNDARAM NA,RAMANATHAPURAM,1,2,KMPP,Madras,44118,193589,193589,359891,53.79
14.71,SATHIAH NA,RAMANATHAPURAM,1,3,IND,Madras,28478,193589,193589,359891,53.79
6.14,MUTHURAMALINGA THEVAR NA,RAMANATHAPURAM,1,4,FBL(MG),Madras,11883,193589,193589,359891,53.79
46.77,K. KAMARAJ NADAR NA,SRIVILLIPUTTUR,1,1,INC,Madras,104829,224114,224114,339344,66.04
34.73,G. D. NAIDU NA,SRIVILLIPUTTUR,1,2,IND,Madras,77835,224114,224114,339344,66.04
18.50,C. ARUMUGASANI NADAR NA,SRIVILLIPUTTUR,1,3,IND,Madras,41450,224114,224114,339344,66.04
26.68,S. BALASUBRAMANIAM NA,MADURAI,2,1,INC,Madras,195762,733762,733762,757254,48.45
25.89,P. M. KAKKAN NA,MADURAI,2,7,INC,Madras,189945,733762,733762,757254,48.45
13.09,THANGAMANI NADAR NA,MADURAI,2,2,CPI,Madras,96036,733762,733762,757254,48.45
9.27,S. A. RAHIM NA,MADURAI,2,3,SP,Madras,68019,733762,733762,757254,48.45
7.98,SARGENT NA,MADURAI,2,8,FBL(MG),Madras,58552,733762,733762,757254,48.45
6.99,KARIAMUTHU THIAGARAJAN NA,MADURAI,2,4,KMPP,Madras,51300,733762,733762,757254,48.45
6.04,G. ARULAPPAN NA,MADURAI,2,9,SCF,Madras,44341,733762,733762,757254,48.45
2.30,ARJUNAN NA,MADURAI,2,5,TNT,Madras,16874,733762,733762,757254,48.45
1.76,V. S. VENKATARAMA IYER NA,MADURAI,2,6,IND,Madras,12933,733762,733762,757254,48.45
44.43,A/ SAKTHIVADIVEL GOUNDER NA,PERIYAKULAM,1,1,INC,Madras,107875,242777,242777,370312,65.56
30.89,C. RAGHUPATHI THEVAR NA,PERIYAKULAM,1,2,FBL(MG),Madras,74991,242777,242777,370312,65.56
12.55,S. N. K. SUNDARAM NA,PERIYAKULAM,1,3,KMPP,Madras,30461,242777,242777,370312,65.56
12.13,VELAYUDA NAIR NA,PERIYAKULAM,1,4,SP,Madras,29450,242777,242777,370312,65.56
36.89,AMMU SWAMINATHAN NA,DINDIGUL,1,1,INC,Madras,77285,209488,209488,347422,60.30
31.01,KRISHNASWAMI NA,DINDIGUL,1,2,CPI,Madras,64953,209488,209488,347422,60.30
23.30,RENGASWAMI REDDIAR NA,DINDIGUL,1,3,IND,Madras,48808,209488,209488,347422,60.30
8.80,M. NATARAJAN NA,DINDIGUL,1,4,KMPP,Madras,18442,209488,209488,347422,60.30
44.45,U. SRINIVASA MALLYYA NA,SOUTH KANARA (NORTH),1,1,INC,Madras,98122,220761,220761,344159,64.15
39.08,K. B JINARAJA HEGDE NA,SOUTH KANARA (NORTH),1,2,KMPP,Madras,86268,220761,220761,344159,64.15
16.48,B. J. BHANDARI NA,SOUTH KANARA (NORTH),1,3,SP,Madras,36371,220761,220761,344159,64.15
46.88,B. SHIVA RAO NA,SOUTH KANARA SOUTH,1,1,INC,Madras,96619,206101,206101,340360,60.55
42.59,K. R. KARANTH NA,SOUTH KANARA SOUTH,1,2,KMPP,Madras,87778,206101,206101,340360,60.55
10.53,R. S. SHARMA NA,SOUTH KANARA SOUTH,1,3,IND,Madras,21704,206101,206101,340360,60.55
65.87,A. K. GOPALAN NA,CANNANORE,1,1,CPI,Madras,166299,252481,252481,364218,69.32
31.40,C. K. K. GOVINDAN NAYAR NA,CANNANORE,1,2,INC,Madras,79270,252481,252481,364218,69.32
2.74,K. S. SUBRAMANIA IYER NA,CANNANORE,1,3,IND,Madras,6912,252481,252481,364218,69.32
42.61,N. DAMODARAN NA,TELLICHERRY,1,1,KMPP,Madras,98483,231138,231138,323528,71.44
26.90,P. KUNHIRAMAN NA,TELLICHERRY,1,2,INC,Madras,62182,231138,231138,323528,71.44
18.30,P. M. V. KUNHIRAMAN NAMBIAR NA,TELLICHERRY,1,3,SP,Madras,42291,231138,231138,323528,71.44
12.19,A. C. KUNHIRAMAN NAMBIAR NA,TELLICHERRY,1,4,IND,Madras,28182,231138,231138,323528,71.44
44.26,ACHUTHAN DAMODARAN MENON NA,KOZHIKODE,1,1,KMPP,Madras,104466,236008,236008,355807,66.33
32.63,"UMMAR KOYA, PARAPPIL NA",KOZHIKODE,1,2,INC,Madras,77012,236008,236008,355807,66.33
23.11,"RAMAKRISHNA NAICK, R. N. RUHUR NA",KOZHIKODE,1,3,IND,Madras,54530,236008,236008,355807,66.33
38.98,B. POCKER NA,MALAPPURAM,1,1,ML,Madras,79470,203899,203899,369412,55.20
30.65,T. V CHATHUKUTTY NAIR NA,MALAPPURAM,1,2,INC,Madras,62494,203899,203899,369412,55.20
30.38,KUMHALI KARIKEDAN NA,MALAPPURAM,1,3,CPI,Madras,61935,203899,203899,369412,55.20
18.90,KELAPPAN KOYHAPALI NA,PONNANI,2,1,KMPP,Madras,146366,774286,774286,739656,52.34
17.64,KARUNAKARA MENON NA,PONNANI,2,2,INC,Madras,136603,774286,774286,739656,52.34
15.53,EACHERAN IYYANI NA,PONNANI,2,5,INC,Madras,120214,774286,774286,739656,52.34
12.01,MASSAN GANI NA,PONNANI,2,3,IND,Madras,93028,774286,774286,739656,52.34
11.78,TRIVIKRAMAN NAROTH NA,PONNANI,2,6,KMPP,Madras,91211,774286,774286,739656,52.34
9.86,LUNJUNNI MENON NA,PONNANI,2,4,SP,Madras,76318,774286,774286,739656,52.34
7.90,SALIANNA NA,PONNANI,2,7,SCF,Madras,61186,774286,774286,739656,52.34
6.37,PONNU SWAMI NA,PONNANI,2,8,SP,Madras,49360,774286,774286,739656,52.34
46.96,PONNADA SUBARAO NA,NOWRANGPUR,1,1,GP,Orissa,67257,143222,143222,402950,35.54
45.72,JAGDISH CHANDRA NAYAK NA,NOWRANGPUR,1,2,INC,Orissa,65479,143222,143222,402950,35.54
7.32,PULLIPAKA SURYA PRAKASH RAO NA,NOWRANGPUR,1,3,SP,Orissa,10486,143222,143222,402950,35.54
UNCONTESTED,T. SANGANA NA,RAYAGADA PHULBANI (ST),1,1,INC,Orissa,RETURNED,0,0,393599,0.00
35.82,GIRIDHARI BHOI NA,KALAHANDI BOLANGIR,2,1,GP,Orissa,198378,553858,553858,790404,35.04
33.96,RAJENDRA NARAYAN SINGH DEO NA,KALAHANDI BOLANGIR,2,4,GP,Orissa,188116,553858,553858,790404,35.04
16.01,JOGESWARA KUMRA NA,KALAHANDI BOLANGIR,2,2,INC,Orissa,88689,553858,553858,790404,35.04
14.20,UDHISTIR MISRA NA,KALAHANDI BOLANGIR,2,3,INC,Orissa,78675,553858,553858,790404,35.04
27.98,GHANSHYAM DAS THIRANI NA,BARGARH,1,4,IND,Orissa,27461,98141,98141,368978,26.60
23.11,GANANATH GAUTIA NA,BARGARH,1,3,IND,Orissa,22677,98141,98141,368978,26.60
22.58,BRAJAMOHAN PRADHAN NA,BARGARH,1,5,GP,Orissa,22159,98141,98141,368978,26.60
13.39,SEBRAM AGARWALA NA,BARGARH,1,2,IND,Orissa,13137,98141,98141,368978,26.60
12.95,PARSURAM AGARWALA NA,BARGARH,1,1,IND,Orissa,12707,98141,98141,368978,26.60
54.97,NATABAR PANDEY NA,SAMBALPUR,1,3,GP,Orissa,70622,128485,128485,390596,32.89
29.02,GAURI SANKAR MISRA NA,SAMBALPUR,1,1,INC,Orissa,37284,128485,128485,390596,32.89
16.02,DURGA PRASAD NANDA NA,SAMBALPUR,1,2,IND,Orissa,20579,128485,128485,390596,32.89
41.21,SIBNARAYAN SINGH NA,SUNDARGARH (ST),1,4,INC,Orissa,74062,179734,179734,389204,46.18
38.24,NATABAR NAYAK NA,SUNDARGARH (ST),1,2,GP,Orissa,68724,179734,179734,389204,46.18
13.93,NISTAR ORAM NA,SUNDARGARH (ST),1,1,IND,Orissa,25043,179734,179734,389204,46.18
6.62,J. E. RICHARD NA,SUNDARGARH (ST),1,3,IND,Orissa,11905,179734,179734,389204,46.18
26.97,NIRANJAN JENA NA,DHENKANAL WEST CUTTACK,2,1,INC,Orissa,133666,495558,495558,754809,32.83
19.35,SARANGADHAR DAS NA,DHENKANAL WEST CUTTACK,2,2,SP,Orissa,95907,495558,495558,754809,32.83
19.30,MADANMOHAN PRADHAN NA,DHENKANAL WEST CUTTACK,2,3,INC,Orissa,95660,495558,495558,754809,32.83
14.50,JHULI BHOI NA,DHENKANAL WEST CUTTACK,2,4,SP,Orissa,71874,495558,495558,754809,32.83
11.00,BHOLESWAR NAYAK NA,DHENKANAL WEST CUTTACK,2,5,GP,Orissa,54494,495558,495558,754809,32.83
8.87,BHABAGRAHI PRADHAN NA,DHENKANAL WEST CUTTACK,2,6,GP,Orissa,43957,495558,495558,754809,32.83
22.77,BHUBANANDA DAS NA,JAJPUR KEONJHAR,2,1,INC,Orissa,104114,457314,457314,729056,31.36
18.27,LAKHMIDHAR JENA NA,JAJPUR KEONJHAR,2,2,GP,Orissa,83529,457314,457314,729056,31.36
18.05,ADITYAPRATAP SINGH DEO NA,JAJPUR KEONJHAR,2,3,GP,Orissa,82548,457314,457314,729056,31.36
18.02,MAYADHAR SINHA NA,JAJPUR KEONJHAR,2,4,INC,Orissa,82421,457314,457314,729056,31.36
12.12,PITAMBAR JENA NA,JAJPUR KEONJHAR,2,5,SP,Orissa,55441,457314,457314,729056,31.36
10.77,HARIHAR MAHANTO NA,JAJPUR KEONJHAR,2,6,SP,Orissa,49261,457314,457314,729056,31.36
45.11,RAMCHANDRA MAJHI NA,MAYURBHANJ (ST),1,1,INC,Orissa,48830,108238,108238,376957,28.71
34.80,HANSADA PURNACHANDRA NA,MAYURBHANJ (ST),1,2,SP,Orissa,37670,108238,108238,376957,28.71
20.08,NAYAK MAHESWAR NA,MAYURBHANJ (ST),1,3,IND,Orissa,21738,108238,108238,376957,28.71
33.74,KANHU CHARAN JENA NA,BALASORE,2,1,INC,Orissa,205151,607958,607958,751245,40.46
24.97,BHAGABAT SAHU NA,BALASORE,2,2,INC,Orissa,151813,607958,607958,751245,40.46
15.46,SIDHESWAR JENA NA,BALASORE,2,3,SP,Orissa,94005,607958,607958,751245,40.46
12.67,NITYANANDA MAHAPATRA NA,BALASORE,2,4,SP,Orissa,77024,607958,607958,751245,40.46
7.27,MADAN BEHERA NA,BALASORE,2,5,GP,Orissa,44209,607958,607958,751245,40.46
5.88,BASUDEV NAYAK NA,BALASORE,2,6,GP,Orissa,35756,607958,607958,751245,40.46
48.64,NITYANANDA KANUNGO NA,KENDRAPARA,1,3,INC,Orissa,84540,173806,173806,400630,43.38
26.75,DHRUBA CH. SAHU NA,KENDRAPARA,1,2,SP,Orissa,46488,173806,173806,400630,43.38
24.61,JYOTISH CH. LENKA NA,KENDRAPARA,1,1,KMPP,Orissa,42778,173806,173806,400630,43.38
54.46,HAREKRISHNA MAHTAB NA,CUTTACK,1,3,INC,Orissa,89387,164145,164145,399482,41.09
24.11,BAIDYANATH RATH NA,CUTTACK,1,1,CPI,Orissa,39576,164145,164145,399482,41.09
15.42,LAKHMINARAYAN SAHU NA,CUTTACK,1,2,SP,Orissa,25306,164145,164145,399482,41.09
6.02,KHITISH CH. RAY NA,CUTTACK,1,4,KMPP,Orissa,9876,164145,164145,399482,41.09
55.23,LOKANATH MISRA NA,PURI,1,1,INC,Orissa,85945,155622,155622,387950,40.11
44.77,MAN MOHAN MISRA NA,PURI,1,2,CPI,Orissa,69677,155622,155622,387950,40.11
48.19,LINGRAJ MISRA NA,KHURDA,1,1,INC,Orissa,66765,138531,138531,395605,35.02
29.63,MOHAN DAS NA,KHURDA,1,2,CPI,Orissa,41048,138531,138531,395605,35.02
22.17,MURARI TRIPATHY NA,KHURDA,1,3,IND,Orissa,30718,138531,138531,395605,35.02
56.40,UMACHARAN PATNAIK NA,GHUMSUR,1,1,IND,Orissa,81880,145186,145186,386460,37.57
43.60,BISWANATH DAS NA,GHUMSUR,1,2,INC,Orissa,63306,145186,145186,386460,37.57
55.61,BIJOY CHANDRA DAS NA,GANJAM SOUTH,1,1,CPI,Orissa,61002,109695,109695,390236,28.11
26.00,DATARAM VARAHA NARSINGH RAO NA,GANJAM SOUTH,1,2,IND,Orissa,28524,109695,109695,390236,28.11
18.39,SADANANDA PADHI NA,GANJAM SOUTH,1,3,IND,Orissa,20169,109695,109695,390236,28.11
49.12,TEK CHAND NA,AMBALA SIMLA,1,7,INC,Punjab,98249,200028,200028,365025,54.80
26.93,SOHAN LAL NA,AMBALA SIMLA,1,3,BJS,Punjab,53866,200028,200028,365025,54.80
9.67,KRISHAN NA,AMBALA SIMLA,1,4,SP,Punjab,19340,200028,200028,365025,54.80
6.73,DALIP SINGH NA,AMBALA SIMLA,1,2,IND,Punjab,13466,200028,200028,365025,54.80
3.63,GURBAKSH SINGH NA,AMBALA SIMLA,1,6,IND,Punjab,7259,200028,200028,365025,54.80
2.49,BACHAN SINGH NA,AMBALA SIMLA,1,1,IND,Punjab,4983,200028,200028,365025,54.80
1.43,R. L. KOHLI NA,AMBALA SIMLA,1,5,IND,Punjab,2865,200028,200028,365025,54.80
24.15,SUBHADRA JOSHI NA,KARNAL,2,13,INC,Punjab,203588,842918,842918,765032,55.09
18.01,VIRENDRA KUMAR NA,KARNAL,2,14,INC,Punjab,151802,842918,842918,765032,55.09
10.61,MADHAV ACHARYA NA,KARNAL,2,10,RRP,Punjab,89475,842918,842918,765032,55.09
7.93,JUGAL KISHORE NA,KARNAL,2,2,BJS,Punjab,66877,842918,842918,765032,55.09
5.68,RAM DHAN NA,KARNAL,2,5,ZP,Punjab,47907,842918,842918,765032,55.09
5.32,CHAMAN LAL NA,KARNAL,2,4,IND,Punjab,44855,842918,842918,765032,55.09
5.02,RISALA NA,KARNAL,2,7,IND,Punjab,42310,842918,842918,765032,55.09
4.96,JAIRAM SARUP NA,KARNAL,2,3,IND,Punjab,41795,842918,842918,765032,55.09
3.90,ARJAN SINGH NA,KARNAL,2,1,IND,Punjab,32878,842918,842918,765032,55.09
3.57,SHANTI PRASHAD NA,KARNAL,2,8,IND,Punjab,30092,842918,842918,765032,55.09
3.53,MUNI LAL MEHRA NA,KARNAL,2,11,IND,Punjab,29788,842918,842918,765032,55.09
3.43,YODH RAJ NA,KARNAL,2,12,BJS,Punjab,28932,842918,842918,765032,55.09
2.47,RAM SARUP NA,KARNAL,2,6,IND,Punjab,20830,842918,842918,765032,55.09
1.40,KRISHNA AZAD NA,KARNAL,2,9,DCL,Punjab,11789,842918,842918,765032,55.09
42.71,RANBIR SINGH NA,ROHTAK,1,4,INC,Punjab,108148,253188,253188,363546,69.64
32.30,HARI RAM NA,ROHTAK,1,3,ZP,Punjab,81776,253188,253188,363546,69.64
17.07,SURESH CHANDRA NA,ROHTAK,1,1,IND,Punjab,43229,253188,253188,363546,69.64
7.91,FATEH SINGH NA,ROHTAK,1,2,IND,Punjab,20035,253188,253188,363546,69.64
41.60,GHAMANDI LAL NA,JHAJJAR REWARI,1,5,INC,Punjab,102435,246224,246224,382413,64.39
40.01,PARTAP SINGH NA,JHAJJAR REWARI,1,1,ZP,Punjab,98503,246224,246224,382413,64.39
11.61,SHAMSHER SINGH NA,JHAJJAR REWARI,1,2,SP,Punjab,28596,246224,246224,382413,64.39
4.49,NIHAL CHAND NA,JHAJJAR REWARI,1,4,IND,Punjab,11048,246224,246224,382413,64.39
2.29,LAL SINGH NA,JHAJJAR REWARI,1,3,IND,Punjab,5642,246224,246224,382413,64.39
44.96,THAKAR DAS NA,GURGAON,1,6,INC,Punjab,113269,251946,251946,381963,65.96
14.53,JIWAN KHAN NA,GURGAON,1,1,IND,Punjab,36615,251946,251946,381963,65.96
12.91,KISHAN CHAND NA,GURGAON,1,3,ZP,Punjab,32518,251946,251946,381963,65.96
12.06,MANPHUL SINGH NA,GURGAON,1,4,IND,Punjab,30391,251946,251946,381963,65.96
10.43,KHUBI RAM NA,GURGAON,1,2,IND,Punjab,26285,251946,251946,381963,65.96
5.11,HARI HAR LAL NA,GURGAON,1,5,IND,Punjab,12868,251946,251946,381963,65.96
35.18,ACHINT RAM NA,HISSAR,1,8,INC,Punjab,66266,188389,188389,370693,50.82
19.27,HARDEV SAHAI NA,HISSAR,1,7,IND,Punjab,36295,188389,188389,370693,50.82
16.24,MAN SINGH NA,HISSAR,1,5,ZP,Punjab,30596,188389,188389,370693,50.82
7.49,UDEBIR SINGH NA,HISSAR,1,2,CPI,Punjab,14116,188389,188389,370693,50.82
6.87,CHITRA DEVI NA,HISSAR,1,3,RRP,Punjab,12948,188389,188389,370693,50.82
6.61,SHAM LAL NA,HISSAR,1,4,BJS,Punjab,12453,188389,188389,370693,50.82
4.25,HARDWARI LAL NA,HISSAR,1,6,IND,Punjab,8002,188389,188389,370693,50.82
4.09,AMOKAL SINGH NA,HISSAR,1,1,IND,Punjab,7713,188389,188389,370693,50.82
35.17,ATMA SINGH NA,FAZILKA SIRSA,1,6,INC,Punjab,75412,214413,214413,360933,59.41
25.77,GUR RAJ SINGH NA,FAZILKA SIRSA,1,4,SAD,Punjab,55245,214413,214413,360933,59.41
22.20,BALWANT SINGH NA,FAZILKA SIRSA,1,1,IND,Punjab,47592,214413,214413,360933,59.41
6.21,HARI CHAND NA,FAZILKA SIRSA,1,5,IND,Punjab,13313,214413,214413,360933,59.41
5.91,CHUNI LAL NA,FAZILKA SIRSA,1,3,BJS,Punjab,12672,214413,214413,360933,59.41
4.75,PRITHI SINGH NA,FAZILKA SIRSA,1,2,IND,Punjab,10179,214413,214413,360933,59.41
19.45,LAL SINGH NA,FEROZEPORE LUDHIANA,2,6,SAD,Punjab,157908,811732,811732,764171,53.11
19.37,MANGAL SINGH NA,FEROZEPORE LUDHIANA,2,3,INC,Punjab,157233,811732,811732,764171,53.11
17.91,BAHADUR SINGH NA,FEROZEPORE LUDHIANA,2,5,SAD,Punjab,145365,811732,811732,764171,53.11
15.60,NIHAL KAUR NA,FEROZEPORE LUDHIANA,2,4,INC,Punjab,126637,811732,811732,764171,53.11
14.30,DALIP SINGH NA,FEROZEPORE LUDHIANA,2,1,SCF,Punjab,116057,811732,811732,764171,53.11
13.37,SANT SINGH NA,FEROZEPORE LUDHIANA,2,2,IND,Punjab,108532,811732,811732,764171,53.11
46.37,BALDEV SINGH NA,NAWAN SHAHR,1,5,INC,Punjab,116109,250375,250375,398321,62.86
29.34,HAR KISHAN SINGH NA,NAWAN SHAHR,1,4,CPI,Punjab,73448,250375,250375,398321,62.86
13.49,WATAN SINGH NA,NAWAN SHAHR,1,3,BJS,Punjab,33766,250375,250375,398321,62.86
6.30,DEVKI NANDAN NA,NAWAN SHAHR,1,1,SP,Punjab,15772,250375,250375,398321,62.86
4.51,KAPUR SINGH NA,NAWAN SHAHR,1,2,IND,Punjab,11280,250375,250375,398321,62.86
50.18,AMAR NATH NA,JULLUNDUR,1,6,INC,Punjab,100103,199468,199468,359274,55.52
32.91,AJIT SINGH NA,JULLUNDUR,1,1,SAD,Punjab,65645,199468,199468,359274,55.52
9.65,BIKRAM LAL NA,JULLUNDUR,1,2,IND,Punjab,19242,199468,199468,359274,55.52
3.64,LAL CHAND NA,JULLUNDUR,1,5,BJS,Punjab,7263,199468,199468,359274,55.52
2.27,SUKHDEV SINGH NA,JULLUNDUR,1,3,IND,Punjab,4519,199468,199468,359274,55.52
1.35,SOHAN LAL NA,JULLUNDUR,1,4,IND,Punjab,2696,199468,199468,359274,55.52
24.84,DIWAN CHAND NA,HOSHIARPUR,2,9,INC,Punjab,198585,799356,799356,775828,51.52
20.45,RAM DAS NA,HOSHIARPUR,2,10,INC,Punjab,163440,799356,799356,775828,51.52
