%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
0.71,MALCHE PRABHU HIRAJI,DHULE (ST),6,IND,M,MAHARASHTRA,2087,302437,293643,657330,46.01
0.18,THAKARE LUNGA SAVALU,DHULE (ST),7,IND,M,MAHARASHTRA,531,302437,293643,657330,46.01
0.16,SONAWANE DAGE NATHU,DHULE (ST),8,IND,M,MAHARASHTRA,483,302437,293643,657330,46.01
60.63,SURUPSING HIRYA NAIK,NANDURBAR (ST),1,INC(I),M,MAHARASHTRA,196335,338166,323825,632340,53.48
32.59,KUVARSING FULJI VALVI,NANDURBAR (ST),2,JNP,M,MAHARASHTRA,105550,338166,323825,632340,53.48
5.02,BHURIBAI MANSING,NANDURBAR (ST),3,IND,F,MAHARASHTRA,16246,338166,323825,632340,53.48
1.76,GAVIT RUPSING NARSHI,NANDURBAR (ST),4,IND,M,MAHARASHTRA,5694,338166,323825,632340,53.48
57.11,VIJAY KUMAR NAVAL PATIL,ERANDOL,1,INC(I),M,MAHARASHTRA,222476,402534,389529,715273,56.28
24.1,PATIL SONUSING DHANSING,ERANDOL,2,JNP,M,MAHARASHTRA,93884,402534,389529,715273,56.28
11.72,PATIL NIMBAJIRAV BALIRAM,ERANDOL,3,INC(U),M,MAHARASHTRA,45652,402534,389529,715273,56.28
4.22,JOGINDAR BEDI JAGATSINGH,ERANDOL,4,JNP(S),F,MAHARASHTRA,16446,402534,389529,715273,56.28
1.07,ZALATE DHANJI RAGHO,ERANDOL,5,RPI,M,MAHARASHTRA,4182,402534,389529,715273,56.28
0.85,PATIL RAMRAO BALIRAM,ERANDOL,6,IND,M,MAHARASHTRA,3303,402534,389529,715273,56.28
0.45,BHOSALE SADASHIVRAO WAMAN,ERANDOL,7,IND,M,MAHARASHTRA,1770,402534,389529,715273,56.28
0.26,ACHARYA RAGHUNATH NANA-SAHEB,ERANDOL,8,IND,M,MAHARASHTRA,1018,402534,389529,715273,56.28
0.2,SHIRSATH BHAGWAN SUBHAN,ERANDOL,9,IND,M,MAHARASHTRA,798,402534,389529,715273,56.28
48.02,YADAV SHIVRAM MAHAJAN,JALGAON,1,INC(I),M,MAHARASHTRA,196550,422372,409314,698261,60.49
24.48,BOROLE YASHWANT MANASARAM,JALGAON,2,JNP,M,MAHARASHTRA,100192,422372,409314,698261,60.49
20.51,CHAUDHARI MADHUKARRAO DHANAJI,JALGAON,3,INC(U),M,MAHARASHTRA,83959,422372,409314,698261,60.49
4.5,TADVI HAMID VAJIR,JALGAON,4,JNP(S),M,MAHARASHTRA,18437,422372,409314,698261,60.49
0.78,G. S. LOKHANDE,JALGAON,5,IND,M,MAHARASHTRA,3187,422372,409314,698261,60.49
0.6,BHALERAO SOMA SONJI,JALGAON,6,IND,M,MAHARASHTRA,2466,422372,409314,698261,60.49
0.22,DODHU WONA BADGUJAR,JALGAON,7,IND,M,MAHARASHTRA,906,422372,409314,698261,60.49
0.21,TAYADE NARENDRA SUPADU,JALGAON,8,IND,M,MAHARASHTRA,853,422372,409314,698261,60.49
0.18,NIKAM DEVCHANDRA RAMCHANDRA,JALGAON,9,IND,M,MAHARASHTRA,756,422372,409314,698261,60.49
0.18,SHER ALI HAJE ASHRAF ALI,JALGAON,10,IND,M,MAHARASHTRA,744,422372,409314,698261,60.49
0.16,DESHMUKH GANGADHAR NATHU,JALGAON,11,IND,M,MAHARASHTRA,664,422372,409314,698261,60.49
0.15,KALE HEMANT SHANKAR,JALGAON,12,IND,M,MAHARASHTRA,600,422372,409314,698261,60.49
52.48,WASNIK BALKRISHNA RAMCHANDRA,BULDHANA (SC),1,INC(I),M,MAHARASHTRA,175800,349375,335001,672909,51.92
18.72,DATTA GANGARAM HIWALE,BULDHANA (SC),2,INC(U),M,MAHARASHTRA,62704,349375,335001,672909,51.92
18.37,DAULAR GUNAJI GAWAI,BULDHANA (SC),3,IND,M,MAHARASHTRA,61527,349375,335001,672909,51.92
1.98,WAGHMARE D. K.,BULDHANA (SC),4,RPI,M,MAHARASHTRA,6629,349375,335001,672909,51.92
1.63,MAHASKEY S. D.,BULDHANA (SC),5,RPK,M,MAHARASHTRA,5447,349375,335001,672909,51.92
1.48,GOTARJAR VISHWANATH JAGDEW,BULDHANA (SC),6,IND,M,MAHARASHTRA,4959,349375,335001,672909,51.92
1.45,PRABHAKAR UMAJI AWARE,BULDHANA (SC),7,IND,M,MAHARASHTRA,4873,349375,335001,672909,51.92
1.24,KALE SUKDEO NANDA,BULDHANA (SC),8,JNP(S),M,MAHARASHTRA,4161,349375,335001,672909,51.92
1.13,GOPALRAO SAKHARAM JADHAO,BULDHANA (SC),9,IND,M,MAHARASHTRA,3802,349375,335001,672909,51.92
1.04,VIJAYKUMAR KASTURE,BULDHANA (SC),10,IND,M,MAHARASHTRA,3479,349375,335001,672909,51.92
0.22,PRAHLAD ASHRU MANG,BULDHANA (SC),11,IND,M,MAHARASHTRA,749,349375,335001,672909,51.92
0.14,KAMLE NARAYAN ZAMAJI,BULDHANA (SC),12,IND,M,MAHARASHTRA,476,349375,335001,672909,51.92
0.12,FAKIRCHAND BHAVAJI SONAWANE,BULDHANA (SC),13,IND,M,MAHARASHTRA,395,349375,335001,672909,51.92
58.59,VAIRALE MADHUSUDAN ATMARAM,AKOLA,1,INC(I),M,MAHARASHTRA,199050,350746,339724,668698,52.45
27.97,MO. A. RAZAK NOOR MAHAMMED,AKOLA,2,INC(U),M,MAHARASHTRA,95025,350746,339724,668698,52.45
5.33,GADGIL CHANDRASHEKHAR SHAMBHURAO,AKOLA,3,IND,M,MAHARASHTRA,18101,350746,339724,668698,52.45
4.45,PALASPAGAR WASUDEO HIRAMAN,AKOLA,4,RPI,M,MAHARASHTRA,15134,350746,339724,668698,52.45
1.26,THOKAL MAHADEO NATTUJI,AKOLA,5,IND,M,MAHARASHTRA,4264,350746,339724,668698,52.45
0.71,KASHIRAM RAJARAM PUNDKAR,AKOLA,6,IND,M,MAHARASHTRA,2424,350746,339724,668698,52.45
0.63,AZIZ FAROKI AZIMUDDIN FAROKI,AKOLA,7,IND,M,MAHARASHTRA,2150,350746,339724,668698,52.45
0.29,VAIDYA SHAMRAO UTTAMRAO,AKOLA,8,IND,M,MAHARASHTRA,995,350746,339724,668698,52.45
0.29,RAWAT DAMODARDAS RAMNIWAS,AKOLA,10,IND,M,MAHARASHTRA,994,350746,339724,668698,52.45
0.29,KHANDARA SHANKARRAO SAMBHUJI,AKOLA,9,RPK,M,MAHARASHTRA,994,350746,339724,668698,52.45
0.17,SAPKAL RAMRAO WAMANRAO,AKOLA,11,IND,M,MAHARASHTRA,593,350746,339724,668698,52.45
64.42,GULAM NABI AZAD,WASHIM,1,INC(I),M,MAHARASHTRA,245091,392774,380444,620782,63.27
24.61,ADE PRATAPSING RAMSING,WASHIM,2,JNP,M,MAHARASHTRA,93613,392774,380444,620782,63.27
2.68,SIRSAT SAHEBRAO KISARAO,WASHIM,3,RPI,M,MAHARASHTRA,10210,392774,380444,620782,63.27
2.03,RAMCHANDRA VISHWESHWAR JOSHI,WASHIM,4,IND,M,MAHARASHTRA,7729,392774,380444,620782,63.27
1.84,JOSHI RATNAKAR PRABHAKAR,WASHIM,5,IND,M,MAHARASHTRA,6995,392774,380444,620782,63.27
1.74,DESHMUKH DATTARAO MAROTRAO,WASHIM,6,IND,M,MAHARASHTRA,6614,392774,380444,620782,63.27
0.95,POLKAT PURUSHOTTAM WASUDEO,WASHIM,7,IND,M,MAHARASHTRA,3611,392774,380444,620782,63.27
0.84,REDDI P. RAMCHANDRA NARAYAN,WASHIM,8,IND,M,MAHARASHTRA,3204,392774,380444,620782,63.27
0.52,KADAM NAGORAO TUKARAM,WASHIM,9,IND,M,MAHARASHTRA,1981,392774,380444,620782,63.27
0.37,PAIKRAO TULSHIRAM YOGAJI,WASHIM,10,IND,M,MAHARASHTRA,1396,392774,380444,620782,63.27
71.68,USHA PRAKASH CHOUDHARI,AMRAVATI,1,INC(I),F,MAHARASHTRA,255916,367031,357026,648873,56.56
24.17,KAMAL RAMKRISHNA GAWAI,AMRAVATI,2,RPI,F,MAHARASHTRA,86286,367031,357026,648873,56.56
2.04,MUNEERKHAN USMANKHAN,AMRAVATI,3,JNP(S),M,MAHARASHTRA,7292,367031,357026,648873,56.56
0.57,KHADSE PANDURANG SHAMRAOJI,AMRAVATI,4,IND,M,MAHARASHTRA,2033,367031,357026,648873,56.56
0.45,CHOUDHARI JANRAO SHAMRAO,AMRAVATI,5,IND,M,MAHARASHTRA,1608,367031,357026,648873,56.56
0.44,INDURKAR PRAKASHCHANDRA NARSAYYA,AMRAVATI,6,IND,M,MAHARASHTRA,1568,367031,357026,648873,56.56
0.26,MUNOT KHUSHAL ANRAJ,AMRAVATI,7,IND,M,MAHARASHTRA,934,367031,357026,648873,56.56
0.14,YETE PURUSHOTTAM VISHNU,AMRAVATI,8,IND,M,MAHARASHTRA,516,367031,357026,648873,56.56
0.13,SIKCHI RAMRATAN KISHANGOPAL,AMRAVATI,9,IND,M,MAHARASHTRA,477,367031,357026,648873,56.56
0.11,BAGDLI NANDLAL MAYARAM,AMRAVATI,10,BSP,M,MAHARASHTRA,396,367031,357026,648873,56.56
71.51,BARVE JATIRAM CHAITRAM,RAMTEK,1,INC(I),M,MAHARASHTRA,273957,395366,383084,650601,60.77
15.45,DESHMUKH RAJENDRABABU HANUMANTRAO,RAMTEK,2,JNP,M,MAHARASHTRA,59194,395366,383084,650601,60.77
3.9,RAUT PURUSHOTTAM BHAURAO,RAMTEK,3,JNP(S),M,MAHARASHTRA,14922,395366,383084,650601,60.77
2.75,RAUT CHANDRAKANT MAROTRAO,RAMTEK,4,INC(U),M,MAHARASHTRA,10536,395366,383084,650601,60.77
2.06,TIDKE PRABHAKARRAO RAGHOBAJI,RAMTEK,5,IND,M,MAHARASHTRA,7895,395366,383084,650601,60.77
1.74,MESHRAM DEORAO NAGOJI,RAMTEK,6,IND,M,MAHARASHTRA,6662,395366,383084,650601,60.77
1.67,DANI RAMKRISHNA TRIMBAKRAO,RAMTEK,7,IND,M,MAHARASHTRA,6401,395366,383084,650601,60.77
0.6,KOTHIRAM GANA GAJBHIYA,RAMTEK,8,IND,M,MAHARASHTRA,2280,395366,383084,650601,60.77
0.32,KARADE KASHINATH BISAN,RAMTEK,9,BSP,M,MAHARASHTRA,1237,395366,383084,650601,60.77
53.85,DHOTE JAMBUWANT BAPURAO,NAGPUR,1,INC(I),M,MAHARASHTRA,246397,465082,457542,751312,61.9
26.22,KHOBRAGADE SHYAM DEWAJI,NAGPUR,2,RPK,M,MAHARASHTRA,119954,465082,457542,751312,61.9
15.45,BARDHAN A. B.,NAGPUR,3,CPI,M,MAHARASHTRA,70689,465082,457542,751312,61.9
0.93,DUBE KAMLAPRASAD PARMANAND,NAGPUR,4,FBL,M,MAHARASHTRA,4253,465082,457542,751312,61.9
0.68,PANDIT DINANATH SHARMA,NAGPUR,5,RPI,M,MAHARASHTRA,3124,465082,457542,751312,61.9
0.41,TABHANE HARIDAS SHAMRAO,NAGPUR,6,IND,M,MAHARASHTRA,1871,465082,457542,751312,61.9
0.4,U. S. PATHAK,NAGPUR,7,JNP(S),M,MAHARASHTRA,1820,465082,457542,751312,61.9
0.24,MASRAM INDRAJSING CHANDANSING,NAGPUR,8,IND,M,MAHARASHTRA,1091,465082,457542,751312,61.9
0.22,SAHU HARICHANDSUKRU,NAGPUR,9,IND,M,MAHARASHTRA,1007,465082,457542,751312,61.9
0.22,KAMAL DHABE,NAGPUR,10,IND,F,MAHARASHTRA,1000,465082,457542,751312,61.9
0.17,PRAKASH DHADIWAL,NAGPUR,11,IND,M,MAHARASHTRA,764,465082,457542,751312,61.9
0.16,KANETKAR MADHAVA JANARDAN,NAGPUR,12,IND,M,MAHARASHTRA,731,465082,457542,751312,61.9
0.15,JAMBHULKAR KISAN HANUJI,NAGPUR,13,IND,M,MAHARASHTRA,702,465082,457542,751312,61.9
0.15,ADIWAN RATANSING LALSING,NAGPUR,14,BSP,M,MAHARASHTRA,681,465082,457542,751312,61.9
0.13,TALRANDHE GANGADHAR RAMKRISHNA,NAGPUR,15,IND,M,MAHARASHTRA,590,465082,457542,751312,61.9
0.12,AGRAWAL SHANKARLAL KAILSHCHANDRA,NAGPUR,16,IND,M,MAHARASHTRA,541,465082,457542,751312,61.9
0.11,LANJEWAR BHIMSHANKAR TUKARAM,NAGPUR,17,IND,M,MAHARASHTRA,519,465082,457542,751312,61.9
0.09,JOTISHACHARYA VITHAL SHANKER HARODE,NAGPUR,18,IND,M,MAHARASHTRA,421,465082,457542,751312,61.9
0.09,KHAN KUMARAN AHMAD,NAGPUR,19,IND,M,MAHARASHTRA,393,465082,457542,751312,61.9
0.07,SHIVSHANKAR KHAMELA,NAGPUR,20,IND,M,MAHARASHTRA,340,465082,457542,751312,61.9
0.06,PUNDLIK NATHUJI GULRANDHE,NAGPUR,21,IND,M,MAHARASHTRA,274,465082,457542,751312,61.9
0.05,PATIL BALIRAM TUKARAM,NAGPUR,22,IND,M,MAHARASHTRA,208,465082,457542,751312,61.9
0.04,HARESH KEWALCHAND VORA,NAGPUR,23,IND,M,MAHARASHTRA,172,465082,457542,751312,61.9
53.07,PARDHIR KESHAORAO ATMARAMJI,BHANDARA,1,INC(I),M,MAHARASHTRA,240069,465342,452351,671565,69.29
30.98,MANKAR LAXMANRAO BISANJI,BHANDARA,2,JNP,M,MAHARASHTRA,140141,465342,452351,671565,69.29
11.62,KUMBHARE NARAYANRAO HARIBHAU,BHANDARA,3,RPI,M,MAHARASHTRA,52585,465342,452351,671565,69.29
1.37,SAYARE NAMDEORAO TANBAJI,BHANDARA,4,IND,M,MAHARASHTRA,6178,465342,452351,671565,69.29
1.24,BASENA MANGARAO BRIJLAL,BHANDARA,5,IND,M,MAHARASHTRA,5592,465342,452351,671565,69.29
1.03,JAMBHULKAR KISAN HANUJI,BHANDARA,6,BSP,M,MAHARASHTRA,4673,465342,452351,671565,69.29
0.43,SALAM HARICHAND BHIORAM,BHANDARA,7,IND,M,MAHARASHTRA,1957,465342,452351,671565,69.29
0.26,HARISHCHANDRA DIWAN MESHRAM,BHANDARA,8,IND,M,MAHARASHTRA,1156,465342,452351,671565,69.29
57.53,MUTTEMWAR VILAS BABURA,CHIMUR,1,INC(I),M,MAHARASHTRA,275534,495032,478952,711541,69.57
28.54,KAPGATE SHAMRAO PAGAJI,CHIMUR,2,JNP,M,MAHARASHTRA,136682,495032,478952,711541,69.57
7.29,DUPARE YADAORAO KESHARAO,CHIMUR,3,INC(U),M,MAHARASHTRA,34935,495032,478952,711541,69.57
2.34,GHODICHOR MANOHARARAO RAGHOJI,CHIMUR,4,IND,M,MAHARASHTRA,11213,495032,478952,711541,69.57
1.3,THENGARI NATHU NARAYAN,CHIMUR,5,IND,M,MAHARASHTRA,6203,495032,478952,711541,69.57
1.23,KALE DAMODHAR LAXMANRAO,CHIMUR,6,IND,M,MAHARASHTRA,5900,495032,478952,711541,69.57
0.71,JAMBHULKAR CHANDRAKALA W/O KISAN,CHIMUR,7,IND,F,MAHARASHTRA,3397,495032,478952,711541,69.57
0.59,DUBE SHITALADIN BAIJNATH,CHIMUR,8,IND,M,MAHARASHTRA,2815,495032,478952,711541,69.57
0.47,BALDUA RAMNIWAS LAXMINARAYAN,CHIMUR,9,IND,M,MAHARASHTRA,2273,495032,478952,711541,69.57
53.87,SHANTARAM POTDUKHE,CHANDRAPUR,1,INC(I),M,MAHARASHTRA,206400,396987,383130,681948,58.21
34.85,RAJE VISHWESHWARRAO,CHANDRAPUR,2,JNP,M,MAHARASHTRA,133510,396987,383130,681948,58.21
6.21,PRATIMA NURUDDIN,CHANDRAPUR,3,JNP(S),F,MAHARASHTRA,23804,396987,383130,681948,58.21
5.07,RAM CHANDRA DANGE,CHANDRAPUR,4,RPI,M,MAHARASHTRA,19416,396987,383130,681948,58.21
68.64,VASANTRAO SATHE,WARDHA,1,INC(I),M,MAHARASHTRA,296974,444619,432636,685760,64.84
27.61,GHANGARE RAMCHANDRA MAROTRAO,WARDHA,2,CPM,M,MAHARASHTRA,119465,444619,432636,685760,64.84
2.41,PATIL DEVIDAS BALKRUSHAN,WARDHA,3,RPI,M,MAHARASHTRA,10413,444619,432636,685760,64.84
0.74,SARATE SHRAVAN SOMA,WARDHA,4,IND,M,MAHARASHTRA,3203,444619,432636,685760,64.84
0.6,GOMKALE MAHADEORAO PANDURANGJI,WARDHA,5,IND,M,MAHARASHTRA,2581,444619,432636,685760,64.84
71.42,PATIL UTTAMRAO DEORAO,YAVATMAL,1,INC(I),M,MAHARASHTRA,281387,403817,393972,650317,62.1
20.61,GHUIKHADKHAR BALASAHEB,YAVATMAL,2,INC(U),M,MAHARASHTRA,81207,403817,393972,650317,62.1
3.56,GADPAYALE RAMDAS SOMAJI,YAVATMAL,3,RPK,M,MAHARASHTRA,14028,403817,393972,650317,62.1
1.1,GONDHALE RANJITSINGH CHUNNILALJI,YAVATMAL,4,IND,M,MAHARASHTRA,4314,403817,393972,650317,62.1
0.98,GOVINDRAO PUNJAJI BUCHAKE,YAVATMAL,5,IND,M,MAHARASHTRA,3843,403817,393972,650317,62.1
0.9,CHANGANI BADRINARAYAN GOPILAL,YAVATMAL,6,JNP(S),M,MAHARASHTRA,3549,403817,393972,650317,62.1
0.57,BHAGATSINGH ALIAS NIWRUTTI NARAYANRAO POLHE,YAVATMAL,7,IND,M,MAHARASHTRA,2256,403817,393972,650317,62.1
0.54,AHIR JAYANARAYANJI BHAIRVPRASAD,YAVATMAL,8,IND,M,MAHARASHTRA,2110,403817,393972,650317,62.1
0.32,NETAJI RAJU SITARAM KINAKE,YAVATMAL,9,IND,M,MAHARASHTRA,1278,403817,393972,650317,62.1
56.68,UTTAMRAO BALIRAMJI RATHOD,HINGOLI,1,INC(I),M,MAHARASHTRA,204165,373518,360195,677384,55.14
24.14,BAPU KALDATE,HINGOLI,2,JNP,M,MAHARASHTRA,86941,373518,360195,677384,55.14
8.96,MASKE VITHALRAO CHAMPATRAO NAIK,HINGOLI,3,CPM,M,MAHARASHTRA,32262,373518,360195,677384,55.14
6.31,NERLINKAR MADHAVRAO DEORAO,HINGOLI,4,RPI,M,MAHARASHTRA,22727,373518,360195,677384,55.14
1.37,PRADHAN SATWA MUKUNDRAO,HINGOLI,5,IND,M,MAHARASHTRA,4946,373518,360195,677384,55.14
1.09,DINESH VITHALRAO SARKATE,HINGOLI,6,IND,M,MAHARASHTRA,3935,373518,360195,677384,55.14
1.01,DEVAJE PRALHADRAO ASHRUJI,HINGOLI,7,IND,M,MAHARASHTRA,3646,373518,360195,677384,55.14
0.44,MOHAMAD BIN SAYEED,HINGOLI,8,IND,M,MAHARASHTRA,1573,373518,360195,677384,55.14
51.81,CHAVAN SHANKARRAO BHAURAO,NANDED,1,INC(I),M,MAHARASHTRA,195010,387340,376428,754050,51.37
41.83,DHONDGE KESHAVRAO SHANKARRAO,NANDED,2,PWP,M,MAHARASHTRA,157468,387340,376428,754050,51.37
2.76,RAMCHANDRA HANMANTRAO KAMBLE,NANDED,3,RPI,M,MAHARASHTRA,10375,387340,376428,754050,51.37
2.12,PRADHAN SATWA MUKUNDRAO,NANDED,4,IND,M,MAHARASHTRA,7963,387340,376428,754050,51.37
1.49,MAMDE ANAND KISHANRAO,NANDED,5,IND,M,MAHARASHTRA,5612,387340,376428,754050,51.37
54.62,YADAV RAMRAO NARAYANRAO,PARBHANI,1,INC(I),M,MAHARASHTRA,173105,327980,316910,647714,50.64
23.4,DESHMUKH SHESHRAO APPARAO,PARBHANI,2,PWP,M,MAHARASHTRA,74155,327980,316910,647714,50.64
9.41,DANGE RAMDAS KHUSHALRAO,PARBHANI,3,IND,M,MAHARASHTRA,29809,327980,316910,647714,50.64
4.99,KALE PIRAJI GOVINDRAO,PARBHANI,4,IND,M,MAHARASHTRA,15800,327980,316910,647714,50.64
3.31,GANDHARE BHIMRAO NAGU,PARBHANI,5,IND,M,MAHARASHTRA,10474,327980,316910,647714,50.64
1.98,MORE DAULATRAO NIMBAJI,PARBHANI,6,RPI,M,MAHARASHTRA,6290,327980,316910,647714,50.64
0.88,MAHARAJ LAXMAN,PARBHANI,7,IND,M,MAHARASHTRA,2783,327980,316910,647714,50.64
0.68,PATHAN KABIR KHAN GOUS MOHAMAD KHAN,PARBHANI,8,IND,M,MAHARASHTRA,2165,327980,316910,647714,50.64
0.39,UBALE KISHAN THAMAJI,PARBHANI,9,IND,M,MAHARASHTRA,1250,327980,316910,647714,50.64
0.34,SURYAWANSHI BABURAO SAMBHARAO,PARBHANI,10,IND,M,MAHARASHTRA,1079,327980,316910,647714,50.64
53.33,BALASAHEB PAWAR,JALNA,1,INC(I),M,MAHARASHTRA,173519,340041,325338,696767,48.8
20.41,PUNDALIK HARI,JALNA,2,JNP,M,MAHARASHTRA,66393,340041,325338,696767,48.8
17.57,ANKUSHRAO TOPE,JALNA,3,INC(U),M,MAHARASHTRA,57149,340041,325338,696767,48.8
4.33,PATWARI SHASHIKANT RADHAKISHAN,JALNA,4,JNP(S),M,MAHARASHTRA,14093,340041,325338,696767,48.8
3.12,AMAULLAKHAN JAFARKHAN,JALNA,5,RPI,M,MAHARASHTRA,10147,340041,325338,696767,48.8
0.64,SHARMA GHANSHAMDEO SWAIRAM,JALNA,6,IND,M,MAHARASHTRA,2072,340041,325338,696767,48.8
0.6,MANSINGH DHONDIRAM RAJPUR,JALNA,7,IND,M,MAHARASHTRA,1965,340041,325338,696767,48.8
50.91,KAZI SALEM,AURANGABAD,1,INC(I),M,MAHARASHTRA,169723,346335,333385,756127,45.8
25.79,DONGAONKAR SAHEBRAO PATIL,AURANGABAD,2,INC(U),M,MAHARASHTRA,85975,346335,333385,756127,45.8
15.98,T. S. PATIL,AURANGABAD,3,JNP,M,MAHARASHTRA,53281,346335,333385,756127,45.8
3.47,S. T. PRADHAN,AURANGABAD,4,RPI,M,MAHARASHTRA,11557,346335,333385,756127,45.8
1.54,KISAN SHRIPAT,AURANGABAD,5,IND,M,MAHARASHTRA,5141,346335,333385,756127,45.8
0.56,DILAWARKHAN ABBASKHAN,AURANGABAD,6,IND,M,MAHARASHTRA,1860,346335,333385,756127,45.8
0.45,KACHRU BAJIRAO,AURANGABAD,7,IND,M,MAHARASHTRA,1486,346335,333385,756127,45.8
0.41,PANDITRAO NARSUJI SHINDE,AURANGABAD,8,IND,M,MAHARASHTRA,1365,346335,333385,756127,45.8
0.38,SK. KASIM KISMATWALA S. SAJAN,AURANGABAD,9,IND,M,MAHARASHTRA,1252,346335,333385,756127,45.8
0.34,RAPSAHEB HARIBHAU NARVADE,AURANGABAD,10,IND,M,MAHARASHTRA,1126,346335,333385,756127,45.8
0.19,RAOSAHEB N. D. PAGARE,AURANGABAD,11,IND,M,MAHARASHTRA,619,346335,333385,756127,45.8
55.26,KASHIRSAGAR KESARBAI SONAJIRAO ALIAS KAKU,BEED,1,INC(I),F,MAHARASHTRA,203870,382959,368929,808308,47.38
36.96,RAGHUNATHRAO VYANKATRAO MUNDE,BEED,2,INC(U),M,MAHARASHTRA,136367,382959,368929,808308,47.38
2.76,SK. AHMAD SK. ABDULLA (NAZ),BEED,3,IND,M,MAHARASHTRA,10178,382959,368929,808308,47.38
2.16,SOLE RAMDAS RANGNATH,BEED,4,IND,M,MAHARASHTRA,7955,382959,368929,808308,47.38
1.99,BABASAHEB RAOSAHEB BHOSALE,BEED,5,JNP(S),M,MAHARASHTRA,7327,382959,368929,808308,47.38
0.88,PAWAR RAMBHAU ABA,BEED,6,IND,M,MAHARASHTRA,3232,382959,368929,808308,47.38
59.71,SHIVRAJ VISHWANATH PATIL,LATUR,1,INC(I),M,MAHARASHTRA,253948,436280,425320,680543,64.11
15.07,SONAVANE MANIKRAO SITARAM,LATUR,2,IND,M,MAHARASHTRA,64081,436280,425320,680543,64.11
12.58,SYED YOUSUF QUADRI,LATUR,3,JNP,M,MAHARASHTRA,53507,436280,425320,680543,64.11
8.59,PATIL UDDHAVRAO SAHEBRAO,LATUR,4,PWP,M,MAHARASHTRA,36526,436280,425320,680543,64.11
2.54,HARNE LAXMAN GOVINDA,LATUR,5,IND,M,MAHARASHTRA,10810,436280,425320,680543,64.11
0.86,BALURE NAMDEV NARAYAN,LATUR,6,IND,M,MAHARASHTRA,3664,436280,425320,680543,64.11
0.65,PATIL KESHEVRAO GOVINDRAO,LATUR,7,IND,M,MAHARASHTRA,2784,436280,425320,680543,64.11
52.7,SAWANT TRIMBAK MAROTRAO,OSMANABAD (SC),1,INC(I),M,MAHARASHTRA,172493,338425,327317,631772,53.57
24.29,SHRANGARE TUKARAM SADASHIV,OSMANABAD (SC),2,INC(U),M,MAHARASHTRA,79510,338425,327317,631772,53.57
14.85,BHARASKAR BABURAO MAHADEO,OSMANABAD (SC),3,JNP,M,MAHARASHTRA,48605,338425,327317,631772,53.57
6.34,PURANIK ANIVARYA BHADRAYYA,OSMANABAD (SC),4,IND,M,MAHARASHTRA,20760,338425,327317,631772,53.57
1.82,BANSODE SADASHIV LIBAJI,OSMANABAD (SC),5,IND,M,MAHARASHTRA,5949,338425,327317,631772,53.57
53.6,KUCHAN GANGADHAR SIDRAMAPPA,SOLAPUR,1,INC(I),M,MAHARASHTRA,204027,390707,380675,601206,64.99
26.12,PANNALAL SURANA,SOLAPUR,2,JNP,M,MAHARASHTRA,99421,390707,380675,601206,64.99
17.1,ZADBUKE PRABHAVATI SHANKARRAO,SOLAPUR,3,INC(U),F,MAHARASHTRA,65077,390707,380675,601206,64.99
0.95,FADTARE DEORAO VITHAL,SOLAPUR,4,RPI,M,MAHARASHTRA,3619,390707,380675,601206,64.99
0.76,R. D. MULLA,SOLAPUR,5,IND,M,MAHARASHTRA,2905,390707,380675,601206,64.99
0.69,PAWAR RAMBHAU ABA,SOLAPUR,6,IND,M,MAHARASHTRA,2618,390707,380675,601206,64.99
0.46,BALACHARYA VARKHEDKAR,SOLAPUR,7,IND,M,MAHARASHTRA,1768,390707,380675,601206,64.99
0.33,VHANMANE SHIVAJI KALLAPPA,SOLAPUR,8,IND,M,MAHARASHTRA,1240,390707,380675,601206,64.99
57.65,THORAT SANDIPAN BHAGWAN,PANDHARPUR (SC),1,INC(I),M,MAHARASHTRA,210925,378461,365882,706672,53.56
31.51,DHOBALE LAXMAN KONDIBA,PANDHARPUR (SC),2,INC(U),M,MAHARASHTRA,115272,378461,365882,706672,53.56
8.7,BANSODE SUBHANJI FAKARUJI,PANDHARPUR (SC),3,RPK,M,MAHARASHTRA,31819,378461,365882,706672,53.56
0.87,KHADATARE PARAPPA RAMCHANDRA,PANDHARPUR (SC),4,IND,M,MAHARASHTRA,3176,378461,365882,706672,53.56
0.74,JADHAV KERU RAMCHANDRA,PANDHARPUR (SC),5,RPI,M,MAHARASHTRA,2722,378461,365882,706672,53.56
0.37,LAVANGARE NITIN JAGANNATH,PANDHARPUR (SC),6,IND,M,MAHARASHTRA,1356,378461,365882,706672,53.56
0.17,SALVE SUBHANA CHILU,PANDHARPUR (SC),7,IND,M,MAHARASHTRA,612,378461,365882,706672,53.56
63.5,ATHARE CHANDRABHAN BALAJI,AHMEDNAGAR,1,INC(I),M,MAHARASHTRA,260459,425400,410162,707563,60.12
19.56,NIMBALKAR EKNATH BUWASAHEB,AHMEDNAGAR,2,INC(U),M,MAHARASHTRA,80245,425400,410162,707563,60.12
14.63,ZARKAR RAJARAM MURLIDHAR,AHMEDNAGAR,3,JNP,M,MAHARASHTRA,60016,425400,410162,707563,60.12
1.56,AVHAD BHAGCHAND BHAU,AHMEDNAGAR,4,IND,M,MAHARASHTRA,6394,425400,410162,707563,60.12
