%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
19.69,VAMANRAO MAHADIK,BOMBAY SOUTH CENTRAL,3,BJP,M,MAHARASHTRA,75805,391308,384933,648214,60.37
10.38,SERAJ MIRJA,BOMBAY SOUTH CENTRAL,4,IND,M,MAHARASHTRA,39971,391308,384933,648214,60.37
3.06,B. C. KAMBLE,BOMBAY SOUTH CENTRAL,5,IND,M,MAHARASHTRA,11761,391308,384933,648214,60.37
2.22,MOMIN VAKAR AHMED,BOMBAY SOUTH CENTRAL,6,IND,M,MAHARASHTRA,8532,391308,384933,648214,60.37
0.43,GAJANAND SHINDE,BOMBAY SOUTH CENTRAL,7,IND,M,MAHARASHTRA,1640,391308,384933,648214,60.37
0.23,Y. V. N. RAO,BOMBAY SOUTH CENTRAL,8,IND,M,MAHARASHTRA,892,391308,384933,648214,60.37
0.19,SAKALDEEP KANOJIA,BOMBAY SOUTH CENTRAL,9,IND,M,MAHARASHTRA,742,391308,384933,648214,60.37
0.13,MANDHARE KISAN ANANDA,BOMBAY SOUTH CENTRAL,10,IND,M,MAHARASHTRA,519,391308,384933,648214,60.37
48.44,DIGHE SHARAD SHANKAR,BOMBAY NORTH CENTRAL,1,INC,M,MAHARASHTRA,211443,444362,436526,790090,56.24
18.18,MANOHAR JOSHI,BOMBAY NORTH CENTRAL,2,BJP,M,MAHARASHTRA,79345,444362,436526,790090,56.24
17.04,PRAMILA DANDAVATE,BOMBAY NORTH CENTRAL,3,JNP,F,MAHARASHTRA,74401,444362,436526,790090,56.24
13.45,DADA SAMANT,BOMBAY NORTH CENTRAL,4,IND,M,MAHARASHTRA,58693,444362,436526,790090,56.24
1.14,BIPIN MAMU SANGHAR,BOMBAY NORTH CENTRAL,5,LKD,M,MAHARASHTRA,4972,444362,436526,790090,56.24
0.56,ASHOK KHANDIZOD,BOMBAY NORTH CENTRAL,6,IND,M,MAHARASHTRA,2443,444362,436526,790090,56.24
0.42,GAIKWAD ATMARAM KRISSHAN,BOMBAY NORTH CENTRAL,7,IND,M,MAHARASHTRA,1830,444362,436526,790090,56.24
0.24,SUKHDEVSINGH JITSINGH UDHAN,BOMBAY NORTH CENTRAL,8,IND,M,MAHARASHTRA,1044,444362,436526,790090,56.24
0.22,KAMALA RAMASWAMY,BOMBAY NORTH CENTRAL,9,IND,F,MAHARASHTRA,966,444362,436526,790090,56.24
0.18,MADHAV DESHPANDE,BOMBAY NORTH CENTRAL,10,IND,M,MAHARASHTRA,803,444362,436526,790090,56.24
0.13,NAVALAKHA BANSIKUMAR MANIKCHAND,BOMBAY NORTH CENTRAL,11,IND,M,MAHARASHTRA,586,444362,436526,790090,56.24
42.62,GURUDAS KAMAT,BOMBAY NORTH EAST,1,INC,M,MAHARASHTRA,273847,654026,642516,1082419,60.42
27.64,PRAMOD MAHAJAN,BOMBAY NORTH EAST,2,BJP,M,MAHARASHTRA,177573,654026,642516,1082419,60.42
8.98,T. S. BARODE,BOMBAY NORTH EAST,3,IND,M,MAHARASHTRA,57730,654026,642516,1082419,60.42
7.74,PRAKASH YASHWANT AMBEDKAR,BOMBAY NORTH EAST,4,IND,M,MAHARASHTRA,49758,654026,642516,1082419,60.42
6.87,FAROOKI ABDUL BARI NAIMULLAH,BOMBAY NORTH EAST,5,IND,M,MAHARASHTRA,44150,654026,642516,1082419,60.42
2.17,SUBRAMANIAM SWAMY,BOMBAY NORTH EAST,6,LKD,M,MAHARASHTRA,13924,654026,642516,1082419,60.42
1.26,WHAWAL SHIWAJI JAYARAM,BOMBAY NORTH EAST,7,IND,M,MAHARASHTRA,8102,654026,642516,1082419,60.42
1.14,KAMBLE ARUN KRISHNAJI,BOMBAY NORTH EAST,8,IND,M,MAHARASHTRA,7344,654026,642516,1082419,60.42
0.46,NAWAB SAYYED MOHAMMED,BOMBAY NORTH EAST,9,IND,M,MAHARASHTRA,2950,654026,642516,1082419,60.42
0.41,MALIK NAWAB,BOMBAY NORTH EAST,10,IND,M,MAHARASHTRA,2620,654026,642516,1082419,60.42
0.15,DARJI ASHOK KUMAR MOHANLAL,BOMBAY NORTH EAST,11,IND,M,MAHARASHTRA,952,654026,642516,1082419,60.42
0.13,SHAILESH D. POPAT,BOMBAY NORTH EAST,12,IND,M,MAHARASHTRA,851,654026,642516,1082419,60.42
0.13,S. BALAKRISHNAN,BOMBAY NORTH EAST,13,IND,M,MAHARASHTRA,847,654026,642516,1082419,60.42
0.11,VASANTRAO UNDE,BOMBAY NORTH EAST,14,IND,M,MAHARASHTRA,729,654026,642516,1082419,60.42
0.1,MADHAV GAIKWAD,BOMBAY NORTH EAST,15,IND,M,MAHARASHTRA,634,654026,642516,1082419,60.42
0.08,ABDUL WAFA,BOMBAY NORTH EAST,16,IND,M,MAHARASHTRA,505,654026,642516,1082419,60.42
60.67,SUNIL DUTT,BOMBAY NORTH WEST,1,INC,M,MAHARASHTRA,308989,517328,509312,878652,58.88
30.31,RAM JETHMALANI,BOMBAY NORTH WEST,2,BJP,M,MAHARASHTRA,154349,517328,509312,878652,58.88
7.13,UPADHYAY RAMANUJ SUDISHTA,BOMBAY NORTH WEST,3,IND,M,MAHARASHTRA,36291,517328,509312,878652,58.88
0.3,P. T. AHIRE,BOMBAY NORTH WEST,4,IND,M,MAHARASHTRA,1511,517328,509312,878652,58.88
0.21,CHAWDHARY USMANGANI,BOMBAY NORTH WEST,5,IND,M,MAHARASHTRA,1086,517328,509312,878652,58.88
0.2,ASHOK JAIN,BOMBAY NORTH WEST,6,IND,M,MAHARASHTRA,1035,517328,509312,878652,58.88
0.18,ABDUL NABI KARIM,BOMBAY NORTH WEST,7,IND,M,MAHARASHTRA,897,517328,509312,878652,58.88
0.13,JAY PRAKASH MISHRA,BOMBAY NORTH WEST,8,IND,M,MAHARASHTRA,685,517328,509312,878652,58.88
0.12,RACHHMAN RAJA,BOMBAY NORTH WEST,9,IND,M,MAHARASHTRA,628,517328,509312,878652,58.88
0.12,VIJAYAKUMAR TRIPATHI (TIWARI),BOMBAY NORTH WEST,10,IND,M,MAHARASHTRA,586,517328,509312,878652,58.88
0.11,CHINNAPPA SATHYANATHAN LAZRUS,BOMBAY NORTH WEST,11,IND,M,MAHARASHTRA,559,517328,509312,878652,58.88
0.11,MANSOOR MULLA,BOMBAY NORTH WEST,12,IND,M,MAHARASHTRA,543,517328,509312,878652,58.88
0.11,CHHABRIA R. K.,BOMBAY NORTH WEST,13,IND,M,MAHARASHTRA,537,517328,509312,878652,58.88
0.1,AROONA REEJHSINGHANI ALIAS AROONA SAHAI,BOMBAY NORTH WEST,14,IND,F,MAHARASHTRA,521,517328,509312,878652,58.88
0.08,ROOPNARAYAN SINGH,BOMBAY NORTH WEST,15,IND,M,MAHARASHTRA,392,517328,509312,878652,58.88
0.06,DINESH BHOGIE,BOMBAY NORTH WEST,16,IND,M,MAHARASHTRA,300,517328,509312,878652,58.88
0.05,PANDURANG DEOCHANDRA KAWALI,BOMBAY NORTH WEST,17,IND,M,MAHARASHTRA,271,517328,509312,878652,58.88
0.03,DNYANDO KRISHNA SAWANT,BOMBAY NORTH WEST,18,IND,M,MAHARASHTRA,132,517328,509312,878652,58.88
56.05,ANOOPCHAND KHIMCHAND SHAH,BOMBAY NORTH,1,INC,M,MAHARASHTRA,275522,502067,491595,992937,50.56
35.68,RAVINDER VERMA,BOMBAY NORTH,2,JNP,M,MAHARASHTRA,175398,502067,491595,992937,50.56
3.75,KILACHAND YADAV,BOMBAY NORTH,3,LKD,M,MAHARASHTRA,18446,502067,491595,992937,50.56
1.25,BAL JERE,BOMBAY NORTH,4,IND,M,MAHARASHTRA,6123,502067,491595,992937,50.56
0.54,KANTIBHAI SHANKARBHAI PATEL,BOMBAY NORTH,5,IND,M,MAHARASHTRA,2660,502067,491595,992937,50.56
0.54,S. K. SINGH,BOMBAY NORTH,6,IND,M,MAHARASHTRA,2651,502067,491595,992937,50.56
0.45,BHOMSINGH RATHORE,BOMBAY NORTH,7,IND,M,MAHARASHTRA,2198,502067,491595,992937,50.56
0.41,GAWAI D. P.,BOMBAY NORTH,8,IND,M,MAHARASHTRA,2018,502067,491595,992937,50.56
0.21,BHAGWANDAS HEMDEV,BOMBAY NORTH,9,IND,M,MAHARASHTRA,1012,502067,491595,992937,50.56
0.19,GHAMARE BHAUSAHEB MARUTI,BOMBAY NORTH,10,IND,M,MAHARASHTRA,944,502067,491595,992937,50.56
0.18,CHANDRASHEKHAR SITARAM JUNNARKAR,BOMBAY NORTH,11,IND,M,MAHARASHTRA,881,502067,491595,992937,50.56
0.15,GIRISH RAMPRASAD PATHAK,BOMBAY NORTH,12,IND,M,MAHARASHTRA,720,502067,491595,992937,50.56
0.14,JAGDISHCHANDRA KHANDELWAL,BOMBAY NORTH,13,IND,M,MAHARASHTRA,690,502067,491595,992937,50.56
0.14,RAJAN DIXIT,BOMBAY NORTH,14,IND,M,MAHARASHTRA,687,502067,491595,992937,50.56
0.12,NARENDRA RAMCHANDRA MHATRE,BOMBAY NORTH,15,IND,M,MAHARASHTRA,604,502067,491595,992937,50.56
0.12,SHEKHWAT MOBSINGH NARAYANSINGH,BOMBAY NORTH,16,IND,M,MAHARASHTRA,579,502067,491595,992937,50.56
0.09,SHEKHAWAT BHANWARSINGH,BOMBAY NORTH,17,IND,M,MAHARASHTRA,462,502067,491595,992937,50.56
58.73,GHOPAL SHANTARAM GOPAL,THANE,1,INC,M,MAHARASHTRA,328709,571998,559696,975995,58.61
38.11,PATIL JAGANNATH SHIVRAM,THANE,2,BJP,M,MAHARASHTRA,213319,571998,559696,975995,58.61
1.07,PATHARE DASHRATH WAMAN,THANE,3,IND,M,MAHARASHTRA,5999,571998,559696,975995,58.61
0.59,JAGANNATH RAMSAMUJ TIWARI,THANE,4,IND,M,MAHARASHTRA,3299,571998,559696,975995,58.61
0.38,HIRALAL GOPAL POTDAR,THANE,5,IND,M,MAHARASHTRA,2141,571998,559696,975995,58.61
0.27,DEEPAK HARIRAM GURNANI,THANE,6,IND,M,MAHARASHTRA,1484,571998,559696,975995,58.61
0.25,DHANAJI YADAV MAHALE,THANE,7,IND,M,MAHARASHTRA,1405,571998,559696,975995,58.61
0.17,MANIK BAJOMAL MIRCHANDANI,THANE,8,IND,M,MAHARASHTRA,934,571998,559696,975995,58.61
0.15,OCHANI PARMANAND SHEWAKRAM,THANE,9,IND,M,MAHARASHTRA,837,571998,559696,975995,58.61
0.11,RAMTEKE KASHINATH TULSIRAM,THANE,10,IND,M,MAHARASHTRA,604,571998,559696,975995,58.61
0.09,RAJENDRA BHAUSINH RAJPUT,THANE,11,IND,M,MAHARASHTRA,515,571998,559696,975995,58.61
0.08,WADHWA HARIRAM RAMCHAND PHERIWALA,THANE,12,IND,M,MAHARASHTRA,450,571998,559696,975995,58.61
47.5,SHINGADA DAMU BARKU,DAHANU (ST),1,INC,M,MAHARASHTRA,166655,366780,350827,774100,47.38
27.63,LAHANU SHIDAVA,DAHANU (ST),2,CPM,M,MAHARASHTRA,96935,366780,350827,774100,47.38
22.91,VANGA CHINTAMAN NAVASHYA,DAHANU (ST),3,BJP,M,MAHARASHTRA,80367,366780,350827,774100,47.38
1.96,DANDE L. D.,DAHANU (ST),4,IND,M,MAHARASHTRA,6870,366780,350827,774100,47.38
45.16,MANE MURLIDHAR PANDURANG,NASHIK,1,INC,M,MAHARASHTRA,197428,447279,437177,791519,56.51
36.57,PRALHAD NAMDEO PATILKARAD,NASHIK,2,ICS,M,MAHARASHTRA,159882,447279,437177,791519,56.51
8.6,HIRE RAMRAO DAULATRAO (POPATRAO HIRE),NASHIK,3,BJP,M,MAHARASHTRA,37615,447279,437177,791519,56.51
2.73,S. N. KAZI,NASHIK,4,IND,M,MAHARASHTRA,11946,447279,437177,791519,56.51
2.13,WAGH PRATAP DEORAM,NASHIK,5,IND,M,MAHARASHTRA,9306,447279,437177,791519,56.51
0.73,DIXIT RAMESH VISWANATH,NASHIK,6,IND,M,MAHARASHTRA,3198,447279,437177,791519,56.51
0.66,TRIBHUVAN PRIYAKRITI SUKHDEO,NASHIK,7,IND,M,MAHARASHTRA,2874,447279,437177,791519,56.51
0.54,AHIRE PUNDALIK TUKARAM,NASHIK,8,IND,M,MAHARASHTRA,2365,447279,437177,791519,56.51
0.52,DINKARRAO SHANKARRAO MORE,NASHIK,9,IND,M,MAHARASHTRA,2293,447279,437177,791519,56.51
0.47,SADASHIV (SHAILENDRA) DAMODAR GANGURDE,NASHIK,10,IND,M,MAHARASHTRA,2058,447279,437177,791519,56.51
0.35,ASHOK NAMDEO JAGZAP,NASHIK,11,IND,M,MAHARASHTRA,1520,447279,437177,791519,56.51
0.3,BHISE SHIWAJI SHIRANGRAO,NASHIK,12,IND,M,MAHARASHTRA,1315,447279,437177,791519,56.51
0.23,ZUNJAR MHASUJI AVHAD,NASHIK,13,IND,M,MAHARASHTRA,1022,447279,437177,791519,56.51
0.16,BHALERAO NANASAHEB BABURAO,NASHIK,14,IND,M,MAHARASHTRA,721,447279,437177,791519,56.51
0.16,DIXIT NARAYAN BHAGWAN,NASHIK,15,IND,M,MAHARASHTRA,690,447279,437177,791519,56.51
0.15,WAGH DATTAJI TRIMBAK,NASHIK,16,IND,M,MAHARASHTRA,663,447279,437177,791519,56.51
0.15,KAVADE NARAYANDAS ALIAS BHOUSAHEB K.,NASHIK,17,IND,M,MAHARASHTRA,636,447279,437177,791519,56.51
0.11,PRASADCHANDRA DEO,NASHIK,18,IND,M,MAHARASHTRA,489,447279,437177,791519,56.51
0.1,BHAGWAN BUDHAJI PAGARE,NASHIK,19,IND,M,MAHARASHTRA,448,447279,437177,791519,56.51
0.1,ARINGALE DANESHWAR TUKARAM,NASHIK,20,IND,M,MAHARASHTRA,423,447279,437177,791519,56.51
0.07,PATIL DOEMAN GOPALJI (D. G. P.),NASHIK,21,IND,M,MAHARASHTRA,285,447279,437177,791519,56.51
52.68,BHOYE SITARAM SAYAJI,MALEGAON (ST),1,INC,M,MAHARASHTRA,202424,394658,384231,705668,55.93
42.72,MAHALE HARI SHANKAR,MALEGAON (ST),2,JNP,M,MAHARASHTRA,164149,394658,384231,705668,55.93
2.09,KAHANDOLE ZAMARU MANGLU,MALEGAON (ST),3,IND,M,MAHARASHTRA,8024,394658,384231,705668,55.93
1.03,GAZI MOBIN KHAN MARDAN KHAN,MALEGAON (ST),4,IND,M,MAHARASHTRA,3943,394658,384231,705668,55.93
0.81,PANDURANG NAGU GANGURDE,MALEGAON (ST),5,IND,M,MAHARASHTRA,3122,394658,384231,705668,55.93
0.46,VIJAY GENDA SONAWANE,MALEGAON (ST),6,IND,M,MAHARASHTRA,1759,394658,384231,705668,55.93
0.21,SONAWANE RAWALA JAIMAL,MALEGAON (ST),7,IND,M,MAHARASHTRA,810,394658,384231,705668,55.93
56.19,BHOYE RESHAMA MOTIRAM,DHULE (ST),1,INC,M,MAHARASHTRA,219323,404435,390328,706445,57.25
39.3,VALVI KUWARSING FULZI,DHULE (ST),2,BJP,M,MAHARASHTRA,153391,404435,390328,706445,57.25
2.81,RAMRAO ZIPARU SONAVANE,DHULE (ST),3,IND,M,MAHARASHTRA,10960,404435,390328,706445,57.25
0.65,BAPU THAKUR,DHULE (ST),4,LKD,M,MAHARASHTRA,2528,404435,390328,706445,57.25
0.6,PRABHUJI HIRAJI MALCHE,DHULE (ST),5,IND,M,MAHARASHTRA,2329,404435,390328,706445,57.25
0.46,MALVE PUNAMCHAND BARKU,DHULE (ST),6,IND,M,MAHARASHTRA,1797,404435,390328,706445,57.25
65.88,GAVIT MANIKRAO HOLDYA,NANDURBAR (ST),1,INC,M,MAHARASHTRA,254327,404338,386045,689376,58.65
25.08,VASAVE ZINA SHAMYA,NANDURBAR (ST),2,JNP,M,MAHARASHTRA,96808,404338,386045,689376,58.65
5.26,LALSING KHATYA SONGIVIKAR,NANDURBAR (ST),3,LKD,M,MAHARASHTRA,20322,404338,386045,689376,58.65
2.54,PAWARA SAHEBRAO RADYA,NANDURBAR (ST),4,IND,M,MAHARASHTRA,9811,404338,386045,689376,58.65
1.24,PADVI ANIL GANPAT,NANDURBAR (ST),5,IND,M,MAHARASHTRA,4777,404338,386045,689376,58.65
48.44,VIJAYKUMAR NAVAL PATIL,ERANDOL,1,INC,M,MAHARASHTRA,221522,473313,457277,778541,60.79
34.2,PATIL BRIJLAL BHUTTA,ERANDOL,2,JNP,M,MAHARASHTRA,156367,473313,457277,778541,60.79
12.35,M. K. PATIL,ERANDOL,3,IND,M,MAHARASHTRA,56466,473313,457277,778541,60.79
2.81,ERANDE VISHWASRAO BHAURAO,ERANDOL,4,IND,M,MAHARASHTRA,12869,473313,457277,778541,60.79
1.21,PATIL DHANRAJ BHADU,ERANDOL,5,IND,M,MAHARASHTRA,5522,473313,457277,778541,60.79
0.51,BAPUSAHEB KHANDU NAVAL PATIL,ERANDOL,6,IND,M,MAHARASHTRA,2314,473313,457277,778541,60.79
0.48,NANNAWARE DIGAMBAR AVCHIT,ERANDOL,7,IND,M,MAHARASHTRA,2217,473313,457277,778541,60.79
51.24,MAHAJAN YADAV SHIVRAM,JALGAON,1,INC,M,MAHARASHTRA,231537,466488,451845,759154,61.45
39.19,PATIL PRALHADRAO EKNATHRAO,JALGAON,2,ICS,M,MAHARASHTRA,177072,466488,451845,759154,61.45
4.18,RAJARAM ASARAM GAGHE,JALGAON,3,IND,M,MAHARASHTRA,18909,466488,451845,759154,61.45
1.14,SHER ALI HAJI ASHRAF ALI,JALGAON,4,IND,M,MAHARASHTRA,5172,466488,451845,759154,61.45
0.86,MADHUKAR GUNDOO DALAL,JALGAON,5,IND,M,MAHARASHTRA,3868,466488,451845,759154,61.45
0.83,PATIL SURESH TRAMBAK,JALGAON,6,IND,M,MAHARASHTRA,3743,466488,451845,759154,61.45
0.45,HAMID VAJIR TADVI,JALGAON,7,LKD,M,MAHARASHTRA,2044,466488,451845,759154,61.45
0.39,SALUNKHE GOKUL BABURAO,JALGAON,8,IND,M,MAHARASHTRA,1746,466488,451845,759154,61.45
0.36,BADGUJAR DODHU VANA,JALGAON,9,IND,M,MAHARASHTRA,1640,466488,451845,759154,61.45
0.36,D. R. NIKAM,JALGAON,10,IND,M,MAHARASHTRA,1631,466488,451845,759154,61.45
0.35,KALE HEMANT SHANKAR,JALGAON,11,IND,M,MAHARASHTRA,1571,466488,451845,759154,61.45
0.3,PATIL GULABRAO CHUDAMAN,JALGAON,12,IND,M,MAHARASHTRA,1344,466488,451845,759154,61.45
0.13,MADHUKAR BARSU KOHLE,JALGAON,13,IND,M,MAHARASHTRA,569,466488,451845,759154,61.45
0.12,LAXMINARAYAN GANPATLAL UPADHYAY,JALGAON,14,IND,M,MAHARASHTRA,547,466488,451845,759154,61.45
0.1,SONAWANE FAKIRCHAND BHAVJI,JALGAON,15,IND,M,MAHARASHTRA,452,466488,451845,759154,61.45
35.91,WASNIK MUKUL BALKRISHNA,BULDHANA (SC),1,INC,M,MAHARASHTRA,166281,479412,463003,743946,64.44
25.53,KALE SUKHDEV NANDJI,BULDHANA (SC),2,ICS,M,MAHARASHTRA,118223,479412,463003,743946,64.44
15.77,GAWAI DAULAT GUNAJI,BULDHANA (SC),3,BJP,M,MAHARASHTRA,73036,479412,463003,743946,64.44
9.88,GHUMARE LAXMAN JANUJI,BULDHANA (SC),4,IND,M,MAHARASHTRA,45762,479412,463003,743946,64.44
8.72,MHASKE SAKHARAM DAGDUJI,BULDHANA (SC),5,IND,M,MAHARASHTRA,40390,479412,463003,743946,64.44
1.64,GOTARKAR VISHWANATH JAGDEV,BULDHANA (SC),6,IND,M,MAHARASHTRA,7576,479412,463003,743946,64.44
0.62,WANKHEDE VITHAL NARAYAN,BULDHANA (SC),7,IND,M,MAHARASHTRA,2893,479412,463003,743946,64.44
0.47,SAWALE SADASHIV GUNAJI,BULDHANA (SC),8,IND,M,MAHARASHTRA,2166,479412,463003,743946,64.44
0.4,GHAN SAKHARAM KASHIRAM,BULDHANA (SC),9,IND,M,MAHARASHTRA,1841,479412,463003,743946,64.44
0.34,JADHAO GOPALRAO SAKHARAM,BULDHANA (SC),10,IND,M,MAHARASHTRA,1579,479412,463003,743946,64.44
0.27,GAIKWAD DATTRAY GOPAL,BULDHANA (SC),11,IND,M,MAHARASHTRA,1272,479412,463003,743946,64.44
0.24,MORE BAPU JAYAWANT,BULDHANA (SC),12,IND,M,MAHARASHTRA,1105,479412,463003,743946,64.44
0.19,PAWAR HIMMATRAO NARAINRAO,BULDHANA (SC),13,IND,M,MAHARASHTRA,879,479412,463003,743946,64.44
34.86,MADHUSUDAN ATMARAM VAIRALE,AKOLA,1,INC,M,MAHARASHTRA,178874,524199,513158,736060,71.22
32.17,AMBEDKAR PRAKASH YESHWANT,AKOLA,2,IND,M,MAHARASHTRA,165064,524199,513158,736060,71.22
29.02,FUNDKAR PANDURANG PUNDLIK,AKOLA,3,BJP,M,MAHARASHTRA,148909,524199,513158,736060,71.22
1.15,INGALE GANESH BHIKAJI,AKOLA,4,IND,M,MAHARASHTRA,5897,524199,513158,736060,71.22
1.02,JANORKAR SHANTARAM BAPURAO,AKOLA,5,IND,M,MAHARASHTRA,5244,524199,513158,736060,71.22
0.38,MISHRA PARASNATH RAMLATHI,AKOLA,6,IND,M,MAHARASHTRA,1957,524199,513158,736060,71.22
0.33,AGARWAL MOHAN BADRILALJI,AKOLA,7,IND,M,MAHARASHTRA,1708,524199,513158,736060,71.22
0.27,ISMAIL HAJI JUSUF HASMANI,AKOLA,8,IND,M,MAHARASHTRA,1379,524199,513158,736060,71.22
0.2,KASAMKHAN HAJI AZIZ,AKOLA,9,IND,M,MAHARASHTRA,1027,524199,513158,736060,71.22
0.15,LULLA KANHAIYALAL WASANDMAL,AKOLA,10,IND,M,MAHARASHTRA,757,524199,513158,736060,71.22
0.14,ZATALE RAMDAS SHESHRAO,AKOLA,11,IND,M,MAHARASHTRA,703,524199,513158,736060,71.22
0.14,HEMCHANDRA JOSHI,AKOLA,12,IND,M,MAHARASHTRA,700,524199,513158,736060,71.22
0.12,MUMTAZ AHMED KHAN PEER MOHD. KHAN,AKOLA,13,IND,M,MAHARASHTRA,639,524199,513158,736060,71.22
0.06,SAPKAL RAMRAO WAMANRAO,AKOLA,14,IND,M,MAHARASHTRA,300,524199,513158,736060,71.22
42.28,GHULAM NABI AZAD,WASHIM,1,INC,M,MAHARASHTRA,197822,481264,467887,686573,70.1
40.07,RATHOD GOKULDAS DEKHSING,WASHIM,2,ICS,M,MAHARASHTRA,187463,481264,467887,686573,70.1
14.83,CHANDAN RAGHOBAJI TELANG,WASHIM,3,IND,M,MAHARASHTRA,69370,481264,467887,686573,70.1
1.33,PATIL MANOHARRAO NAGORAO,WASHIM,4,IND,M,MAHARASHTRA,6218,481264,467887,686573,70.1
0.51,C. K. MANKIKAR,WASHIM,5,IND,M,MAHARASHTRA,2402,481264,467887,686573,70.1
0.43,KADAM NAGARAO JUKARAM,WASHIM,6,LKD,M,MAHARASHTRA,2034,481264,467887,686573,70.1
0.42,MAHADEO TUKARAMJI KHADSE,WASHIM,7,IND,M,MAHARASHTRA,1950,481264,467887,686573,70.1
0.13,VIKRAM KISAN PRADHAN,WASHIM,8,IND,M,MAHARASHTRA,628,481264,467887,686573,70.1
52.24,CHOUDHARY USHATAI PRAKASH,AMRAVATI,1,INC,F,MAHARASHTRA,217910,428343,417125,702357,60.99
23.05,TASAR SHARAD MOTIRAM,AMRAVATI,2,ICS,M,MAHARASHTRA,96164,428343,417125,702357,60.99
11.58,WANKHADE DEORAO GONDAJI,AMRAVATI,3,IND,M,MAHARASHTRA,48304,428343,417125,702357,60.99
10.45,JAMBUWANTRAO BAPURAO DHOTE,AMRAVATI,4,IND,M,MAHARASHTRA,43597,428343,417125,702357,60.99
0.76,WANKHADE KRUSHNARAO LAXMAN,AMRAVATI,5,IND,M,MAHARASHTRA,3188,428343,417125,702357,60.99
0.36,CHOURPAGAR NAMDEO GUNAJI,AMRAVATI,6,IND,M,MAHARASHTRA,1490,428343,417125,702357,60.99
0.32,KADU MURLIDHAR WASUDEORAO,AMRAVATI,7,IND,M,MAHARASHTRA,1319,428343,417125,702357,60.99
0.24,SHRIWAS SHAMBHUDAYAL BABULAL,AMRAVATI,8,IND,M,MAHARASHTRA,1013,428343,417125,702357,60.99
0.23,DATERAO HARIHAR NARAYAN,AMRAVATI,9,IND,M,MAHARASHTRA,970,428343,417125,702357,60.99
0.19,MUNIRKHAN USMANKHAN,AMRAVATI,10,LKD,M,MAHARASHTRA,811,428343,417125,702357,60.99
0.19,MOHAMMADALI SK. MUNSHI,AMRAVATI,11,IND,M,MAHARASHTRA,778,428343,417125,702357,60.99
0.17,KOCHE PANJAB NAGOJI,AMRAVATI,12,IND,M,MAHARASHTRA,726,428343,417125,702357,60.99
0.13,MUNOT KHUSHAL ANRAJ,AMRAVATI,13,IND,M,MAHARASHTRA,522,428343,417125,702357,60.99
0.08,SAMUND SHANKARILAL GASHIRAMJI,AMRAVATI,14,IND,M,MAHARASHTRA,333,428343,417125,702357,60.99
65.0,NARSIMHA RAO P. V.,RAMTEK,1,INC,M,MAHARASHTRA,290905,460570,447579,705819,65.25
23.44,GEDAM SHANKARRAO DAULATRAO,RAMTEK,2,ICS,M,MAHARASHTRA,104933,460570,447579,705819,65.25
5.88,ARVIND ALIAS BABASAHEB TAREKAR,RAMTEK,3,IND,M,MAHARASHTRA,26301,460570,447579,705819,65.25
1.13,AKRE SUDHAKAR RAMAJI,RAMTEK,4,IND,M,MAHARASHTRA,5070,460570,447579,705819,65.25
0.99,TANTELA ALIAS SONI LAXMINARAYAN SHIVNARAYAN,RAMTEK,5,IND,M,MAHARASHTRA,4438,460570,447579,705819,65.25
0.84,KANNU NARAYAN SHINGUMARE,RAMTEK,6,IND,M,MAHARASHTRA,3760,460570,447579,705819,65.25
0.56,REWARAM GOVERDHAN CHAKRAVARTY,RAMTEK,7,IND,M,MAHARASHTRA,2493,460570,447579,705819,65.25
0.4,BHAURAO WASUDEORAO DHANDAR,RAMTEK,8,IND,M,MAHARASHTRA,1785,460570,447579,705819,65.25
0.34,RAUT PURUSHOTTAM BHAURAO,RAMTEK,9,LKD,M,MAHARASHTRA,1539,460570,447579,705819,65.25
0.3,KHANDELWAL MADAMKUMAR PACHURAM,RAMTEK,10,IND,M,MAHARASHTRA,1354,460570,447579,705819,65.25
0.24,PURUSHUTTAM PUNDLIKRAO ARMARKAR,RAMTEK,11,IND,M,MAHARASHTRA,1094,460570,447579,705819,65.25
0.23,SENGAR MANSINGH GAJRAJSINGH,RAMTEK,12,IND,M,MAHARASHTRA,1032,460570,447579,705819,65.25
0.19,NARAYAN DOMAJI LICHADE,RAMTEK,13,IND,M,MAHARASHTRA,838,460570,447579,705819,65.25
0.16,RAJENDRA HANUMANTRAO DESHMUKH,RAMTEK,14,IND,M,MAHARASHTRA,706,460570,447579,705819,65.25
0.14,SHROTE N. H.,RAMTEK,15,IND,M,MAHARASHTRA,616,460570,447579,705819,65.25
0.09,BANSILAL MAHADEORAO MESHRAM,RAMTEK,16,IND,M,MAHARASHTRA,416,460570,447579,705819,65.25
0.07,PAUNIKAR PANDURANG PUNDALIK,RAMTEK,17,IND,M,MAHARASHTRA,299,460570,447579,705819,65.25
52.99,BANWARILAL BHAGWANDAS PUROHIT,NAGPUR,1,INC,M,MAHARASHTRA,293739,563205,554354,845805,66.59
29.41,KHOBRAGDE SHYAM DEWAJI,NAGPUR,2,RPK,M,MAHARASHTRA,163056,563205,554354,845805,66.59
14.15,AHUJA RAMPRAKASH SOHANLAL,NAGPUR,3,BJP,M,MAHARASHTRA,78458,563205,554354,845805,66.59
