%,CANDIDATE,CONSTITUENCY,NUMBER OF SEATS,No.,PARTY,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
45.93,T. T. KRISHNAMACHARI NA,MADRAS SOUTH,1,1,INC,Madras,81390,177190,177190,472017,37.54
40.23,P. BALASUBRAMANIA MUDALIAR NA,MADRAS SOUTH,1,2,IND,Madras,71284,177190,177190,472017,37.54
13.84,H. D. RAJAH NA,MADRAS SOUTH,1,3,IND,Madras,24516,177190,177190,472017,37.54
26.81,DR. A. KRISHNASWAMY NA,CHINGLEPUT,2,1,IND,Madras,188481,702997,702997,802716,43.79
26.57,O. V. ALAGESA MUDALIAR NA,CHINGLEPUT,2,2,INC,Madras,186753,702997,702997,802716,43.79
21.87,N. SIVARAJ NA,CHINGLEPUT,2,3,IND,Madras,153741,702997,702997,802716,43.79
21.15,R. MARAGATHAM CHANDRASEKAR NA,CHINGLEPUT,2,4,INC,Madras,148675,702997,702997,802716,43.79
3.61,R. RAJARAM NA,CHINGLEPUT,2,5,IND,Madras,25347,702997,702997,802716,43.79
64.90,R. GOVINDARAJULU NAIDU NA,TIRUVALLUR,1,1,INC,Madras,120363,185446,185446,405032,45.79
35.10,A. RAGHAVA REDDY NA,TIRUVALLUR,1,2,IND,Madras,65083,185446,185446,405032,45.79
19.24,N. R. MUNISAMY NA,VELLORE,2,1,INC,Madras,144377,750365,750365,801572,46.81
16.81,M. MUTHUKRISHNAN NA,VELLORE,2,2,INC,Madras,126132,750365,750365,801572,46.81
15.68,G. M. ANNALTHANGO NA,VELLORE,2,3,IND,Madras,117680,750365,750365,801572,46.81
13.68,J. P. GANESHA MUDALIAR NA,VELLORE,2,4,IND,Madras,102619,750365,750365,801572,46.81
11.90,M. KRISHNASAMI NA,VELLORE,2,5,IND,Madras,89311,750365,750365,801572,46.81
9.93,SAMBANDA MUDALIAR NA,VELLORE,2,6,IND,Madras,74501,750365,750365,801572,46.81
7.65,A. JAYARAMAN NA,VELLORE,2,7,IND,Madras,57425,750365,750365,801572,46.81
3.06,V. R. VENKATESAN NA,VELLORE,2,8,IND,Madras,22970,750365,750365,801572,46.81
2.05,R. T. S. MOORTHY NA,VELLORE,2,9,IND,Madras,15350,750365,750365,801572,46.81
41.75,DHARMALINGAM NA,THIRUVANNAMALAI,1,1,IND,Madras,84309,201960,201960,426665,47.33
36.68,G. NEELAKANTAN NA,THIRUVANNAMALAI,1,2,INC,Madras,74070,201960,201960,426665,47.33
12.45,T. P. THAYUMAN NA,THIRUVANNAMALAI,1,3,IND,Madras,25145,201960,201960,426665,47.33
9.13,MUNISAMI N. NA,THIRUVANNAMALAI,1,4,IND,Madras,18436,201960,201960,426665,47.33
0.00,DORAISWAMY REDDIAR NA,THIRUVANNAMALAI,1,5,IND,Madras,0,201960,201960,426665,47.33
44.55,A. DURAISAMI GOUNDER NA,TIRUPPATTUR,1,1,INC,Madras,71564,160629,160629,418543,38.38
26.69,C. P. CHINNARAJ NA,TIRUPPATTUR,1,2,IND,Madras,42875,160629,160629,418543,38.38
14.24,S. S. V. GOVINDASAMI CHETTY NA,TIRUPPATTUR,1,3,IND,Madras,22867,160629,160629,418543,38.38
5.38,KRISHNASAMI IYER NA,TIRUPPATTUR,1,4,IND,Madras,8639,160629,160629,418543,38.38
5.30,V. RANGASAMI GOUNDER NA,TIRUPPATTUR,1,5,IND,Madras,8509,160629,160629,418543,38.38
3.84,D. VARDARAJAN NA,TIRUPPATTUR,1,6,IND,Madras,6175,160629,160629,418543,38.38
0.00,R. MUTHU GOUNDER NA,TIRUPPATTUR,1,7,IND,Madras,0,160629,160629,418543,38.38
40.00,C. R. NARSIMHAN NA,KRISHNAGIRI,1,1,INC,Madras,57683,144194,144194,446928,32.26
39.75,G. D. NAIDU NA,KRISHNAGIRI,1,2,IND,Madras,57316,144194,144194,446928,32.26
10.82,R. MUTHULINGAM NA,KRISHNAGIRI,1,3,IND,Madras,15607,144194,144194,446928,32.26
9.42,R. JAGANNATHAN NA,KRISHNAGIRI,1,4,IND,Madras,13588,144194,144194,446928,32.26
57.72,DR. P. SUBBARAYAN NA,TIRUCHENGODE,1,1,INC,Madras,86935,150612,150612,409325,36.80
17.42,PALANIAPPA BAKTHAR NA,TIRUCHENGODE,1,2,PSP,Madras,26240,150612,150612,409325,36.80
15.75,RAMALINGAM NA,TIRUCHENGODE,1,3,IND,Madras,23719,150612,150612,409325,36.80
9.11,PARAMASIVA GOUNDER NA,TIRUCHENGODE,1,4,IND,Madras,13718,150612,150612,409325,36.80
47.18,S. V. RAMASAMI NA,SALEM,1,1,INC,Madras,85342,180883,180883,401741,45.02
17.01,S. K. BABIE KANDASAMI NA,SALEM,1,2,IND,Madras,30764,180883,180883,401741,45.02
16.32,A. GANESASANKARAN NA,SALEM,1,3,IND,Madras,29529,180883,180883,401741,45.02
14.86,B. V. GOVINDARAJ NA,SALEM,1,4,IND,Madras,26878,180883,180883,401741,45.02
4.63,MANICKA MUDALIAR NA,SALEM,1,5,IND,Madras,8370,180883,180883,401741,45.02
23.21,R. KANAGASABAI PILLAI NA,CHIDAMBARAM,2,1,INC,Madras,176501,760540,760540,840006,45.27
23.09,ELAYAPERUMAL NA,CHIDAMBARAM,2,2,INC,Madras,175589,760540,760540,840006,45.27
15.58,ARUMUGHAM NA,CHIDAMBARAM,2,3,IND,Madras,118491,760540,760540,840006,45.27
14.40,DANDAPANI PADYACHAI NA,CHIDAMBARAM,2,4,IND,Madras,109521,760540,760540,840006,45.27
11.30,KULANDAIMOOPAN NA,CHIDAMBARAM,2,5,IND,Madras,85943,760540,760540,840006,45.27
8.17,KATTIMUTHU NA,CHIDAMBARAM,2,6,IND,Madras,62114,760540,760540,840006,45.27
4.26,KALIAMURTHI NA,CHIDAMBARAM,2,7,IND,Madras,32381,760540,760540,840006,45.27
0.00,SIVASUBRANANIAN NA,CHIDAMBARAM,2,8,IND,Madras,0,760540,760540,840006,45.27
36.35,SHANMUGHAM NA,TINDIVANAM,1,1,IND,Madras,73737,202831,202831,418327,48.49
32.05,V. MUNUSAMI NA,TINDIVANAM,1,2,IND,Madras,65012,202831,202831,418327,48.49
31.59,NAGARAJAN NA,TINDIVANAM,1,3,INC,Madras,64082,202831,202831,418327,48.49
42.56,T. D. MUTHUKUMARASAMY NAIDU NA,CUDDALORE,1,1,IND,Madras,98605,231700,231700,431659,53.68
42.53,S. RADHAKRISHNAN NA,CUDDALORE,1,2,INC,Madras,98546,231700,231700,431659,53.68
14.91,N. D. GOVINDASWAMY KACHIRAYAR NA,CUDDALORE,1,3,IND,Madras,34549,231700,231700,431659,53.68
26.95,K. R. SAMBANDAM NA,NAGAPATTINAM,2,1,INC,Madras,252275,936161,936161,855083,54.74
23.17,M. AYYAKANNU NA,NAGAPATTINAM,2,2,INC,Madras,216890,936161,936161,855083,54.74
16.20,A. K. SUBBIAH NA,NAGAPATTINAM,2,3,CPI,Madras,151704,936161,936161,855083,54.74
13.27,P. RAMAMOORTHY NA,NAGAPATTINAM,2,4,CPI,Madras,124205,936161,936161,855083,54.74
8.44,K. MANOHARAM NA,NAGAPATTINAM,2,5,IND,Madras,78983,936161,936161,855083,54.74
6.14,S. M. R. ARUMUGAM PILLAI NA,NAGAPATTINAM,2,6,IND,Madras,57507,936161,936161,855083,54.74
5.83,V. VEERASAMY NA,NAGAPATTINAM,2,7,IND,Madras,54597,936161,936161,855083,54.74
58.74,C. R. PATTABHIRAMAN NA,KUMBAKONAM,1,1,INC,Madras,127631,217286,217286,429889,50.54
27.76,S. A. RAHIM NA,KUMBAKONAM,1,2,PSP,Madras,60309,217286,217286,429889,50.54
13.51,R. M. SESHADRI NA,KUMBAKONAM,1,3,IND,Madras,29346,217286,217286,429889,50.54
57.94,R. VENKATARAMAN NA,TANJORE,1,1,INC,Madras,135310,233532,233532,425088,54.94
42.06,K. M. VALLATHARASU NA,TANJORE,1,2,PSP,Madras,98222,233532,233532,425088,54.94
0.00,D. ARUMUGA PALANGOUNDAR NA,TANJORE,1,3,IND,Madras,0,233532,233532,425088,54.94
48.75,M. PALANIANDI NA,PERAMBALUR,1,1,INC,Madras,112497,230778,230778,442543,52.15
20.42,V. BOOVARAGHASWAMY PADAYACHI NA,PERAMBALUR,1,2,IND,Madras,47133,230778,230778,442543,52.15
19.06,MANNARMANNAN NA,PERAMBALUR,1,3,IND,Madras,43983,230778,230778,442543,52.15
11.77,RAJACHIDAMBARAM NA,PERAMBALUR,1,4,IND,Madras,27165,230778,230778,442543,52.15
50.90,K. PERIASAMI GOUNDER NA,KARUR,1,1,INC,Madras,105399,207071,207071,427431,48.45
35.32,V. R. SESHIYAN NA,KARUR,1,2,IND,Madras,73135,207071,207071,427431,48.45
6.94,RAJACHIDAMBARAM NA,KARUR,1,3,IND,Madras,14369,207071,207071,427431,48.45
6.84,V. PERUMAL NA,KARUR,1,4,IND,Madras,14168,207071,207071,427431,48.45
42.60,M. K. M. ABDUL SALAM NA,TIRUCHIRAPPALLI,1,1,INC,Madras,91910,215752,215752,417789,51.64
23.54,K. ANANDA NAMBIAR NA,TIRUCHIRAPPALLI,1,2,CPI,Madras,50785,215752,215752,417789,51.64
19.54,M. S. MANI NA,TIRUCHIRAPPALLI,1,3,IND,Madras,42161,215752,215752,417789,51.64
6.40,C. M. SRINIVASAN NA,TIRUCHIRAPPALLI,1,4,IND,Madras,13804,215752,215752,417789,51.64
4.99,N. RUKMANI NA,TIRUCHIRAPPALLI,1,5,IND,Madras,10765,215752,215752,417789,51.64
2.93,RENGASAMI NA,TIRUCHIRAPPALLI,1,6,IND,Madras,6327,215752,215752,417789,51.64
50.14,F. RAMANATHAN CHATTIAR NA,PUDUKKOTTAI,1,1,INC,Madras,111694,222751,222751,419435,53.11
20.76,K. M. VALLATHARAS NA,PUDUKKOTTAI,1,2,PSP,Madras,46242,222751,222751,419435,53.11
20.37,V. NAGU SERVAI NA,PUDUKKOTTAI,1,3,CPI,Madras,45383,222751,222751,419435,53.11
8.72,S. SOUNDARARAJAN NA,PUDUKKOTTAI,1,4,IND,Madras,19432,222751,222751,419435,53.11
0.00,S.S. MARISAMI NA,PUDUKKOTTAI,1,5,IND,Madras,0,222751,222751,419435,53.11
37.61,P. SUBBIAH AMBALAM NA,RAMANATHAPURAM,1,1,INC,Madras,89701,238502,238502,468851,50.87
21.24,R. K. RAMAKRISHNAN NA,RAMANATHAPURAM,1,2,IND,Madras,50668,238502,238502,468851,50.87
16.97,P. CHELLATHURAI NA,RAMANATHAPURAM,1,3,IND,Madras,40464,238502,238502,468851,50.87
15.98,R. H. NATHAN NA,RAMANATHAPURAM,1,4,CPI,Madras,38122,238502,238502,468851,50.87
8.20,D. L. NAGASUNDARAM NA,RAMANATHAPURAM,1,5,IND,Madras,19547,238502,238502,468851,50.87
0.00,SINGARAYAN NA,RAMANATHAPURAM,1,6,IND,Madras,0,238502,238502,468851,50.87
24.17,U. MUTHURAMALINGA THEVAR NA,SRIVILLIPUTHUR,2,1,IND,Madras,206999,856319,856319,876837,48.83
19.58,S. S. NATARAJAN NA,SRIVILLIPUTHUR,2,2,INC,Madras,167676,856319,856319,876837,48.83
17.53,R. S. ARUMUGAM NA,SRIVILLIPUTHUR,2,3,INC,Madras,150087,856319,856319,876837,48.83
15.65,A. VELU NA,SRIVILLIPUTHUR,2,4,IND,Madras,133996,856319,856319,876837,48.83
9.37,V. V. RAMASAMY NA,SRIVILLIPUTHUR,2,5,IND,Madras,80227,856319,856319,876837,48.83
5.97,M. RAMADOSS NA,SRIVILLIPUTHUR,2,6,CPI,Madras,51155,856319,856319,876837,48.83
4.42,K. S. KRISHNAN NA,SRIVILLIPUTHUR,2,7,IND,Madras,37886,856319,856319,876837,48.83
3.30,A. SRINIVASAN NA,SRIVILLIPUTHUR,2,8,CPI,Madras,28293,856319,856319,876837,48.83
75.78,THANULINGOM NADAR NA,NEGERCOIL,1,1,INC,Madras,143288,189086,189086,380167,49.74
24.22,CHELLASWAMY NA,NEGERCOIL,1,2,IND,Madras,45798,189086,189086,380167,49.74
#Num!,N. DURIPANDI NA,TIRUCHENDUR,1,2,IND,Madras,0,0,0,448411,0.00
UNCONTESTED,T. GANAPATHY NA,TIRUCHENDUR,1,1,INC,Madras,RETURNED,0,0,448411,0.00
50.75,P. T. THANU PILLAI NA,TIRUNELVELI,1,1,INC,Madras,105793,208476,208476,445857,46.76
26.06,SANKARANARAYANA MOOPANAR NA,TIRUNELVELI,1,2,IND,Madras,54319,208476,208476,445857,46.76
14.68,RAMANUJAM NA,TIRUNELVELI,1,3,PSP,Madras,30603,208476,208476,445857,46.76
8.52,SIVASANKARAN CHETTIAR NA,TIRUNELVELI,1,4,IND,Madras,17761,208476,208476,445857,46.76
0.00,KANNAPPA PILLAI NA,TIRUNELVELI,1,5,IND,Madras,0,208476,208476,445857,46.76
0.00,MEGANATHAN NA,TIRUNELVELI,1,6,IND,Madras,0,208476,208476,445857,46.76
50.97,M. SANKARAPANDIAN NA,TENKASI,1,1,INC,Madras,125821,246842,246842,441227,55.94
49.03,N. SHANMUGAM NA,TENKASI,1,2,CPI,Madras,121021,246842,246842,441227,55.94
50.11,R. NARAYANASAMY NA,PERIYAKULAM,1,1,INC,Madras,116715,232940,232940,435624,53.47
27.85,MUTHIA NA,PERIYAKULAM,1,2,IND,Madras,64867,232940,232940,435624,53.47
8.26,M. V. SETHU RAO NA,PERIYAKULAM,1,3,IND,Madras,19238,232940,232940,435624,53.47
6.99,M. K. M. MEERAN NA,PERIYAKULAM,1,4,IND,Madras,16282,232940,232940,435624,53.47
6.80,S. S. MARISAMY NA,PERIYAKULAM,1,5,IND,Madras,15838,232940,232940,435624,53.47
35.02,K. T. K. THANGAMANI NA,MADURAI,1,1,CPI,Madras,79374,226674,226674,460493,49.22
34.54,T. K. RAMA NA,MADURAI,1,2,INC,Madras,78286,226674,226674,460493,49.22
28.57,SASIVARNA THEVAR NA,MADURAI,1,3,IND,Madras,64765,226674,226674,460493,49.22
1.87,VENKATARAMA IYER NA,MADURAI,1,4,IND,Madras,4249,226674,226674,460493,49.22
27.99,M. GHULAM MOHIDEEN NA,DINDIGUL,2,1,INC,Madras,225510,805662,805662,855235,47.10
21.22,S. C. BALAKRISHNA NA,DINDIGUL,2,2,INC,Madras,170995,805662,805662,855235,47.10
16.39,KRISHNASAMY NA,DINDIGUL,2,3,CPI,Madras,132070,805662,805662,855235,47.10
11.67,R. MUNIYANDI NA,DINDIGUL,2,4,CPI,Madras,94038,805662,805662,855235,47.10
9.64,A. DESIAR NA,DINDIGUL,2,5,IND,Madras,77680,805662,805662,855235,47.10
7.90,PITCHAIMUTHU NA,DINDIGUL,2,6,IND,Madras,63645,805662,805662,855235,47.10
5.18,JANAKAI N. KARUPPA PILLAI NA,DINDIGUL,2,7,IND,Madras,41724,805662,805662,855235,47.10
0.00,G.D. NAIDU NA,DINDIGUL,2,8,IND,Madras,0,805662,805662,855235,47.10
53.10,P. R. RAMAKRISHNAN NA,POLLACHI,1,1,INC,Madras,139984,263602,263602,442467,59.58
46.90,GURUSAMI AICKER NA,POLLACHI,1,2,PSP,Madras,123618,263602,263602,442467,59.58
23.80,E. V. K. SAMPATH NA,NAMAKKAL,2,1,IND,Madras,182066,765012,765012,836631,45.72
21.47,S. R. ARUMUGAM NA,NAMAKKAL,2,2,INC,Madras,164221,765012,765012,836631,45.72
20.33,T. A. M. SUBRAMANIA CHETTIAR NA,NAMAKKAL,2,3,INC,Madras,155531,765012,765012,836631,45.72
19.70,SUNDARARAJAN NA,NAMAKKAL,2,4,IND,Madras,150673,765012,765012,836631,45.72
9.24,KESAVLAL KALIDASS SAIT NA,NAMAKKAL,2,5,IND,Madras,70673,765012,765012,836631,45.72
5.47,PARAMASIVA GOUNDER NA,NAMAKKAL,2,6,IND,Madras,41848,765012,765012,836631,45.72
60.69,RAMASAMI GOUNDER NA,GOBICHETTIPALAYAM,1,1,INC,Madras,115365,190099,190099,416999,45.59
39.31,JOTHINATH SINGH NA,GOBICHETTIPALAYAM,1,2,CPI,Madras,74734,190099,190099,416999,45.59
0.00,SRINAVASA IYER NA,GOBICHETTIPALAYAM,1,3,IND,Madras,0,190099,190099,416999,45.59
47.76,PARVATI NA,COIMBATORE,1,1,CPI,Madras,110454,231245,231245,462294,50.02
41.27,P. S. RANGASAMI NA,COIMBATORE,1,2,INC,Madras,95442,231245,231245,462294,50.02
10.96,PALANISAMI NA,COIMBATORE,1,3,IND,Madras,25349,231245,231245,462294,50.02
59.16,C. NANJAPPAN NA,NILGIRIS,1,1,INC,Madras,122388,206869,206869,402143,51.44
27.43,P. S. BHARATHI NA,NILGIRIS,1,2,IND,Madras,56754,206869,206869,402143,51.44
13.40,P. N. MARIAPPAN NA,NILGIRIS,1,3,IND,Madras,27727,206869,206869,402143,51.44
0.00,M.V. RAMACHANDRA NAIDU NA,NILGIRIS,1,4,IND,Madras,0,206869,206869,402143,51.44
51.24,KATTI DATTA APPA NA,CHIKODI,1,1,SCF,Mysore,115214,224840,224840,361325,62.23
48.76,PATIL SHANKARAGOUDA VEERANGOUDA NA,CHIKODI,1,2,INC,Mysore,109626,224840,224840,361325,62.23
51.80,DATAR BALWANTRAO NAGESHRAO NA,BELGAUM,1,2,INC,Mysore,122408,236321,236321,371732,63.57
24.33,KULKARNI KESHAV VAMAN NA,BELGAUM,1,1,BJS,Mysore,57505,236321,236321,371732,63.57
23.87,HEDDUR SHETTI VIRUPAKSHA CHANNABASAPPA NA,BELGAUM,1,3,PSP,Mysore,56408,236321,236321,371732,63.57
48.81,ALVA JOACHIM PIADAD NA,KANARA,1,1,INC,Mysore,118550,242867,242867,431122,56.33
25.85,DIVEKAR MAHA BALESHWAR RUDRA NA,KANARA,1,2,PSP,Mysore,62783,242867,242867,431122,56.33
20.70,MALGAONKAR MANOHAR DATTATRAY NA,KANARA,1,4,IND,Mysore,50265,242867,242867,431122,56.33
4.64,BHAT SHAMBHU SHAMBHU NA,KANARA,1,3,IND,Mysore,11269,242867,242867,431122,56.33
68.70,NESWI THIMMAPPA RUDRAPPA NA,DHARWAR SOUTH,1,1,INC,Mysore,143184,208431,208431,350400,59.48
31.30,PATIL KALLANGOWDA SIDDANGOUDA NA,DHARWAR SOUTH,1,2,IND,Mysore,65247,208431,208431,350400,59.48
59.44,KARMARKAR DATTATRAYA PARASHURAM NA,DHARWAR NORTH,1,1,INC,Mysore,123622,207987,207987,389830,53.35
28.01,MUNAVALLI BASAPPA NAGAPPA NA,DHARWAR NORTH,1,3,IND,Mysore,58259,207987,207987,389830,53.35
12.55,JOSHI JAGANNATH ANANTRAO NA,DHARWAR NORTH,1,2,BJS,Mysore,26106,207987,207987,389830,53.35
64.91,BIDARI RAMAPPA BALAPPA NA,BIJAPUR SOUTH,1,2,INC,Mysore,158171,243679,243679,385248,63.25
35.09,DESAI SHANKARAPPA GOWDA BASALINGAPPAGOWDA NA,BIJAPUR SOUTH,1,1,IND,Mysore,85508,243679,243679,385248,63.25
49.60,SUGANDHI MURIGAPPA SIDDAPPA NA,BIJAPUR NORTH,1,3,IND,Mysore,88209,177852,177852,353151,50.36
43.45,DUBEY RAJARAM GIRIDHARLAL NA,BIJAPUR NORTH,1,1,INC,Mysore,77273,177852,177852,353151,50.36
6.96,BIRADAR BASAVANTAPPA MADIVALAPPA NA,BIJAPUR NORTH,1,2,IND,Mysore,12370,177852,177852,353151,50.36
26.18,MAHADEVAPPA YESHWANT RAO NA,GULBARGA,2,2,INC,Mysore,139041,531073,531073,718374,36.96
25.28,SHANKARDEO NA,GULBARGA,2,3,INC,Mysore,134239,531073,531073,718374,36.96
20.55,SHARANGOWDA SIDRAMAYYA NA,GULBARGA,2,4,IND,Mysore,109124,531073,531073,718374,36.96
16.64,B. SHAM SUNDER NA,GULBARGA,2,5,IND,Mysore,88352,531073,531073,718374,36.96
11.36,R. V. BIDAP NA,GULBARGA,2,1,PSP,Mysore,60317,531073,531073,718374,36.96
56.00,G. S. MELKOTE NA,RAICHUR,1,1,INC,Mysore,84089,150148,150148,405678,37.01
44.00,VISHWANATH REDDY NA,RAICHUR,1,2,IND,Mysore,66059,150148,150148,405678,37.01
57.15,SANGAPPA ANDANAPPA NA,KOPPAL,1,2,INC,Mysore,130849,228942,228942,408966,55.98
42.85,SIVAMURTHI SWAMI NA,KOPPAL,1,1,IND,Mysore,98093,228942,228942,408966,55.98
54.92,T. SUBRAMANYAM NA,BELLARY,1,2,INC,Mysore,146670,267052,267052,426694,62.59
45.08,Y MAHABALESWARAPPA NA,BELLARY,1,1,IND,Mysore,120382,267052,267052,426694,62.59
52.25,MUSHEER-UL- MULK J. M. MAHAMED IMAM SAB NA,CHITALDRUG,1,1,PSP,Mysore,129848,248507,248507,418838,59.33
47.75,S. RANGA RAO NA,CHITALDRUG,1,2,INC,Mysore,118659,248507,248507,418838,59.33
65.36,K. G. WODEYAR NA,SHIMOGA,1,2,INC,Mysore,138046,211204,211204,391924,53.89
34.64,T. L. KALLAIAH NA,SHIMOGA,1,1,PSP,Mysore,73158,211204,211204,391924,53.89
UNCONTESTED,J. SIDDANANJAPPA H. NA,HASSAN,1,1,INC,Mysore,RETURNED,0,0,367251,0.00
61.38,M. K. SHIVANANJAPPA NA,MANDYA,1,2,INC,Mysore,142066,231461,231461,387265,59.77
38.62,M. C. LINGE GOWDA NA,MANDYA,1,1,PSP,Mysore,89395,231461,231461,387265,59.77
54.76,C. R. BASAPPA NA,TIPTUR,1,2,INC,Mysore,117681,214912,214912,401372,53.54
35.30,B. HUTCHEGOWDA NA,TIPTUR,1,3,PSP,Mysore,75855,214912,214912,401372,53.54
9.95,C. P. GOPALAKRISHNA SETTY NA,TIPTUR,1,1,IND,Mysore,21376,214912,214912,401372,53.54
60.18,M. V. KRISHNAPPA NA,TUMKUR,1,1,INC,Mysore,116863,194201,194201,382008,50.84
27.02,B. P. GANGADHARAIAH NA,TUMKUR,1,2,PSP,Mysore,52475,194201,194201,382008,50.84
12.80,K. V. SUBRANMANYA SWAMY NA,TUMKUR,1,3,BJS,Mysore,24863,194201,194201,382008,50.84
53.24,K. CHENGALARAYA REDDY NA,KOLAR,2,2,INC,Mysore,209542,393551,393551,748001,52.61
46.76,V. M. GOVINDAN NA,KOLAR,2,1,IND,Mysore,184009,393551,393551,748001,52.61
UNCONTESTED,DODDATHIMMIAH NA,KOLAR,2,3,INC,Mysore,RETURNED,393551,393551,748001,52.61
0.00,K. SHANTIPRAKASH NA,KOLAR,2,5,IND,Mysore,0,393551,393551,748001,52.61
0.00,VENKATARAYAPPA NA,KOLAR,2,4,IND,Mysore,0,393551,393551,748001,52.61
58.26,KESHAVA IYENGAR ALIAS N. KESHAVA NA,BANGALORE CITY,1,1,INC,Mysore,89611,153807,153807,354949,43.33
30.52,HARINDRANATH CHATTOPADHYAYA NA,BANGALORE CITY,1,3,IND,Mysore,46948,153807,153807,354949,43.33
11.21,M. A. VENKAT RAO NA,BANGALORE CITY,1,2,BJS,Mysore,17248,153807,153807,354949,43.33
50.87,H. C. DASAPPA NA,BANGALORE,1,1,INC,Mysore,106704,209755,209755,356393,58.85
28.28,M. SHIVALINGAIAH NA,BANGALORE,1,3,PSP,Mysore,59315,209755,209755,356393,58.85
12.32,S. P. NARAYANA SWAMY GOWDA NA,BANGALORE,1,2,IND,Mysore,25852,209755,209755,356393,58.85
8.53,K. SREENIVSA RAO NA,BANGALORE,1,4,BJS,Mysore,17884,209755,209755,356393,58.85
31.71,M. SHANKARIAH NA,MYSORE,2,3,INC,Mysore,239572,755460,755460,748017,50.50
24.65,S. M. SIDDIAH NA,MYSORE,2,4,INC,Mysore,186195,755460,755460,748017,50.50
24.40,N. C. BILIGIRI RANGIAH NA,MYSORE,2,2,PSP,Mysore,184370,755460,755460,748017,50.50
19.24,M. S. GURUPADASWAMY NA,MYSORE,2,1,PSP,Mysore,145323,755460,755460,748017,50.50
57.40,ACHAR K. R. NA,MANGALORE,1,1,INC,Mysore,143599,250185,250185,435650,57.43
34.12,KRISHNA SETTY A. NA,MANGALORE,1,3,CPI,Mysore,85373,250185,250185,435650,57.43
8.48,SHARMA M. S. A. NA,MANGALORE,1,2,IND,Mysore,21213,250185,250185,435650,57.43
56.78,SRINIVASA MALLIAH U NA,UDIPI,1,1,INC,Mysore,122754,216205,216205,412748,52.38
43.22,MOHAN RAO D. NA,UDIPI,1,2,PSP,Mysore,93451,216205,216205,412748,52.38
24.51,R. JAGANNATH RAO NA,KORAPUT,2,1,INC,Orrisa,77816,317456,317456,794638,19.97
23.40,TOYAKA SANGANNA NA,KORAPUT,2,2,INC,Orrisa,74272,317456,317456,794638,19.97
21.28,PARIDIWALA HURMUSJI RUSTOMJI NA,KORAPUT,2,4,GP,Orrisa,67568,317456,317456,794638,19.97
13.55,ULKA SYAMAGHANA NA,KORAPUT,2,5,GP,Orrisa,43008,317456,317456,794638,19.97
9.72,BRAHMANANDA PANDA NA,KORAPUT,2,3,CPI,Orrisa,30858,317456,317456,794638,19.97
7.54,GOMANGO NEELAKANTHO NA,KORAPUT,2,6,CPI,Orrisa,23934,317456,317456,794638,19.97
23.38,MOHAN NAYAK NA,GANJAM,2,1,INC,Orrisa,127558,545590,545590,751685,36.29
22.00,UMA CHARAN PATNAIK NA,GANJAM,2,2,IND,Orrisa,120057,545590,545590,751685,36.29
20.24,GANESH MAHAPATRA NA,GANJAM,2,6,INC,Orrisa,110405,545590,545590,751685,36.29
13.92,SAPUA NAIK NA,GANJAM,2,4,IND,Orrisa,75971,545590,545590,751685,36.29
11.41,SATANANDA PADHI NA,GANJAM,2,5,GP,Orrisa,62251,545590,545590,751685,36.29
9.04,ISWAR NAIK NA,GANJAM,2,3,GP,Orrisa,49348,545590,545590,751685,36.29
37.06,PRATAP KESHARI DEO NA,KALAHANDI,2,1,GP,Orrisa,174920,471952,471952,732328,32.22
32.14,BIJAYA CHANDRA PADHAN NA,KALAHANDI,2,2,GP,Orrisa,151681,471952,471952,732328,32.22
14.90,GHANASYAMDAS THIDANI NA,KALAHANDI,2,3,INC,Orrisa,70333,471952,471952,732328,32.22
12.41,JOGESWAR MAJHI NA,KALAHANDI,2,4,INC,Orrisa,58577,471952,471952,732328,32.22
3.48,SATYANARAYAN JENA NA,KALAHANDI,2,5,IND,Orrisa,16441,471952,471952,732328,32.22
29.03,BANAMALI KUMBHAR NA,SAMBALPUR,2,1,GP,Orrisa,134127,462051,462051,796199,29.02
28.56,SRADHAKAR SUPAKAR NA,SAMBALPUR,2,2,GP,Orrisa,131974,462051,462051,796199,29.02
18.32,GHANASHYAM DAS NA,SAMBALPUR,2,3,INC,Orrisa,84665,462051,462051,796199,29.02
16.22,MOHAN NAG NA,SAMBALPUR,2,4,INC,Orrisa,74954,462051,462051,796199,29.02
7.86,LAXMINARAYAN MISRA NA,SAMBALPUR,2,5,IND,Orrisa,36331,462051,462051,796199,29.02
47.04,CHANDRAMANI KALO NA,SUNDARGARH (ST),1,1,GP,Orrisa,87759,186563,186563,411340,45.35
27.45,UDIT PRATAP SINGH NA,SUNDARGARH (ST),1,3,INC,Orrisa,51204,186563,186563,411340,45.35
25.51,HARMAN LAKRA NA,SUNDARGARH (ST),1,2,IND,Orrisa,47600,186563,186563,411340,45.35
66.93,BHANJ DEO LAXMI NARAYAN NA,KEONJHAR,1,1,IND,Orrisa,62509,93392,93392,346575,26.95
23.93,BANSHIDHAR RATHA NA,KEONJHAR,1,2,INC,Orrisa,22346,93392,93392,346575,26.95
9.14,RICHARD JUSTIN NA,KEONJHAR,1,3,IND,Orrisa,8537,93392,93392,346575,26.95
34.10,RAM CHANDRA MAJHI NA,MAYURBHANJ (ST),1,1,IND,Orrisa,33140,97175,97175,398171,24.41
