%,CANDIDATE,CONSTITUENCY,NUMBER OF SEATS,No.,PARTY,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
9.78,SOUGAIJAM SAMARENDRA SINGH NA,INNER MANIPUR,1,5,PSP,Manipur,9082,92844,92844,166959,55.61
8.84,LAIRENMAYUM IBOONGOHAI SINGH NA,INNER MANIPUR,1,3,IND,Manipur,8212,92844,92844,166959,55.61
26.24,RUNGSUNG SUISA NA,OUTER MANIPUR (ST),1,1,INC,Manipur,21316,81247,81247,163252,49.77
24.99,ATHIKHO DEHO NA,OUTER MANIPUR (ST),1,2,IND,Manipur,20302,81247,81247,163252,49.77
21.30,RISANG NA,OUTER MANIPUR (ST),1,6,IND,Manipur,17307,81247,81247,163252,49.77
16.66,PAOKHOHANG NA,OUTER MANIPUR (ST),1,4,IND,Manipur,13534,81247,81247,163252,49.77
6.37,H. TUALVUNG NA,OUTER MANIPUR (ST),1,3,IND,Manipur,5178,81247,81247,163252,49.77
4.44,TEBA KILONG NA,OUTER MANIPUR (ST),1,5,PSP,Manipur,3610,81247,81247,163252,49.77
24.18,DEB BARMA BANGSHI NA,TRIPURA,2,1,INC,Tripura,133078,550338,550338,432902,63.56
23.37,DEB DASARATHA NA,TRIPURA,2,2,CPI,Tripura,128624,550338,550338,432902,63.56
21.83,SINGH UMESH LAL NA,TRIPURA,2,7,INC,Tripura,120163,550338,550338,432902,63.56
21.77,DUTTA BIRENDRA NA,TRIPURA,2,5,CPI,Tripura,119798,550338,550338,432902,63.56
4.58,CHOUDHURY JOGENDRA KUMAR NA,TRIPURA,2,4,IND,Tripura,25227,550338,550338,432902,63.56
2.87,DEB BARMA LALIT MOHAN NA,TRIPURA,2,6,IND,Tripura,15806,550338,550338,432902,63.56
1.39,CHAKMA SNEHA KUMAR NA,TRIPURA,2,3,IND,Tripura,7642,550338,550338,432902,63.56
