%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
70.8,MEETHA LAL,SAWAI MADHOPUR (ST),1,BLD,M,RAJASTHAN,214125,312611,302440,628738,49.72
29.2,CHUTTAN LAL,SAWAI MADHOPUR (ST),2,INC,M,RAJASTHAN,88315,312611,302440,628738,49.72
63.1,SRIKARAN SHARDA,AJMER,1,BLD,M,RAJASTHAN,212284,345484,336410,577838,59.79
32.11,BISHWESHWAR NATH BHARGAVA,AJMER,2,INC,M,RAJASTHAN,108036,345484,336410,577838,59.79
2.06,BACCHAN SINGH,AJMER,3,IND,M,RAJASTHAN,6934,345484,336410,577838,59.79
1.46,PT. KHANAIYA LAL AZAD,AJMER,4,IND,M,RAJASTHAN,4897,345484,336410,577838,59.79
1.27,KRISHAN GOPAL GUPTA,AJMER,5,IND,M,RAJASTHAN,4259,345484,336410,577838,59.79
73.09,RAM KANWAR,TONK (SC),1,BLD,M,RAJASTHAN,240810,340075,329469,605402,56.17
23.95,BANWARI LAL,TONK (SC),2,INC,M,RAJASTHAN,78893,340075,329469,605402,56.17
2.54,RAM NATH,TONK (SC),3,IND,M,RAJASTHAN,8371,340075,329469,605402,56.17
0.42,HARI SHANKER ARYA REGAR,TONK (SC),4,IND,M,RAJASTHAN,1395,340075,329469,605402,56.17
69.92,KRISHNA KUMAR GOYAL,KOTA,1,BLD,M,RAJASTHAN,241835,357258,345885,549045,65.07
26.73,KIRIT BHAI,KOTA,2,INC,M,RAJASTHAN,92451,357258,345885,549045,65.07
1.4,MANGI LAL,KOTA,3,IND,M,RAJASTHAN,4838,357258,345885,549045,65.07
1.18,KRIPA SHANKAR,KOTA,4,IND,M,RAJASTHAN,4082,357258,345885,549045,65.07
0.77,ABDUL RAHIM KARI,KOTA,5,IND,M,RAJASTHAN,2679,357258,345885,549045,65.07
70.06,CHATURBHUJ,JHALAWAR,1,BLD,M,RAJASTHAN,229820,343827,328023,549344,62.59
29.94,BRIJ RAJ SINGH,JHALAWAR,2,INC,M,RAJASTHAN,98203,343827,328023,549344,62.59
60.37,HEERA BHAI,BANSWARA (ST),1,BLD,M,RAJASTHAN,198354,347464,328543,537126,64.69
33.77,PRABHU LAL RAWAT,BANSWARA (ST),2,INC,M,RAJASTHAN,110955,347464,328543,537126,64.69
5.85,UDAI LAL,BANSWARA (ST),3,CPI,M,RAJASTHAN,19234,347464,328543,537126,64.69
68.77,IALIYA,SALUMBER (ST),1,BLD,M,RAJASTHAN,180432,275355,262367,537118,51.27
31.23,DEVI LAL MEENA,SALUMBER (ST),2,INC,M,RAJASTHAN,81935,275355,262367,537118,51.27
67.08,BHANU KUMAR SHASTRI,UDAIPUR,1,BLD,M,RAJASTHAN,240181,367833,358045,643622,57.15
26.01,KALU LAL SHRIMALI,UDAIPUR,2,INC,M,RAJASTHAN,93125,367833,358045,643622,57.15
3.8,GAMER LAL,UDAIPUR,3,IND,M,RAJASTHAN,13604,367833,358045,643622,57.15
2.1,DAGRUMAL,UDAIPUR,4,IND,M,RAJASTHAN,7514,367833,358045,643622,57.15
1.01,SHANKAR LAL CHAPLOT,UDAIPUR,5,IND,M,RAJASTHAN,3621,367833,358045,643622,57.15
71.49,SHYAM SUNDER,CHITTORGARH,1,BLD,M,RAJASTHAN,229048,333384,320414,601379,55.44
28.51,BHANWAR LAL JHANWAR,CHITTORGARH,2,INC,M,RAJASTHAN,91366,333384,320414,601379,55.44
64.65,ROOPLAL SOMANI,BHILWARA,1,BLD,M,RAJASTHAN,227649,363903,352112,636244,57.2
28.19,RAM PRASAD LADHA,BHILWARA,2,INC,M,RAJASTHAN,99257,363903,352112,636244,57.2
4.09,GOVIND LAL,BHILWARA,3,IND,M,RAJASTHAN,14392,363903,352112,636244,57.2
1.62,MISRI LAL MEHTA,BHILWARA,4,IND,M,RAJASTHAN,5695,363903,352112,636244,57.2
1.45,SRI KRISHNA,BHILWARA,5,IND,M,RAJASTHAN,5119,363903,352112,636244,57.2
61.83,AMRIT NEHATA,PALI,1,BLD,M,RAJASTHAN,197790,334670,319896,608370,55.01
34.24,MOOL CHAND DAGA,PALI,2,INC,M,RAJASTHAN,109543,334670,319896,608370,55.01
3.93,MITHA LAL,PALI,3,IND,M,RAJASTHAN,12563,334670,319896,608370,55.01
59.98,HUKAM RAM,JALORE (SC),1,BLD,M,RAJASTHAN,168299,299420,280596,648497,46.17
40.02,VIRDA RAM,JALORE (SC),2,INC,M,RAJASTHAN,112297,299420,280596,648497,46.17
64.1,TAN SINGH,BARMER,1,BLD,M,RAJASTHAN,191574,309628,298869,638287,48.51
34.55,KHET SINGH,BARMER,2,INC,M,RAJASTHAN,103249,309628,298869,638287,48.51
1.35,MOOLA RAM,BARMER,3,IND,M,RAJASTHAN,4046,309628,298869,638287,48.51
50.87,RANCHHORDAS GATTANI,JODHPUR,1,BLD,M,RAJASTHAN,174431,352632,342863,610912,57.72
44.55,POONAM CHAND BISHNOI,JODHPUR,2,INC,M,RAJASTHAN,152746,352632,342863,610912,57.72
4.58,JAHUR AHMED,JODHPUR,3,IND,M,RAJASTHAN,15686,352632,342863,610912,57.72
51.92,NATHU RAM,NAGAUR,1,INC,M,RAJASTHAN,189290,375278,364609,639881,58.65
46.39,KISHAN LAL SHAH,NAGAUR,2,BLD,M,RAJASTHAN,169136,375278,364609,639881,58.65
1.7,RADHAKISHAN,NAGAUR,3,IND,M,RAJASTHAN,6183,375278,364609,639881,58.65
0.0,CHATRA BAHADUR CHHETRI,SIKKIM,1,INC,M,SIKKIM,0,0,0,124023,0.0
54.26,ASAI THAMBI A.V.P.,MADRAS NORTH,1,DMK,M,TAMIL NADU,250852,470323,462301,852627,55.16
44.51,MANOHARAN K.,MADRAS NORTH,2,ADK,M,TAMIL NADU,205749,470323,462301,852627,55.16
0.42,VARADHA DESIKAN O.A.,MADRAS NORTH,3,IND,M,TAMIL NADU,1919,470323,462301,852627,55.16
0.22,JAGADEV,MADRAS NORTH,4,IND,M,TAMIL NADU,1032,470323,462301,852627,55.16
0.19,MANICKAM R. ALIAS THIRUMARAVAN,MADRAS NORTH,5,IND,M,TAMIL NADU,876,470323,462301,852627,55.16
0.15,VENKATAKRISHNAIAH V.,MADRAS NORTH,6,IND,M,TAMIL NADU,686,470323,462301,852627,55.16
0.13,MANAKCHAND NAHAR B.,MADRAS NORTH,7,IND,M,TAMIL NADU,595,470323,462301,852627,55.16
0.13,VENKATESAN P.,MADRAS NORTH,8,IND,M,TAMIL NADU,592,470323,462301,852627,55.16
56.52,RAMACHANDRAN P.,MADRAS CENTRAL,1,NCO,M,TAMIL NADU,259437,465600,459054,860316,54.12
40.52,RAJA MOHAMED K.,MADRAS CENTRAL,2,ADK,M,TAMIL NADU,186026,465600,459054,860316,54.12
1.53,V.N. BAJPAI,MADRAS CENTRAL,3,IND,M,TAMIL NADU,7013,465600,459054,860316,54.12
0.56,SUBRAMANIAM ALIAS P.N.S. MANI,MADRAS CENTRAL,4,IND,M,TAMIL NADU,2565,465600,459054,860316,54.12
0.46,ABDUL GAFFOOR,MADRAS CENTRAL,5,IND,M,TAMIL NADU,2092,465600,459054,860316,54.12
0.2,DAIVASIGAMANY A.,MADRAS CENTRAL,6,IND,M,TAMIL NADU,934,465600,459054,860316,54.12
0.13,PORCHELVI ALIAS SHEELU BAJAJ DOCTOR,MADRAS CENTRAL,7,IND,M,TAMIL NADU,580,465600,459054,860316,54.12
0.09,VARADHA DESIKAN O.A.,MADRAS CENTRAL,8,IND,M,TAMIL NADU,407,465600,459054,860316,54.12
50.79,VENKATARAMAN R.,MADRAS SOUTH,1,INC,M,TAMIL NADU,241033,480835,474577,818878,58.72
47.66,MURASOLI MARAN,MADRAS SOUTH,2,DMK,M,TAMIL NADU,226204,480835,474577,818878,58.72
0.56,SRINIVASAN S.,MADRAS SOUTH,3,IND,M,TAMIL NADU,2676,480835,474577,818878,58.72
0.28,NATARAJAN K.,MADRAS SOUTH,4,IND,M,TAMIL NADU,1349,480835,474577,818878,58.72
0.28,RAGHAVAN D.,MADRAS SOUTH,5,IND,M,TAMIL NADU,1323,480835,474577,818878,58.72
0.18,MOHAMMED EHIYA,MADRAS SOUTH,6,IND,M,TAMIL NADU,847,480835,474577,818878,58.72
0.16,RAO I.S.,MADRAS SOUTH,7,IND,M,TAMIL NADU,757,480835,474577,818878,58.72
0.08,THIRUNAGAR RATHNAM,MADRAS SOUTH,8,IND,M,TAMIL NADU,388,480835,474577,818878,58.72
53.09,JAGANATHAN S.,SRIPERUMBUDUR (SC),1,ADK,M,TAMIL NADU,239632,462475,451365,695900,66.46
42.91,ELUMALAI T.P.,SRIPERUMBUDUR (SC),2,NCO,M,TAMIL NADU,193700,462475,451365,695900,66.46
4.0,ANGAMUTHU N.,SRIPERUMBUDUR (SC),3,IND,M,TAMIL NADU,18033,462475,451365,695900,66.46
52.59,MOHANARANGAM R.,CHENGALPATTU,1,ADK,M,TAMIL NADU,236818,461557,450270,630334,73.22
44.68,ERA SEZHIYAN,CHENGALPATTU,2,DMK,M,TAMIL NADU,201179,461557,450270,630334,73.22
0.89,MOORTHY G.K.,CHENGALPATTU,3,IND,M,TAMIL NADU,4001,461557,450270,630334,73.22
0.85,M. SUNDARRAJ,CHENGALPATTU,4,RPI,M,TAMIL NADU,3809,461557,450270,630334,73.22
0.43,VEERAPPAN V.T.R.,CHENGALPATTU,5,IND,M,TAMIL NADU,1917,461557,450270,630334,73.22
0.31,RAMANUJAM,CHENGALPATTU,6,IND,M,TAMIL NADU,1405,461557,450270,630334,73.22
0.25,KALI NAICKER S.A.,CHENGALPATTU,7,IND,M,TAMIL NADU,1141,461557,450270,630334,73.22
52.4,ALAGESAN O.V.,ARAKKONAM,1,INC,M,TAMIL NADU,243818,477910,465330,667308,71.62
39.96,VEERASWAMI N.,ARAKKONAM,2,DMK,M,TAMIL NADU,185954,477910,465330,667308,71.62
2.58,MARGABANDU R.,ARAKKONAM,3,IND,M,TAMIL NADU,11997,477910,465330,667308,71.62
2.07,DANIEL Y.,ARAKKONAM,4,IND,M,TAMIL NADU,9638,477910,465330,667308,71.62
0.96,SELVARAJI K.,ARAKKONAM,5,IND,M,TAMIL NADU,4471,477910,465330,667308,71.62
0.79,KANDAPPAN A.,ARAKKONAM,6,IND,M,TAMIL NADU,3670,477910,465330,667308,71.62
0.56,RAGHAVAN D.,ARAKKONAM,7,IND,M,TAMIL NADU,2593,477910,465330,667308,71.62
0.35,JAYACHANDRA NAIDU R.,ARAKKONAM,8,IND,M,TAMIL NADU,1619,477910,465330,667308,71.62
0.34,NARAYANAN,ARAKKONAM,9,IND,M,TAMIL NADU,1570,477910,465330,667308,71.62
49.22,DHANDAYUTHAPANI V.,VELLORE,1,NCO,M,TAMIL NADU,220994,459693,449004,659939,69.66
48.51,ABDUL SAMAD,VELLORE,2,IND,M,TAMIL NADU,217833,459693,449004,659939,69.66
1.44,SESHAN S.I.,VELLORE,3,IND,M,TAMIL NADU,6464,459693,449004,659939,69.66
0.83,DAMODARAM V.K.,VELLORE,4,IND,M,TAMIL NADU,3713,459693,449004,659939,69.66
60.06,VISWANATHAN C.N.,TIRUPPATTUR,1,DMK,M,TAMIL NADU,257322,440042,428433,656520,67.03
37.03,CHINNARAJE GOUNDER C.K.,TIRUPPATTUR,2,ADK,M,TAMIL NADU,158656,440042,428433,656520,67.03
0.85,RAJI NAIDU N.,TIRUPPATTUR,3,IND,M,TAMIL NADU,3646,440042,428433,656520,67.03
0.83,RAJAN D.,TIRUPPATTUR,4,IND,M,TAMIL NADU,3553,440042,428433,656520,67.03
0.66,RAMASWAMY M.,TIRUPPATTUR,5,IND,M,TAMIL NADU,2813,440042,428433,656520,67.03
0.22,RAMASAMY G.,TIRUPPATTUR,6,IND,M,TAMIL NADU,933,440042,428433,656520,67.03
0.21,JAYARAMAN T.,TIRUPPATTUR,7,IND,M,TAMIL NADU,882,440042,428433,656520,67.03
0.15,RAGHAVAN D.,TIRUPPATTUR,8,IND,M,TAMIL NADU,628,440042,428433,656520,67.03
58.41,VENUGOPAL GOUNDER,WANDIWASH,1,ADK,M,TAMIL NADU,267930,470355,458738,685987,68.57
40.72,DURAI MURUGAN,WANDIWASH,2,DMK,M,TAMIL NADU,186798,470355,458738,685987,68.57
0.87,JAGADEVA GOUNDER N.,WANDIWASH,3,IND,M,TAMIL NADU,4010,470355,458738,685987,68.57
53.82,LAKSHMINARAYANAN M.R.,TINDIVANAM,1,INC,M,TAMIL NADU,233155,446012,433198,649592,68.66
42.4,KRISHNAMOORTHY V.,TINDIVANAM,2,DMK,M,TAMIL NADU,183670,446012,433198,649592,68.66
1.99,KANAGARAJ V.,TINDIVANAM,3,IND,M,TAMIL NADU,8615,446012,433198,649592,68.66
1.49,WAHAB K.M.A.,TINDIVANAM,4,IND,M,TAMIL NADU,6450,446012,433198,649592,68.66
0.3,VELAVAN D.,TINDIVANAM,5,IND,M,TAMIL NADU,1308,446012,433198,649592,68.66
55.75,BHUVARAHAN G.,CUDDALORE,1,INC,M,TAMIL NADU,231128,429893,414561,644882,66.66
34.27,RADHAKRISHNAN S.,CUDDALORE,2,NCO,M,TAMIL NADU,142071,429893,414561,644882,66.66
6.48,KANAGARATHINAM S.,CUDDALORE,3,IND,M,TAMIL NADU,26862,429893,414561,644882,66.66
2.65,MEYALAGAN T.,CUDDALORE,4,IND,M,TAMIL NADU,10989,429893,414561,644882,66.66
0.85,VAHAB T.,CUDDALORE,5,IND,M,TAMIL NADU,3511,429893,414561,644882,66.66
62.2,MURUGESAN A.,CHIDAMBARAM (SC),1,ADK,M,TAMIL NADU,278406,459817,447578,663634,69.29
37.8,RAJANGAM N.,CHIDAMBARAM (SC),2,DMK,M,TAMIL NADU,169172,459817,447578,663634,69.29
60.25,RAMAMURTHY K.,DHARMAPURI,1,INC,M,TAMIL NADU,239908,408446,398163,631245,64.7
33.71,PONNUSWAMI P.,DHARMAPURI,2,NCO,M,TAMIL NADU,134222,408446,398163,631245,64.7
4.78,KALIANNA GOUNDER P.,DHARMAPURI,3,IND,M,TAMIL NADU,19034,408446,398163,631245,64.7
1.26,ANGANNA CHETTIAR T.V.,DHARMAPURI,4,IND,M,TAMIL NADU,4999,408446,398163,631245,64.7
65.64,PERIASAMY P.V.,KRISHNAGIRI,1,ADK,M,TAMIL NADU,222979,349648,339698,583179,59.96
30.54,KAMALANATHAN M.,KRISHNAGIRI,2,DMK,M,TAMIL NADU,103751,349648,339698,583179,59.96
1.46,SHANMUGAM A.,KRISHNAGIRI,3,IND,M,TAMIL NADU,4949,349648,339698,583179,59.96
0.82,PARASURAMAN,KRISHNAGIRI,4,IND,M,TAMIL NADU,2778,349648,339698,583179,59.96
0.64,SEETHARAMA REDDY S.,KRISHNAGIRI,5,IND,M,TAMIL NADU,2163,349648,339698,583179,59.96
0.32,PURANDARAN ALIAS TAMIL ARASU,KRISHNAGIRI,6,IND,M,TAMIL NADU,1090,349648,339698,583179,59.96
0.27,ABDUL JABBAR H.,KRISHNAGIRI,7,IND,M,TAMIL NADU,919,349648,339698,583179,59.96
0.2,MUNISAMY M.,KRISHNAGIRI,8,IND,M,TAMIL NADU,671,349648,339698,583179,59.96
0.12,WILSON JAISINGH M.,KRISHNAGIRI,9,IND,M,TAMIL NADU,398,349648,339698,583179,59.96
62.3,DEVARAJAN B.,RASIPURAM (SC),1,INC,M,TAMIL NADU,275212,453058,441779,716448,63.24
32.09,JOTHIVENKATACHALLUM,RASIPURAM (SC),2,NCO,F,TAMIL NADU,141774,453058,441779,716448,63.24
5.61,VAJRAVEL M.,RASIPURAM (SC),3,IND,M,TAMIL NADU,24793,453058,441779,716448,63.24
58.71,KANNAN P.,SALEM,1,ADK,M,TAMIL NADU,254138,440410,432869,677947,64.96
40.32,RAJARAM K.,SALEM,2,DMK,M,TAMIL NADU,174534,440410,432869,677947,64.96
0.3,RAMALINGAM B.T.,SALEM,3,IND,M,TAMIL NADU,1296,440410,432869,677947,64.96
0.25,ADHINARAYANAN N.,SALEM,4,IND,M,TAMIL NADU,1103,440410,432869,677947,64.96
0.24,PONNUSAMY T.,SALEM,5,IND,M,TAMIL NADU,1059,440410,432869,677947,64.96
0.17,ASAITHAMBI K.,SALEM,6,IND,M,TAMIL NADU,739,440410,432869,677947,64.96
59.58,KOLANTHAIVELU R.,TIRUCHENGODE,1,ADK,M,TAMIL NADU,303738,522305,509784,826331,63.21
34.44,MUTHUSAMY M.,TIRUCHENGODE,2,DMK,M,TAMIL NADU,175558,522305,509784,826331,63.21
4.52,RAJALINGAM K.,TIRUCHENGODE,3,IND,M,TAMIL NADU,23020,522305,509784,826331,63.21
1.46,SEERANGAM C.,TIRUCHENGODE,4,IND,M,TAMIL NADU,7468,522305,509784,826331,63.21
55.85,RAMALINGAM P.S.,NILGIRIS,1,ADK,M,TAMIL NADU,241777,444544,432887,695566,63.91
42.14,NANJA GOWDER M.K.,NILGIRIS,2,NCO,M,TAMIL NADU,182431,444544,432887,695566,63.91
1.17,SUBRAMANIAM V.,NILGIRIS,3,IND,M,TAMIL NADU,5057,444544,432887,695566,63.91
0.84,AADRPUS MAYASON,NILGIRIS,4,IND,M,TAMIL NADU,3622,444544,432887,695566,63.91
58.58,RAMASWAMY K.S.,GOBICHETTIPALAYAM,1,INC,M,TAMIL NADU,255120,449419,435501,648924,69.26
34.37,KARUPPUSWAMY N.K.,GOBICHETTIPALAYAM,2,NCO,M,TAMIL NADU,149662,449419,435501,648924,69.26
4.19,SHANMUGHAM M.K.,GOBICHETTIPALAYAM,3,IND,M,TAMIL NADU,18243,449419,435501,648924,69.26
2.86,NANJAPPA GOUNDER M.,GOBICHETTIPALAYAM,4,IND,M,TAMIL NADU,12476,449419,435501,648924,69.26
52.06,PARVATHI KRISHNAN,COIMBATORE,1,CPI,F,TAMIL NADU,267424,523180,513670,743258,70.39
47.94,LAKSHMANAN S.V.,COIMBATORE,2,NCO,M,TAMIL NADU,246246,523180,513670,743258,70.39
64.48,RAJU K.A.,POLLACHI (SC),1,ADK,M,TAMIL NADU,259388,413749,402246,670445,61.71
33.61,DHANDAPANI C.T.,POLLACHI (SC),2,DMK,M,TAMIL NADU,135194,413749,402246,670445,61.71
1.91,MURUGAN V.,POLLACHI (SC),3,IND,M,TAMIL NADU,7664,413749,402246,670445,61.71
71.7,SUBRAMANIAM C.,PALANI,1,INC,M,TAMIL NADU,351897,503041,490804,738018,68.16
26.51,SAMINATHAN K.N.,PALANI,2,DMK,M,TAMIL NADU,130129,503041,490804,738018,68.16
1.79,LINGASWAMY GOUNDER K.N.,PALANI,3,IND,M,TAMIL NADU,8778,503041,490804,738018,68.16
59.6,MAYA THEVAR K.,DINDIGUL,1,ADK,M,TAMIL NADU,283341,483612,475417,721154,67.06
24.0,BALASUBRAMANYAM A.,DINDIGUL,2,CPM,M,TAMIL NADU,114117,483612,475417,721154,67.06
12.73,MOOKKIAH THEVAR P.K.,DINDIGUL,3,IND,M,TAMIL NADU,60500,483612,475417,721154,67.06
1.84,SANTHANAM N.M.,DINDIGUL,4,IND,M,TAMIL NADU,8768,483612,475417,721154,67.06
1.23,MANOKARAN M.,DINDIGUL,5,IND,M,TAMIL NADU,5830,483612,475417,721154,67.06
0.6,SREENIVASAN N.,DINDIGUL,6,IND,M,TAMIL NADU,2861,483612,475417,721154,67.06
62.13,SWAMINATHAN R.V.,MADURAI,1,INC,M,TAMIL NADU,299309,489074,481771,761202,64.25
34.24,RAMAMURTHI P.,MADURAI,2,CPM,M,TAMIL NADU,164964,489074,481771,761202,64.25
1.92,MUTHUMAYA THEVAR S.,MADURAI,3,IND,M,TAMIL NADU,9257,489074,481771,761202,64.25
0.79,KRISHNAN (JANAKI) J.S.,MADURAI,4,IND,M,TAMIL NADU,3809,489074,481771,761202,64.25
0.55,BRABAHARA SINGH B.,MADURAI,5,IND,M,TAMIL NADU,2656,489074,481771,761202,64.25
0.37,LAKSHMANASUBBARAJULU G.,MADURAI,6,IND,M,TAMIL NADU,1776,489074,481771,761202,64.25
69.65,RAMASAMY S.,PERIYAKULAM,1,ADK,M,TAMIL NADU,328100,480718,471059,693319,69.34
26.26,PALANIVEL RAJAN,PERIYAKULAM,2,DMK,M,TAMIL NADU,123708,480718,471059,693319,69.34
2.72,ANDITHEVAR K.,PERIYAKULAM,3,IND,M,TAMIL NADU,12813,480718,471059,693319,69.34
1.02,SURULIVELU K.,PERIYAKULAM,4,IND,M,TAMIL NADU,4808,480718,471059,693319,69.34
0.35,GUNASEKARAN S.,PERIYAKULAM,5,IND,M,TAMIL NADU,1630,480718,471059,693319,69.34
62.26,GOPAL K.,KARUR,1,INC,M,TAMIL NADU,315259,517913,506396,732872,70.67
33.52,MEENAKSHISUNDARAM M.,KARUR,2,NCO,M,TAMIL NADU,169739,517913,506396,732872,70.67
3.87,SANDHANAM M.,KARUR,3,IND,M,TAMIL NADU,19618,517913,506396,732872,70.67
0.35,RAMASAMY REDDIAR O.P.,KARUR,4,IND,M,TAMIL NADU,1780,517913,506396,732872,70.67
57.1,M. KALYANASUNDARAM,TIRUCHIRAPPALLI,1,CPI,M,TAMIL NADU,276390,491281,484085,712644,68.94
41.39,Y. VENKATESWARA DIKSHIDAR,TIRUCHIRAPPALLI,2,NCO,M,TAMIL NADU,200345,491281,484085,712644,68.94
0.6,A. LAWRENCE,TIRUCHIRAPPALLI,3,IND,M,TAMIL NADU,2917,491281,484085,712644,68.94
0.5,M.M. ISMAIL,TIRUCHIRAPPALLI,4,IND,M,TAMIL NADU,2421,491281,484085,712644,68.94
0.42,T.K. REGASAMY,TIRUCHIRAPPALLI,5,IND,M,TAMIL NADU,2012,491281,484085,712644,68.94
68.62,ASOKARAJ A.,PERAMBALUR (SC),1,ADK,M,TAMIL NADU,326046,485974,475137,672075,72.31
30.73,J.S. RAJU,PERAMBALUR (SC),2,DMK,M,TAMIL NADU,146019,485974,475137,672075,72.31
0.65,M. MAHALINGAM,PERAMBALUR (SC),3,IND,M,TAMIL NADU,3072,485974,475137,672075,72.31
55.94,KUDANTHAI RAMALINGAM N.,MAYILADUTURAI,1,INC,M,TAMIL NADU,272202,496486,486569,647843,76.64
40.68,GOVINDASAMY S.,MAYILADUTURAI,2,NCO,M,TAMIL NADU,197937,496486,486569,647843,76.64
2.99,MANEE K.B.S.,MAYILADUTURAI,3,IND,M,TAMIL NADU,14554,496486,486569,647843,76.64
0.39,AUTSUTHAN NAIR C.K.V.,MAYILADUTURAI,4,IND,M,TAMIL NADU,1876,496486,486569,647843,76.64
53.95,MURUGAIYAN S.G.,NAGAPATTINAM (SC),1,CPI,M,TAMIL NADU,278419,523928,516028,663463,78.97
46.05,THAZHAI KARUNNANITHI M.,NAGAPATTINAM (SC),2,DMK,M,TAMIL NADU,237609,523928,516028,663463,78.97
60.17,SOMASUNDARAM S.D.,THANJAVUR,2,ADK,M,TAMIL NADU,289059,490266,480375,633005,77.45
39.83,GANESAN L.,THANJAVUR,1,DMK,M,TAMIL NADU,191316,490266,480375,633005,77.45
65.27,ELANCHEZHIAN V.S.,PUDUKKOTTAI,1,ADK,M,TAMIL NADU,342120,532811,524130,700248,76.09
22.61,VAIRAVA THEVAR V.,PUDUKKOTTAI,2,NCO,M,TAMIL NADU,118505,532811,524130,700248,76.09
9.38,CHELLIAH KUZHA,PUDUKKOTTAI,3,IND,M,TAMIL NADU,49147,532811,524130,700248,76.09
2.06,SINGARAVEL CHETTIAR R.M.M.,PUDUKKOTTAI,4,IND,M,TAMIL NADU,10790,532811,524130,700248,76.09
0.39,ILUPPUR MOHAMEDALI A.,PUDUKKOTTAI,5,IND,M,TAMIL NADU,2035,532811,524130,700248,76.09
0.29,NARAYANASAMY IYER R.,PUDUKKOTTAI,6,IND,M,TAMIL NADU,1533,532811,524130,700248,76.09
71.3,P.THIAGARAJAN,SIVAGANGA,1,ADK,M,TAMIL NADU,338999,485942,475465,710297,68.41
26.81,R. RAMANATHAN CHETTIAR,SIVAGANGA,2,NCO,M,TAMIL NADU,127466,485942,475465,710297,68.41
0.99,R.M. SANTHAKUMARI,SIVAGANGA,3,IND,F,TAMIL NADU,4716,485942,475465,710297,68.41
0.9,V. SOMASUNDRA ODAIYAR,SIVAGANGA,4,IND,M,TAMIL NADU,4284,485942,475465,710297,68.41
67.62,ANBALAGAN P.,RAMANATHAPURAM,1,ADK,M,TAMIL NADU,297612,449095,440104,693920,64.72
27.83,SATHIYANDRAN M.S.K.,RAMANATHAPURAM,2,DMK,M,TAMIL NADU,122482,449095,440104,693920,64.72
4.07,VELU A.,RAMANATHAPURAM,3,IND,M,TAMIL NADU,17915,449095,440104,693920,64.72
0.48,AYERAI C. ABDUL KADER,RAMANATHAPURAM,4,IND,M,TAMIL NADU,2095,449095,440104,693920,64.72
54.53,V. JAYALAKSHMI,SIVAKASI,1,INC,F,TAMIL NADU,271568,509445,498015,722380,70.52
31.47,G. RAMANUJAM,SIVAKASI,2,NCO,M,TAMIL NADU,156720,509445,498015,722380,70.52
8.37,S.P. RAJU,SIVAKASI,3,IND,M,TAMIL NADU,41707,509445,498015,722380,70.52
2.12,P. MUTHU RAMANUJA THEVAR,SIVAKASI,4,IND,M,TAMIL NADU,10551,509445,498015,722380,70.52
1.3,A.K. KANDASAMY PANDIAN,SIVAKASI,5,IND,M,TAMIL NADU,6457,509445,498015,722380,70.52
0.95,KALIAPPANADAR K.,SIVAKASI,6,IND,M,TAMIL NADU,4713,509445,498015,722380,70.52
0.69,P. SUBBA REDDIAR,SIVAKASI,7,IND,M,TAMIL NADU,3459,509445,498015,722380,70.52
0.57,P. SELVARAJ,SIVAKASI,8,IND,M,TAMIL NADU,2840,509445,498015,722380,70.52
69.82,ARUNACHALAM V.,TIRUNELVELI,1,ADK,M,TAMIL NADU,304562,444250,436223,672649,66.04
27.94,SAMSUDDIN ALIAS KATHIRAVAN K.M.,TIRUNELVELI,2,DMK,M,TAMIL NADU,121869,444250,436223,672649,66.04
1.01,GANAPATHY K.P.,TIRUNELVELI,3,IND,M,TAMIL NADU,4414,444250,436223,672649,66.04
