%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
0.72,GOVINDSINH DEVISINH SOLANKI,AMRELI,7,IND,M,GUJARAT,1857,267457,257894,494073,54.13
50.75,PRASANNAVADAN MANILAL METHTA,BHAVNAGAR,1,BLD,M,GUJARAT,128792,262543,253794,509755,51.5
46.36,CHABILDAS PRAGJIBHAI METHA,BHAVNAGAR,2,INC,M,GUJARAT,117655,262543,253794,509755,51.5
1.88,MEHTA NAGARDAS VALLABNDAS ( NAGARDAS MEHTA ),BHAVNAGAR,3,IND,M,GUJARAT,4776,262543,253794,509755,51.5
1.01,HUSEN HAMDARD,BHAVNAGAR,4,IND,M,GUJARAT,2571,262543,253794,509755,51.5
49.09,PARMAR NATAVARLAL BHAGAVANDAS,DHANDHUKA (SC),1,BLD,M,GUJARAT,134527,283228,274019,549416,51.55
38.96,RATHOD BALVANTRAI RAMJIBHAI,DHANDHUKA (SC),2,INC,M,GUJARAT,106761,283228,274019,549416,51.55
8.62,PARMAR AMBALAL SOMABHAI,DHANDHUKA (SC),3,IND,M,GUJARAT,23624,283228,274019,549416,51.55
2.03,JHALA MAVAJIBHAI KHANABHAI,DHANDHUKA (SC),4,IND,M,GUJARAT,5569,283228,274019,549416,51.55
0.95,MAKWANA KESHAVBHAI KUBERBHAI,DHANDHUKA (SC),5,IND,M,GUJARAT,2597,283228,274019,549416,51.55
0.34,CHAVDA KUBERBHAI GOPABHAI,DHANDHUKA (SC),6,IND,M,GUJARAT,941,283228,274019,549416,51.55
50.59,AHESAN JAFRI,AHMEDABAD,1,INC,M,GUJARAT,187715,378527,371018,573286,66.03
47.9,BRAHMKUMAR BHATT,AHMEDABAD,2,BLD,M,GUJARAT,177702,378527,371018,573286,66.03
0.53,DAVE MAHENDRAKUMAR MAGANLAL,AHMEDABAD,3,IND,M,GUJARAT,1971,378527,371018,573286,66.03
0.47,CHANDULAL KESHAVLAL KHAMAR,AHMEDABAD,4,IND,M,GUJARAT,1752,378527,371018,573286,66.03
0.33,JAGATSING CHANDANSING,AHMEDABAD,5,IND,M,GUJARAT,1208,378527,371018,573286,66.03
0.18,RAVAL PRAVINCHANDRA NAVNITBHAI,AHMEDABAD,6,IND,M,GUJARAT,670,378527,371018,573286,66.03
57.41,PURUSHOTTAM GANESH MAVALANKAR,GANDHINAGAR,1,BLD,M,GUJARAT,221967,394699,386629,619720,63.69
41.86,GOVINDBHAI C. PATEL,GANDHINAGAR,2,INC,M,GUJARAT,161850,394699,386629,619720,63.69
0.73,JAYDEV DESAI,GANDHINAGAR,3,IND,M,GUJARAT,2812,394699,386629,619720,63.69
62.96,PATEL MANIBEN VALLABHBHAI,MEHSANA,1,BLD,F,GUJARAT,240776,388731,382424,596154,65.21
31.03,PATEL NATVARLAL AMRATLAL GAGABHAI,MEHSANA,2,INC,M,GUJARAT,118664,388731,382424,596154,65.21
3.07,MAHERIYA KARSHANBHAI GAGABHAI,MEHSANA,3,IND,M,GUJARAT,11731,388731,382424,596154,65.21
1.51,THAKARDA CHEHRAJI LAKHAMANJI,MEHSANA,4,IND,M,GUJARAT,5772,388731,382424,596154,65.21
0.73,PARMAR VALJIBHAI MAGHABHAI,MEHSANA,5,IND,M,GUJARAT,2777,388731,382424,596154,65.21
0.71,KURESHI FATTEKHAN MAHAMMEDKHAN,MEHSANA,6,IND,M,GUJARAT,2704,388731,382424,596154,65.21
61.36,CHAVDA KHEMCHANDBHAI SOMABHAI,PATAN (SC),1,BLD,M,GUJARAT,182973,303870,298186,573367,53.0
36.69,VANAKAR PUNAMCHANDBHAI MITHABHAI,PATAN (SC),2,INC,M,GUJARAT,109407,303870,298186,573367,53.0
1.95,MAKWANA JETHABHAI GOVINDBHAI,PATAN (SC),3,IND,M,GUJARAT,5806,303870,298186,573367,53.0
61.89,CHAUDHARY MOTIBHAI RANCHHODBHAI,BANASKANTHA,1,BLD,M,GUJARAT,168648,283574,272513,505258,56.12
38.11,POPATLAL MULSHANKAR JOSHI,BANASKANTHA,2,INC,M,GUJARAT,103865,283574,272513,505258,56.12
53.87,H. M. PATEL,SABARKANTHA,1,BLD,M,GUJARAT,164502,316530,305361,543790,58.21
41.41,KUMARSHRI RAJENDRA SINHJI DALJITSINHJI,SABARKANTHA,2,INC,M,GUJARAT,126440,316530,305361,543790,58.21
4.72,AGGARWAL MADANLAL AMBALAL,SABARKANTHA,3,IND,M,GUJARAT,14419,316530,305361,543790,58.21
58.17,VAGHELA SHANKARJI LAXMANJI,KAPADVANJ,1,BLD,M,GUJARAT,188390,330969,323881,561342,58.96
37.18,RATHOD NATVARSINH TAKHATSINH,KAPADVANJ,2,INC,M,GUJARAT,120419,330969,323881,561342,58.96
2.18,PATEL TRIBHUVANBHAI SHIVABHAI,KAPADVANJ,3,IND,M,GUJARAT,7063,330969,323881,561342,58.96
0.97,VANKAR DAHYABHAI RAMABHAI,KAPADVANJ,4,IND,M,GUJARAT,3152,330969,323881,561342,58.96
0.66,PATEL SHANKARBHAI UGRABHAI,KAPADVANJ,5,IND,M,GUJARAT,2145,330969,323881,561342,58.96
0.44,PARMAR RAISINGBHAI PRATAPSINGH,KAPADVANJ,6,IND,M,GUJARAT,1428,330969,323881,561342,58.96
0.4,PRANAMI RASIKLAL VITHALBHAI,KAPADVANJ,7,IND,M,GUJARAT,1284,330969,323881,561342,58.96
50.97,DAMOR SOMJIBHAI PUJABHAI,DOHAD (ST),1,INC,M,GUJARAT,89538,184171,175683,508980,36.18
49.03,MINAMA GOVINDSINGH LALCHANDBHAI,DOHAD (ST),2,BLD,M,GUJARAT,86145,184171,175683,508980,36.18
48.64,DESAI HITENDRABHAI KANAIYALAL,GODHRA,1,INC,M,GUJARAT,138634,295163,285018,517416,57.05
48.16,MODY PILLO HOMI,GODHRA,2,BLD,M,GUJARAT,137254,295163,285018,517416,57.05
2.02,MEHRA LALLUBHAI SHANKERBHAI,GODHRA,3,IND,M,GUJARAT,5769,295163,285018,517416,57.05
1.18,DESAI MUKUNDRAI BHIKHUBHAI,GODHRA,4,IND,M,GUJARAT,3361,295163,285018,517416,57.05
53.55,DESAI DHARMSINGH DADUBHAI,KAIRA,1,INC,M,GUJARAT,211884,404195,395697,573138,70.52
42.97,VAGHELA SHANKARBHAI DESAIBHAI,KAIRA,2,BLD,M,GUJARAT,170040,404195,395697,573138,70.52
1.13,ZALA FULABHAI GOKALBHAI,KAIRA,3,IND,M,GUJARAT,4468,404195,395697,573138,70.52
1.08,MAHERA LALLUBHAI SHANKERBHAI,KAIRA,4,IND,M,GUJARAT,4260,404195,395697,573138,70.52
0.96,CHAUHAN BHUDARJI BABARBHAI,KAIRA,5,IND,M,GUJARAT,3789,404195,395697,573138,70.52
0.32,PATEL JAGDISHCHANDRA PRABHUJIBHAI,KAIRA,6,IND,M,GUJARAT,1256,404195,395697,573138,70.52
56.51,AJITSINH FULSINH DABHI,ANAND,1,INC,M,GUJARAT,221099,401323,391277,564294,71.12
40.46,JADAV HIMATSINH KHODSINH,ANAND,2,BLD,M,GUJARAT,158320,401323,391277,564294,71.12
2.27,SOLANKI MULJIBHAI KHANJIBHAI,ANAND,3,IND,M,GUJARAT,8873,401323,391277,564294,71.12
0.76,PATEL MAHENDRAKUMAR BABUBHAI,ANAND,4,IND,M,GUJARAT,2985,401323,391277,564294,71.12
55.02,RATHAWA AMARSINH VIRIYABHAI,CHHOTA UDAIPUR (ST),1,INC,M,GUJARAT,170343,321022,309613,533507,60.17
41.74,RATHAWA MANHARBHAI VIRSINGBHAI,CHHOTA UDAIPUR (ST),2,BLD,M,GUJARAT,129220,321022,309613,533507,60.17
3.25,BHIL HARIDAS KHUSHALBHAI,CHHOTA UDAIPUR (ST),3,IND,M,GUJARAT,10050,321022,309613,533507,60.17
54.18,GAEKWAD FATESINHRAO PRATAPSINHRAO,BARODA,1,INC,M,GUJARAT,219101,411857,404387,595724,69.14
44.06,PATEL MANUBHAI MOTILAL,BARODA,2,BLD,M,GUJARAT,178178,411857,404387,595724,69.14
0.78,SAIYAD NAJARALI CHIMANBAPU,BARODA,3,IND,M,GUJARAT,3141,411857,404387,595724,69.14
0.72,THAKORLAL CHANDULAL SHAH,BARODA,4,IND,M,GUJARAT,2908,411857,404387,595724,69.14
0.18,BAROT RAMESH BHAI BHUPATBHAI,BARODA,5,IND,M,GUJARAT,743,411857,404387,595724,69.14
0.08,BHAVSAGAR THAKORLAL PARSOTTAMDAS,BARODA,6,IND,M,GUJARAT,316,411857,404387,595724,69.14
56.81,PATEL AHMEDBHAI MOHMADBHAI,BROACH,1,INC,M,GUJARAT,189815,345057,334124,544523,63.37
37.99,UNIA SULEMAN ESSUF,BROACH,2,BLD,M,GUJARAT,126936,345057,334124,544523,63.37
2.25,DEVAR ASPI RUSTAMJI,BROACH,3,IND,M,GUJARAT,7523,345057,334124,544523,63.37
1.39,THAKOR RASULKHAN NANDIRKHAN,BROACH,4,IND,M,GUJARAT,4630,345057,334124,544523,63.37
0.9,KHARVA MANGALBHAI RAIJIBHAI,BROACH,5,IND,M,GUJARAT,3008,345057,334124,544523,63.37
0.66,PATEL MANGALBHAI SHANABHAI,BROACH,6,IND,M,GUJARAT,2212,345057,334124,544523,63.37
52.46,DESAI MORARJI RANCHHODJI,SURAT,1,BLD,M,GUJARAT,206206,401238,393050,582963,68.83
47.0,CHAUHAN JASHVANTSINGH DAN SINGH,SURAT,2,INC,M,GUJARAT,184746,401238,393050,582963,68.83
0.32,PATEL ZINABHAI UKABHAI,SURAT,3,IND,M,GUJARAT,1263,401238,393050,582963,68.83
0.21,RESHAMWALA SUBHASHBHAI SHANTILAL,SURAT,4,IND,M,GUJARAT,835,401238,393050,582963,68.83
56.04,GAMIT CHHITUBHAI DEVJIBHAI,MANDVI (ST),1,INC,M,GUJARAT,183609,340473,327615,541832,62.84
43.96,CHAUDHARY MUKUNDBHAI JANABHAI,MANDVI (ST),2,BLD,M,GUJARAT,144006,340473,327615,541832,62.84
51.11,PATEL NANUBHAI NICHHABHAI,BULSAR (ST),1,BLD,M,GUJARAT,161861,330000,316718,556415,59.31
45.43,PATEL NIRMALABHEN HARJIBHAI,BULSAR (ST),2,INC,F,GUJARAT,143897,330000,316718,556415,59.31
3.46,GAVIT RATANBHAI GOVINDBHAI,BULSAR (ST),3,IND,M,GUJARAT,10960,330000,316718,556415,59.31
68.34,SURAJ BHAN,AMBALA (SC),1,BLD,M,HARYANA,264590,396269,387189,521047,76.05
25.59,RAM PRAKASH,AMBALA (SC),2,INC,M,HARYANA,99096,396269,387189,521047,76.05
3.62,DES RAJ,AMBALA (SC),3,CPI,M,HARYANA,14021,396269,387189,521047,76.05
2.45,SUMER CHAND,AMBALA (SC),4,IND,M,HARYANA,9482,396269,387189,521047,76.05
76.92,RAGHBIR SINGH,KURUKSHETRA,1,BLD,M,HARYANA,322164,425945,418857,538852,79.05
17.03,DEVDUTT PURI,KURUKSHETRA,2,INC,M,HARYANA,71322,425945,418857,538852,79.05
2.69,HARNAM SINGH,KURUKSHETRA,3,CPI,M,HARYANA,11268,425945,418857,538852,79.05
1.16,BHIM,KURUKSHETRA,4,IND,M,HARYANA,4875,425945,418857,538852,79.05
0.77,SARDARILAL,KURUKSHETRA,5,IND,M,HARYANA,3240,425945,418857,538852,79.05
0.67,NANNUMAL,KURUKSHETRA,6,IND,M,HARYANA,2822,425945,418857,538852,79.05
0.63,K. K. TOOFAN,KURUKSHETRA,7,IND,M,HARYANA,2656,425945,418857,538852,79.05
0.12,KARTAR SINGH,KURUKSHETRA,8,IND,M,HARYANA,510,425945,418857,538852,79.05
81.99,BHAGWAT DAYAL,KARNAL,1,BLD,M,HARYANA,340961,422745,415837,556203,76.01
15.42,JAGDISH PRASAD,KARNAL,2,INC,M,HARYANA,64125,422745,415837,556203,76.01
1.61,DALPAT SINGH,KARNAL,3,IND,M,HARYANA,6712,422745,415837,556203,76.01
0.61,SURAJBHAN,KARNAL,4,IND,M,HARYANA,2535,422745,415837,556203,76.01
0.36,AMILAL ALIAS PRITHVI LAL,KARNAL,5,IND,M,HARYANA,1504,422745,415837,556203,76.01
80.95,MUKHTIAR SINGH,SONEPAT,1,BLD,M,HARYANA,346900,434643,428524,597668,72.72
15.56,SUBHASHNI,SONEPAT,2,INC,F,HARYANA,66677,434643,428524,597668,72.72
1.71,DILBAG SINGH,SONEPAT,3,IND,M,HARYANA,7341,434643,428524,597668,72.72
1.24,SARUP SINGH,SONEPAT,4,IND,M,HARYANA,5301,434643,428524,597668,72.72
0.54,HARI SINGH,SONEPAT,5,IND,M,HARYANA,2305,434643,428524,597668,72.72
81.59,SHER SINGH,ROHTAK,1,BLD,M,HARYANA,320550,398627,392871,577990,68.97
15.5,MUNPHOOL SINGH,ROHTAK,2,INC,M,HARYANA,60905,398627,392871,577990,68.97
1.38,ATTAR SINGH,ROHTAK,3,IND,M,HARYANA,5440,398627,392871,577990,68.97
0.89,BALWANT,ROHTAK,4,SUC,M,HARYANA,3497,398627,392871,577990,68.97
0.63,CHANDER BHAN,ROHTAK,5,IND,M,HARYANA,2479,398627,392871,577990,68.97
44.3,DHARAM VIR VASISHT,FARIDABAD,1,BLD,M,HARYANA,184948,425700,417485,601224,70.81
37.75,KHURSHID AHMAD,FARIDABAD,2,IND,M,HARYANA,157615,425700,417485,601224,70.81
13.91,TAYYAB HUSSAIN,FARIDABAD,3,INC,M,HARYANA,58079,425700,417485,601224,70.81
1.84,T. B. KAMLE BHOLA JI KAMLE,FARIDABAD,4,IND,M,HARYANA,7674,425700,417485,601224,70.81
1.7,KARAN SINGH,FARIDABAD,5,IND,M,HARYANA,7096,425700,417485,601224,70.81
0.27,ISLAM ALIAS ISLAMUDDIN,FARIDABAD,6,CPM,M,HARYANA,1118,425700,417485,601224,70.81
0.23,VIR SINGH DAGAR,FARIDABAD,7,IND,M,HARYANA,955,425700,417485,601224,70.81
55.28,MANOHARLAL,MAHENDRAGARH,1,BLD,M,HARYANA,255881,472459,462881,652913,72.36
41.67,BIRENDER SINGH,MAHENDRAGARH,2,VHP,M,HARYANA,192867,472459,462881,652913,72.36
0.93,AGNI VESH,MAHENDRAGARH,3,IND,M,HARYANA,4291,472459,462881,652913,72.36
0.69,T. B. KAMLE,MAHENDRAGARH,4,IND,M,HARYANA,3185,472459,462881,652913,72.36
0.62,RAMCHANDER,MAHENDRAGARH,5,IND,M,HARYANA,2860,472459,462881,652913,72.36
0.53,K. K. TOOFAN,MAHENDRAGARH,6,FBL,M,HARYANA,2444,472459,462881,652913,72.36
0.29,SATYAWAN,MAHENDRAGARH,7,SUC,M,HARYANA,1353,472459,462881,652913,72.36
67.62,CHANDRAWATI,BHIWANI,1,BLD,F,HARYANA,289135,435502,427584,590889,73.7
29.91,BANSI LAL,BHIWANI,2,INC,M,HARYANA,127893,435502,427584,590889,73.7
2.47,CHHOTU,BHIWANI,3,IND,M,HARYANA,10556,435502,427584,590889,73.7
80.31,INDER SINGH,HISSAR,1,BLD,M,HARYANA,322456,409400,401528,553756,73.93
19.69,JASWANT SINGH,HISSAR,2,INC,M,HARYANA,79072,409400,401528,553756,73.93
68.44,CHANDRAM,SIRSA (SC),1,BLD,M,HARYANA,270861,403115,395788,576112,69.97
29.74,DALBIR SINGH,SIRSA (SC),2,INC,M,HARYANA,117693,403115,395788,576112,69.97
1.39,GURNAM SINGH,SIRSA (SC),3,IND,M,HARYANA,5489,403115,395788,576112,69.97
0.44,AJMER SINGH,SIRSA (SC),4,IND,M,HARYANA,1745,403115,395788,576112,69.97
64.63,BALAK RAM,SIMLA (SC),1,BLD,M,HIMACHAL PRADESH,172763,273489,267300,465720,58.72
31.98,ZALAM SINGH,SIMLA (SC),2,INC,M,HIMACHAL PRADESH,85472,273489,267300,465720,58.72
3.39,TELU RAM BAIDWAN,SIMLA (SC),3,IND,M,HIMACHAL PRADESH,9065,273489,267300,465720,58.72
53.19,GANGA SINGH,MANDI,1,BLD,M,HIMACHAL PRADESH,138143,265820,259715,493450,53.87
39.52,VIRBHADRA SINGH,MANDI,2,INC,M,HIMACHAL PRADESH,102638,265820,259715,493450,53.87
3.45,TARA CHAND,MANDI,3,CPM,M,HIMACHAL PRADESH,8950,265820,259715,493450,53.87
3.01,NAWAL THAKUR,MANDI,4,IND,M,HIMACHAL PRADESH,7817,265820,259715,493450,53.87
0.83,ANI RUDH,MANDI,5,IND,M,HIMACHAL PRADESH,2167,265820,259715,493450,53.87
53.17,DURGA CHAND,KANGRA,1,BLD,M,HIMACHAL PRADESH,157832,305117,296836,477075,63.96
40.03,VIKRAMCHAND,KANGRA,2,INC,M,HIMACHAL PRADESH,118828,305117,296836,477075,63.96
5.29,BANSI RAM,KANGRA,3,CPI,M,HIMACHAL PRADESH,15709,305117,296836,477075,63.96
1.5,SONA,KANGRA,4,IND,M,HIMACHAL PRADESH,4467,305117,296836,477075,63.96
57.95,RANJIT SINGH,HAMIRPUR,1,BLD,M,HIMACHAL PRADESH,182582,323501,315042,524805,61.64
42.05,NARAIN CHAND,HAMIRPUR,2,INC,M,HIMACHAL PRADESH,132460,323501,315042,524805,61.64
59.5,ABDUL AHAD,BARAMULLA,1,JKN,M,JAMMU & KASHMIR,147222,258507,247424,453765,56.97
40.5,SYED ALISHAH GEELANI,BARAMULLA,2,IND,M,JAMMU & KASHMIR,100202,258507,247424,453765,56.97
67.73,AKBAR JAHAN BEGAM,SRINAGAR,1,JKN,F,JAMMU & KASHMIR,210072,319298,310158,461965,69.12
28.19,MOLVI IFTIKHAR HUSSAIN ANSARI,SRINAGAR,2,IND,M,JAMMU & KASHMIR,87431,319298,310158,461965,69.12
1.86,HAJI MUSHTAQ AHMAD,SRINAGAR,3,IND,M,JAMMU & KASHMIR,5784,319298,310158,461965,69.12
1.17,POSHKAR NATH KAUL,SRINAGAR,4,IND,M,JAMMU & KASHMIR,3629,319298,310158,461965,69.12
1.05,QAZI MOHAMAD YUSAF,SRINAGAR,5,IND,M,JAMMU & KASHMIR,3242,319298,310158,461965,69.12
32.07,MOHD. SHAFI QURESHI,ANANTNAG,1,INC,M,JAMMU & KASHMIR,79742,263112,248650,471302,55.83
28.72,AB. RAZAK MIR,ANANTNAG,2,IND,M,JAMMU & KASHMIR,71411,263112,248650,471302,55.83
16.57,PIYARAY LAL HANDOO,ANANTNAG,3,IND,M,JAMMU & KASHMIR,41191,263112,248650,471302,55.83
13.63,GHULAM QADIR MIR,ANANTNAG,4,IND,M,JAMMU & KASHMIR,33891,263112,248650,471302,55.83
9.01,GHULAM HASSAN INQALABI,ANANTNAG,5,IND,M,JAMMU & KASHMIR,22415,263112,248650,471302,55.83
53.32,PARVATI DEVI,LADAKH,1,INC,F,JAMMU & KASHMIR,23130,45581,43383,64706,70.44
46.68,MOHAMMAD ALI ALIAS ALI KARGIL,LADAKH,2,IND,M,JAMMU & KASHMIR,20253,45581,43383,64706,70.44
56.69,KARAN SINGH,UDHAMPUR,1,INC,M,JAMMU & KASHMIR,130272,237356,229797,504677,47.03
31.03,OM PARKASH SARAF,UDHAMPUR,2,BLD,M,JAMMU & KASHMIR,71316,237356,229797,504677,47.03
6.15,SADULLAH TANTRAY,UDHAMPUR,3,IND,M,JAMMU & KASHMIR,14144,237356,229797,504677,47.03
3.18,JIA LAL,UDHAMPUR,4,IND,M,JAMMU & KASHMIR,7309,237356,229797,504677,47.03
1.75,JAGAT RAM ARYAN,UDHAMPUR,5,IND,M,JAMMU & KASHMIR,4032,237356,229797,504677,47.03
1.19,GOVERDHAN DUTT,UDHAMPUR,6,IND,M,JAMMU & KASHMIR,2724,237356,229797,504677,47.03
44.6,THAKUR BALDEV SINGH,JAMMU,1,IND,M,JAMMU & KASHMIR,153837,355660,344912,601007,59.18
36.5,BALRAJ PURI,JAMMU,2,JKN,M,JAMMU & KASHMIR,125898,355660,344912,601007,59.18
13.3,ABDUL REHMAN,JAMMU,3,BLD,M,JAMMU & KASHMIR,45882,355660,344912,601007,59.18
2.37,BHIM SINGH,JAMMU,4,IND,M,JAMMU & KASHMIR,8172,355660,344912,601007,59.18
1.11,CHAUDHARY SHABIR AHMED SALARIA,JAMMU,5,IND,M,JAMMU & KASHMIR,3841,355660,344912,601007,59.18
0.59,ASHWANI KUMAR SONI,JAMMU,6,IND,M,JAMMU & KASHMIR,2018,355660,344912,601007,59.18
0.55,JAGAT RAM ARYAN,JAMMU,7,IND,M,JAMMU & KASHMIR,1909,355660,344912,601007,59.18
0.53,M. C. MEHTA,JAMMU,8,IND,M,JAMMU & KASHMIR,1812,355660,344912,601007,59.18
0.45,NAZIR AHMAD GANAI,JAMMU,9,IND,M,JAMMU & KASHMIR,1543,355660,344912,601007,59.18
55.92,SHANKARDEV BALAJI RAO,BIDAR (SC),1,INC,M,KARNATAKA,168554,311925,301402,606711,51.41
39.26,RAMCHANDRA VEERAPPA,BIDAR (SC),2,BLD,M,KARNATAKA,118324,311925,301402,606711,51.41
4.04,SHIVRAM MOGHA,BIDAR (SC),3,RPK,M,KARNATAKA,12184,311925,301402,606711,51.41
0.78,YESHWANTRAO S/O CHANDAPPA,BIDAR (SC),4,IND,M,KARNATAKA,2340,311925,301402,606711,51.41
60.67,SIDRAM REDDI,GULBARGA,1,INC,M,KARNATAKA,188381,322935,310522,629721,51.28
33.17,GOVIND VADEYARAJ,GULBARGA,2,BLD,M,KARNATAKA,102989,322935,310522,629721,51.28
6.17,SRINIWAS GUDI,GULBARGA,3,CPI,M,KARNATAKA,19152,322935,310522,629721,51.28
73.68,RAJSHEKHAR MALLAPPA,RAICHUR,1,INC,M,KARNATAKA,212232,303706,288042,599904,50.63
26.32,M. NAGAPPA BASAPPA,RAICHUR,2,BLD,M,KARNATAKA,75810,303706,288042,599904,50.63
68.03,SIDRAMESHWARA SWAMY BASAYYA,KOPPAL,1,INC,M,KARNATAKA,223451,344340,328481,613378,56.14
29.73,SANGANNA ANDANAPPA,KOPPAL,2,BLD,M,KARNATAKA,97672,344340,328481,613378,56.14
2.24,K. R. THIPPANNA NAIK MALLAPPA NAIK,KOPPAL,3,IND,M,KARNATAKA,7358,344340,328481,613378,56.14
69.58,K. S. VEERA BHADRAPPA,BELLARY,1,INC,M,KARNATAKA,258589,386059,371634,593687,65.03
30.42,N. THIPPANNA,BELLARY,2,BLD,M,KARNATAKA,113045,386059,371634,593687,65.03
59.24,KONDAJJI BASAPPA,DAVANGERE,1,INC,M,KARNATAKA,244200,425341,412243,613519,69.33
36.89,K. G. MAHESWARAPPA,DAVANGERE,2,BLD,M,KARNATAKA,152078,425341,412243,613519,69.33
3.87,GHANI SAB,DAVANGERE,3,CPI,M,KARNATAKA,15965,425341,412243,613519,69.33
61.29,K. MALLANNA,CHITRADURGA,1,INC,M,KARNATAKA,227926,382855,371862,619838,61.77
37.99,H. C. BORAIAH,CHITRADURGA,2,BLD,M,KARNATAKA,141272,382855,371862,619838,61.77
0.72,M. CHANDRASHEKHARIAH,CHITRADURGA,3,IND,M,KARNATAKA,2664,382855,371862,619838,61.77
57.65,K. LAKKAPPA,TUMKUR,1,INC,M,KARNATAKA,237086,419806,411216,603974,69.51
41.41,S. MALLIKARJUNIAH,TUMKUR,2,BLD,M,KARNATAKA,170269,419806,411216,603974,69.51
0.94,ABDUL SUBHAN,TUMKUR,3,IND,M,KARNATAKA,3861,419806,411216,603974,69.51
52.43,M. V. KRISHNAPPA,CHIKBALLAPUR,1,INC,M,KARNATAKA,207589,408854,395909,627230,65.18
40.19,G. NARAYANA GOWDA,CHIKBALLAPUR,2,BLD,M,KARNATAKA,159115,408854,395909,627230,65.18
6.26,B. RAMAPPA,CHIKBALLAPUR,3,IND,M,KARNATAKA,24801,408854,395909,627230,65.18
1.11,B. V. S. R. N. KAUSHIK,CHIKBALLAPUR,4,IND,M,KARNATAKA,4404,408854,395909,627230,65.18
55.85,G. Y. KRISHNAN,KOLAR (SC),1,INC,M,KARNATAKA,196290,361610,351490,594814,60.79
35.07,Y. RAMAKRISHNA,KOLAR (SC),2,BLD,M,KARNATAKA,123274,361610,351490,594814,60.79
3.52,T. M. NARAYANAPPA,KOLAR (SC),3,IND,M,KARNATAKA,12381,361610,351490,594814,60.79
2.23,M. MUNISWAMY,KOLAR (SC),4,IND,M,KARNATAKA,7823,361610,351490,594814,60.79
2.1,N. RACHIAH,KOLAR (SC),5,IND,M,KARNATAKA,7385,361610,351490,594814,60.79
1.23,THIRU MALLAPPA,KOLAR (SC),6,IND,M,KARNATAKA,4337,361610,351490,594814,60.79
47.15,M. V. CHANDRASEKHARA MURTHY,KANAKAPURA,1,INC,M,KARNATAKA,192111,418814,407458,673583,62.18
46.01,M. V. RAJASEKHARAN,KANAKAPURA,2,BLD,M,KARNATAKA,187459,418814,407458,673583,62.18
5.12,SHIVANNA,KANAKAPURA,3,IND,M,KARNATAKA,20849,418814,407458,673583,62.18
1.73,C. MAHADEVASWAMY,KANAKAPURA,4,IND,M,KARNATAKA,7039,418814,407458,673583,62.18
54.18,C. K. JAFAR SHARIF,BANGALORE NORTH,1,INC,M,KARNATAKA,198669,374502,366676,622416,60.17
43.22,M. CHANDRASEKHAR,BANGALORE NORTH,2,BLD,M,KARNATAKA,158485,374502,366676,622416,60.17
0.87,ABDUL AZEEZ MEMON,BANGALORE NORTH,3,IND,M,KARNATAKA,3195,374502,366676,622416,60.17
0.63,M. GURUSWAMY,BANGALORE NORTH,4,IND,M,KARNATAKA,2299,374502,366676,622416,60.17
0.46,K. K. MISRA,BANGALORE NORTH,5,IND,M,KARNATAKA,1678,374502,366676,622416,60.17
0.39,HAJI S. HABIB KHAN AZAD BASHU,BANGALORE NORTH,6,IND,M,KARNATAKA,1426,374502,366676,622416,60.17
0.25,RANI ANNADURAI,BANGALORE NORTH,7,IND,F,KARNATAKA,924,374502,366676,622416,60.17
53.04,K. S. HEGDE,BANGALORE SOUTH,1,BLD,M,KARNATAKA,221974,426595,418490,664246,64.22
43.21,K. HANUMANTAIYA,BANGALORE SOUTH,2,INC,M,KARNATAKA,180809,426595,418490,664246,64.22
1.57,G. RANGASWAMY,BANGALORE SOUTH,3,IND,M,KARNATAKA,6586,426595,418490,664246,64.22
1.43,M. C. NARASIMHAN,BANGALORE SOUTH,4,CPI,M,KARNATAKA,5991,426595,418490,664246,64.22
0.31,MAHENDRA DESAI,BANGALORE SOUTH,5,IND,M,KARNATAKA,1292,426595,418490,664246,64.22
0.26,C. MAHADEVASWAMY,BANGALORE SOUTH,6,IND,M,KARNATAKA,1086,426595,418490,664246,64.22
0.18,M. V. KRISHNA MURTHY,BANGALORE SOUTH,7,IND,M,KARNATAKA,752,426595,418490,664246,64.22
48.39,K. CHICKALINGAIAH,MANDYA,1,INC,M,KARNATAKA,200360,425086,414039,604439,70.33
47.11,M. SRINIVAS,MANDYA,2,BLD,M,KARNATAKA,195039,425086,414039,604439,70.33
3.87,G. RANGASWAMY,MANDYA,3,IND,M,KARNATAKA,16009,425086,414039,604439,70.33
0.64,KOWDLE CHANNAPPA,MANDYA,4,IND,M,KARNATAKA,2631,425086,414039,604439,70.33
55.51,B. RACHAIAH,CHAMARAJANAGAR (SC),1,INC,M,KARNATAKA,214233,400768,385962,606937,66.03
36.95,V. SREENIVASA PRASAD,CHAMARAJANAGAR (SC),2,BLD,M,KARNATAKA,142615,400768,385962,606937,66.03
3.59,N. C. BILIGIRI RANGAIAH,CHAMARAJANAGAR (SC),3,IND,M,KARNATAKA,13856,400768,385962,606937,66.03
2.6,M. MADAIAH,CHAMARAJANAGAR (SC),4,IND,M,KARNATAKA,10054,400768,385962,606937,66.03
1.35,C. DEVANNA,CHAMARAJANAGAR (SC),5,IND,M,KARNATAKA,5204,400768,385962,606937,66.03
